S_time,W_time,R_time,Processors,id,type,Max_resource,Min_resource,Total_cost
5561417,3,8962,512,13919,2,640,461,4588544
5561546,3,756,64,13920,2,80,58,48384
5561668,2,48,32,13921,2,40,29,1536
5561710,2,5949,64,13922,2,80,58,380736
5561723,4,67,32,13923,2,40,29,2144
5561761,2,1092,32,13924,2,40,29,34944
5561786,3,167,32,13925,2,40,29,5344
5561792,4,98,32,13926,2,40,29,3136
5561986,8,384,32,13927,2,40,29,12288
5562024,4,97,32,13928,2,40,29,3104
5562390,9,133,32,13929,2,40,29,4256
5562403,2,115,32,13930,2,40,29,3680
5562652,3,114,32,13931,2,40,29,3648
5562678,3,129,32,13932,2,40,29,4128
5562707,3,604,64,13933,2,80,58,38656
5562824,2,165,32,13934,2,40,29,5280
5563082,2,47,32,13935,2,40,29,1504
5563295,2,48,32,13936,2,40,29,1536
5563426,3,1181,64,13937,2,80,58,75584
5563658,2,52,32,13938,2,40,29,1664
5563731,4,50,32,13939,1,32,32,1600
5563987,3,34,32,13940,1,32,32,1088
5564036,4,31,32,13941,1,32,32,992
5564081,3,34,32,13942,2,40,29,1088
5564113,2,44,32,13943,2,40,29,1408
5564157,4,4294,64,13944,1,64,64,274816
5564189,2,24,32,13945,2,40,29,768
5564303,2,360,32,13946,2,40,29,11520
5564624,4,13558,256,13947,1,256,256,3470848
5564869,2,30,32,13948,2,40,29,960
5565111,57547,7932,128,13949,1,128,128,1015296
5565153,2,28,32,13950,2,40,29,896
5565183,7,692,64,13951,2,80,58,44288
5565195,2,2455,64,13952,2,80,58,157120
5565200,2,54,32,13953,2,40,29,1728
5565328,3,265,32,13954,2,40,29,8480
5565526,3,5633,32,13955,2,40,29,180256
5565901,3,378,32,13956,2,40,29,12096
5566042,2,104,32,13957,1,32,32,3328
5566058,5,17,32,13958,2,40,29,544
5566097,3,544,32,13959,2,40,29,17408
5566347,2111,10362,64,13960,2,80,58,663168
5566363,2,3311,32,13961,2,40,29,105952
5566371,3,532,32,13962,2,40,29,17024
5566660,3,602,32,13963,2,40,29,19264
5567555,19,1149,32,13964,2,40,29,36768
5567591,6,184,32,13965,2,40,29,5888
5567645,9,5255,64,13966,2,80,58,336320
5567659,3,734,32,13967,2,40,29,23488
5567720,4,671,32,13968,2,40,29,21472
5568002,13,156,32,13969,2,40,29,4992
5568136,32,14214,128,13970,2,160,116,1819392
5568235,2,1431,64,13971,1,64,64,91584
5568511,3,14,32,13972,1,32,32,448
5568538,3,11,32,13973,2,40,29,352
5568605,2,11606,32,13974,2,40,29,371392
5568612,3,217,32,13975,2,40,29,6944
5568619,1053,3947,64,13976,2,80,58,252608
5568885,3,783,64,13977,2,80,58,50112
5569082,3,914,32,13978,2,40,29,29248
5569633,30,425,32,13979,2,40,29,13600
5569847,8,7500,32,13980,2,40,29,240000
5570132,3,2328,32,13981,2,40,29,74496
5570181,3,1572,32,13982,2,40,29,50304
5570369,15,479,512,13983,2,640,461,245248
5571308,2,408,32,13984,2,40,29,13056
5571429,3,376,512,13985,2,640,461,192512
5572411,3,369,512,13986,2,640,461,188928
5572451,5736,22402,256,13987,2,320,231,5734912
5572873,3,5196,64,13988,2,80,58,332544
5573557,5,1150,64,13989,2,80,58,73600
5573697,3,2204,32,13990,2,40,29,70528
5573815,3,776,32,13991,2,40,29,24832
5573929,2,770,512,13992,2,640,461,394240
5574751,7,350,512,13993,2,640,461,179200
5575322,9,882,32,13994,2,40,29,28224
5575661,3,219,512,13995,2,640,461,112128
5576014,3,87,512,13996,2,640,461,44544
5576035,70,2087,512,13997,2,640,461,1068544
5576290,2,594,64,13998,2,80,58,38016
5576380,508,712,64,13999,2,80,58,45568
5576937,2,251,32,14000,2,40,29,8032
5577198,2,657,64,14001,2,80,58,42048
5577352,5,130,32,14002,2,40,29,4160
5577962,3,661,64,14003,2,80,58,42304
5578042,3,3008,64,14004,2,80,58,192512
5578312,3,143,32,14005,2,40,29,4576
5579563,3,195,32,14006,2,40,29,6240
5579733,3,387,64,14007,2,80,58,24768
5580701,2,302,32,14008,2,40,29,9664
5580851,19740,22076,256,14009,2,320,231,5651456
5581033,2,2418,64,14010,2,80,58,154752
5581303,3,1452,32,14011,2,40,29,46464
5581722,2,48,32,14012,2,40,29,1536
5582361,22,14332,128,14013,2,160,116,1834496
5582422,2,141,32,14014,1,32,32,4512
5582633,3,30,32,14015,2,40,29,960
5582867,2,140,32,14016,1,32,32,4480
5583013,2,22,32,14017,2,40,29,704
5583428,2,2356,64,14018,2,80,58,150784
5583814,3,1738,32,14019,2,40,29,55616
5585632,2,454,64,14020,2,80,58,29056
5585753,2,3240,64,14021,1,64,64,207360
5585983,2,30,32,14022,2,40,29,960
5586199,2,507,64,14023,1,64,64,32448
5586434,2,19,32,14024,2,40,29,608
5586767,2,563,64,14025,1,64,64,36032
5587347,4,19,32,14026,1,32,32,608
5587526,3,21,32,14027,2,40,29,672
5588291,3,2277,32,14028,2,40,29,72864
5588829,3,685,512,14029,1,512,512,350720
5588922,2,35,32,14030,2,40,29,1120
5588958,3,3037,64,14031,2,80,58,194368
5589416,2,580,64,14032,2,80,58,37120
5589492,3,41,32,14033,2,40,29,1312
5589575,2,24669,512,14034,2,640,461,12630528
5590158,4,581,64,14035,2,80,58,37184
5590189,3,51,32,14036,2,40,29,1632
5590939,2,41,32,14037,2,40,29,1312
5591418,4,452,64,14038,1,64,64,28928
5591701,4,37,32,14039,2,40,29,1184
5591967,3,2849,64,14040,2,80,58,182336
5592265,3,441,64,14041,2,80,58,28224
5593490,2,451,64,14042,2,80,58,28864
5594419,3,443,64,14043,2,80,58,28352
5594796,3,2764,64,14044,2,80,58,176896
5595595,5,455,64,14045,2,80,58,29120
5596652,4,452,64,14046,2,80,58,28928
5596694,23,14221,128,14047,2,160,116,1820288
5597557,3,2616,64,14048,2,80,58,167424
5598227,3,464,64,14049,2,80,58,29696
5599601,3,7459,64,14050,2,80,58,477376
5600142,4,4072,64,14051,2,80,58,260608
5604208,4,3760,64,14052,2,80,58,240640
5607935,5,2432,64,14053,2,80,58,155648
5610337,3,2338,64,14054,2,80,58,149632
5610918,22,11716,128,14055,2,160,116,1499648
5612667,4,2366,64,14056,2,80,58,151424
5615010,3,2358,64,14057,2,80,58,150912
5616491,3,66,32,14058,1,32,32,2112
5616896,3,31,32,14059,2,40,29,992
5617338,3,2364,64,14060,1,64,64,151296
5617541,2,37,32,14061,2,40,29,1184
5617966,2,38,32,14062,2,40,29,1216
5618232,3,60,32,14063,1,32,32,1920
5619004,2,37,32,14064,2,40,29,1184
5619675,3,2363,64,14065,2,80,58,151232
5620145,2,61,32,14066,1,32,32,1952
5620174,0,34,32,14067,2,40,29,1088
5621313,2,1246,64,14068,1,64,64,79744
5621498,3,36,32,14069,1,32,32,1152
5621528,0,26,32,14070,1,32,32,832
5621857,3,36,32,14071,2,40,29,1152
5622010,2,3311,64,14072,1,64,64,211904
5622168,4,33,32,14073,1,32,32,1056
5622263,3,11,32,14074,1,32,32,352
5622690,3,18,32,14075,2,40,29,576
5623384,4,3656,64,14076,2,80,58,233984
5623641,3,317,64,14077,2,80,58,20288
5623873,17,273,32,14078,2,40,29,8736
5623908,50476,14243,128,14079,1,128,128,1823104
5624027,5,19,32,14080,2,40,29,608
5624122,2,8993,64,14081,2,80,58,575552
5624167,5,559,32,14082,2,40,29,17888
5624212,13,241,256,14083,1,256,256,61696
5624512,9,37,32,14084,2,40,29,1184
5625276,11,7920,64,14085,2,80,58,506880
5625486,5,4251,32,14086,2,40,29,136032
5625693,5,626,32,14087,2,40,29,20032
5626053,4,1953,64,14088,1,64,64,124992
5626518,4,22,32,14089,2,40,29,704
5627242,6,427,32,14090,2,40,29,13664
5628375,7,45,32,14091,2,40,29,1440
5628411,0,38,32,14092,2,40,29,1216
5628633,4,425,32,14093,2,40,29,13600
5629240,4,6655,128,14094,2,160,116,851840
5629272,2,75,64,14095,2,80,58,4800
5629285,3,416,32,14096,2,40,29,13312
5629325,5,832,32,14097,2,40,29,26624
5629635,3,82,64,14098,2,80,58,5248
5629786,3,14329,64,14099,2,80,58,917056
5629818,3,3257,64,14100,2,80,58,208448
5629875,0,37,64,14101,2,80,58,2368
5630075,3,5816,128,14102,2,160,116,744448
5630457,4,464,32,14103,2,40,29,14848
5630479,4,164,32,14104,2,40,29,5248
5630596,3,7931,128,14105,2,160,116,1015168
5631235,4,166,32,14106,2,40,29,5312
5631533,3,2216,512,14107,2,640,461,1134592
5631988,4,11344,256,14108,2,320,231,2904064
5632232,4,893,32,14109,2,40,29,28576
5632480,4,174,32,14110,2,40,29,5568
5633180,7,10996,64,14111,2,80,58,703744
5633231,3,10917,64,14112,2,80,58,698688
5633257,4,176,32,14113,2,40,29,5632
5634072,4,42,32,14114,2,40,29,1344
5634587,8,3563,512,14115,1,512,512,1824256
5635216,5,30,32,14116,2,40,29,960
5635323,4,159,32,14117,1,32,32,5088
5635868,5,33,32,14118,2,40,29,1056
5635890,6,5835,128,14119,2,160,116,746880
5635911,4,348,32,14120,2,40,29,11136
5636034,4,60,32,14121,2,40,29,1920
5636256,4,50,32,14122,2,40,29,1600
5636509,3,2032,128,14123,2,160,116,260096
5636671,4,53,32,14124,2,40,29,1696
5636842,4,50,32,14125,2,40,29,1600
5636898,4,3145,32,14126,2,40,29,100640
5637233,5,1919,32,14127,2,40,29,61408
5637330,4,58,32,14128,2,40,29,1856
5637929,4,56,32,14129,2,40,29,1792
5637974,3,1469,32,14130,2,40,29,47008
5638532,3,8021,128,14131,2,160,116,1026688
5638544,0,27,128,14132,1,128,128,3456
5638608,3,16,32,14133,2,40,29,512
5639222,5,53,32,14134,2,40,29,1696
5639337,4,1063,32,14135,1,32,32,34016
5639348,2,30,32,14136,2,40,29,960
5639471,3,572,32,14137,2,40,29,18304
5640170,4,4010,32,14138,2,40,29,128320
5640265,3,47,32,14139,1,32,32,1504
5640325,3,21,32,14140,1,32,32,672
5640360,4,21,32,14141,1,32,32,672
5640398,4,22,32,14142,2,40,29,704
5640483,4,48,32,14143,1,32,32,1536
5640884,4,24,32,14144,1,32,32,768
5640999,3,25,32,14145,1,32,32,800
5641323,4,33,32,14146,2,40,29,1056
5641705,3,6935,128,14147,2,160,116,887680
5641944,2198,1539,64,14148,2,80,58,98496
5642002,4,52,32,14149,1,32,32,1664
5642094,3,11,32,14150,2,40,29,352
5642113,3,42,32,14151,2,40,29,1344
5642151,3,194,128,14152,2,160,116,24832
5642325,3,2895,32,14153,2,40,29,92640
5642346,5,56,32,14154,2,40,29,1792
5642379,2,3558,128,14155,2,160,116,455424
5642631,4,56,32,14156,2,40,29,1792
5642867,3,53,32,14157,1,32,32,1696
5642982,4,34,32,14158,1,32,32,1088
5643208,6,34,32,14159,2,40,29,1088
5643273,900,8902,64,14160,2,80,58,569728
5643517,4,700,32,14161,2,40,29,22400
5643702,8,782,32,14162,2,40,29,25024
5643731,3,57,32,14163,2,40,29,1824
5644230,3,3715,32,14164,2,40,29,118880
5644361,6,2109,32,14165,2,40,29,67488
5644436,3,92,32,14166,2,40,29,2944
5644467,3,52,32,14167,2,40,29,1664
5644691,3,54,32,14168,1,32,32,1728
5644854,4,9,32,14169,2,40,29,288
5644906,3,41,32,14170,2,40,29,1312
5644938,0,43,32,14171,2,40,29,1376
5645088,19,138,32,14172,2,40,29,4416
5645235,5,83,32,14173,2,40,29,2656
5645457,4,60,32,14174,2,40,29,1920
5645767,9,43,32,14175,2,40,29,1376
5645848,3,269,32,14176,2,40,29,8608
5646294,11,63,32,14177,2,40,29,2016
5646309,3,53,32,14178,2,40,29,1696
5646316,6,1724,32,14179,2,40,29,55168
5646376,2,2922,64,14180,2,80,58,187008
5646517,8,2842,256,14181,2,320,231,727552
5646562,14,61,32,14182,2,40,29,1952
5646579,3,10215,128,14183,1,128,128,1307520
5646643,8,30,32,14184,2,40,29,960
5646670,3,1366,32,14185,2,40,29,43712
5646842,4,58,32,14186,1,32,32,1856
5646912,21,26,32,14187,1,32,32,832
5647104,18,35,32,14188,2,40,29,1120
5647323,3,307,128,14189,2,160,116,39296
5647372,4,54,32,14190,2,40,29,1728
5647483,1819,55,64,14191,2,80,58,3520
5647605,7,620,32,14192,2,40,29,19840
5647717,11,42,32,14193,2,40,29,1344
5647759,3,58,32,14194,1,32,32,1856
5648071,4,29,32,14195,2,40,29,928
5648089,4,234,32,14196,2,40,29,7488
5648212,1147,1110,64,14197,2,80,58,71040
5648261,3,51,32,14198,2,40,29,1632
5648337,1038,4844,64,14199,2,80,58,310016
5648344,2,254,128,14200,2,160,116,32512
5648605,4,10201,128,14201,2,160,116,1305728
5648745,5,63,32,14202,2,40,29,2016
5648970,4,54,32,14203,2,40,29,1728
5649105,4,199,32,14204,2,40,29,6368
5649293,3,5283,512,14205,1,512,512,2704896
5649319,4,21,32,14206,2,40,29,672
5649362,7,5317,128,14207,2,160,116,680576
5649477,4,49,32,14208,2,40,29,1568
5649655,5,49,32,14209,1,32,32,1568
5649795,4,26,32,14210,2,40,29,832
5650365,4,52,32,14211,2,40,29,1664
5650486,4,73,32,14212,2,40,29,2336
5650537,2540,1097,64,14213,2,80,58,70208
5650568,3,1134,32,14214,1,32,32,36288
5650604,4,24,32,14215,2,40,29,768
5650824,4,72,32,14216,1,32,32,2304
5650852,4,29,32,14217,2,40,29,928
5651026,3,50,32,14218,1,32,32,1600
5651085,4,22,32,14219,2,40,29,704
5651878,6,7708,32,14220,2,40,29,246656
5651990,3,76,32,14221,2,40,29,2432
5652591,4,498,32,14222,1,32,32,15936
5652634,5,19,32,14223,2,40,29,608
5652685,2,6053,128,14224,2,160,116,774784
5652692,3,48,32,14225,2,40,29,1536
5653391,6,72,32,14226,2,40,29,2304
5653522,3,365,32,14227,1,32,32,11680
5653714,4,22,32,14228,2,40,29,704
5653832,4,1650,32,14229,1,32,32,52800
5653891,3,28,32,14230,2,40,29,896
5654112,4,1424,32,14231,2,40,29,45568
5654151,4,511,32,14232,2,40,29,16352
5654241,4,74,32,14233,1,32,32,2368
5654412,4,32,32,14234,2,40,29,1024
5654681,6,13653,128,14235,2,160,116,1747584
5654691,3,365,32,14236,2,40,29,11680
5655278,2,5050,128,14237,2,160,116,646400
5655550,5,291,32,14238,2,40,29,9312
5655827,4,1161,32,14239,2,40,29,37152
5655921,4,400,32,14240,2,40,29,12800
5655943,3,1647,32,14241,2,40,29,52704
5655982,2,3767,64,14242,1,64,64,241088
5656597,4,32,32,14243,2,40,29,1024
5656800,3,15612,128,14244,2,160,116,1998336
5656912,4,746,32,14245,2,40,29,23872
5657055,3,791,512,14246,2,640,461,404992
5658218,5,2774,32,14247,1,32,32,88768
5658665,5,38,32,14248,2,40,29,1216
5658735,7,3050,128,14249,2,160,116,390400
5659089,3,10732,128,14250,2,160,116,1373696
5659420,3,806,512,14251,2,640,461,412672
5659567,3,42,32,14252,2,40,29,1344
5659660,3088,22379,256,14253,2,320,231,5729024
5659769,3,14610,128,14254,2,160,116,1870080
5660324,7,12867,128,14255,2,160,116,1646976
5661036,3,3602,512,14256,2,640,461,1844224
5661570,4,5853,32,14257,1,32,32,187296
5661581,3,25,32,14258,2,40,29,800
5661819,3,595,256,14259,2,320,231,152320
5661830,23299,20863,256,14260,1,256,256,5340928
5662267,3,33,32,14261,2,40,29,1056
5662275,3,44,32,14262,2,40,29,1408
5662382,36,296,256,14263,2,320,231,75776
5662984,2,426,32,14264,1,32,32,13632
5663042,3,34,32,14265,2,40,29,1088
5663415,3,168,32,14266,2,40,29,5376
5663882,3,44,32,14267,2,40,29,1408
5664172,2,98,32,14268,2,40,29,3136
5664619,23,548,512,14269,2,640,461,280576
5664656,3,45,32,14270,2,40,29,1440
5664842,2,2857,32,14271,2,40,29,91424
5664957,2,3651,32,14272,2,40,29,116832
5666787,7,69,32,14273,2,40,29,2208
5667188,6,87,32,14274,2,40,29,2784
5668065,4,46,32,14275,2,40,29,1472
5668244,3,2399,64,14276,2,80,58,153536
5668920,37045,5909,128,14277,2,160,116,756352
5669541,2,10900,32,14278,1,32,32,348800
5670466,3,25,32,14279,2,40,29,800
5670613,3,2370,64,14280,2,80,58,151680
5671067,2,597,512,14281,1,512,512,305664
5671820,4,24,32,14282,2,40,29,768
5672241,3,536,512,14283,2,640,461,274432
5672417,33554,6801,128,14284,2,160,116,870528
5672948,5,2527,64,14285,1,64,64,161728
5673212,3,32,32,14286,2,40,29,1024
5673284,2,686,512,14287,1,512,512,351232
5673561,2,23,32,14288,2,40,29,736
5673796,3,68,32,14289,2,40,29,2176
5674590,7,107,32,14290,2,40,29,3424
5675050,3,431,512,14291,2,640,461,220672
5675132,3,55,32,14292,1,32,32,1760
5675399,2,21,32,14293,2,40,29,672
5675455,2,2359,64,14294,1,64,64,150976
5675564,2,20,32,14295,2,40,29,640
5675696,2,462,512,14296,1,512,512,236544
5675724,2,18,32,14297,1,32,32,576
5675921,3,22,32,14298,1,32,32,704
5676047,2,25,32,14299,1,32,32,800
5676161,3,24,32,14300,1,32,32,768
5676281,2,21,32,14301,2,40,29,672
5676658,3,280,512,14302,2,640,461,143360
5677780,3,2345,64,14303,2,80,58,150080
5679731,3,24427,512,14304,2,640,461,12506624
5680121,2,4860,64,14305,2,80,58,311040
5680557,4,12400,64,14306,2,80,58,793600
5680887,2,2259,32,14307,2,40,29,72288
5681535,2,832,64,14308,2,80,58,53248
5682442,2,21,64,14309,2,80,58,1344
5682722,3,1037,64,14310,2,80,58,66368
5683695,2,1281,64,14311,2,80,58,81984
5683936,2,2160,64,14312,2,80,58,138240
5684322,3,1055,32,14313,2,40,29,33760
5684974,6,6480,64,14314,2,80,58,414720
5685791,3,8117,64,14315,2,80,58,519488
5688609,19,14255,128,14316,2,160,116,1824640
5691427,2,4577,64,14317,2,80,58,292928
5693995,3,12271,64,14318,2,80,58,785344
5695979,4,4372,64,14319,2,80,58,279808
5700330,4,3455,64,14320,2,80,58,221120
5702863,50599,14187,128,14321,2,160,116,1815936
5703760,3,2375,64,14322,2,80,58,152000
5705250,62400,9760,128,14323,2,160,116,1249280
5706103,3,3322,64,14324,2,80,58,212608
5707328,4,19068,64,14325,2,80,58,1220352
5707338,2,1056,64,14326,2,80,58,67584
5708732,3,31594,64,14327,2,80,58,2022016
5709167,4,5168,32,14328,2,40,29,165376
5709393,3,5476,64,14329,2,80,58,350464
5709507,4,9570,512,14330,2,640,461,4899840
5709561,9,1749,32,14331,2,40,29,55968
5710313,3,498,64,14332,2,80,58,31872
5710640,5,672,32,14333,2,40,29,21504
5711230,4,535,32,14334,2,40,29,17120
5711850,4,4053,128,14335,2,160,116,518784
5711933,4,263,32,14336,2,40,29,8416
5711941,4,2082,32,14337,2,40,29,66624
5712307,3,252,32,14338,2,40,29,8064
5712687,4,1162,256,14339,2,320,231,297472
5713317,4,198,32,14340,2,40,29,6336
5713589,4,2792,32,14341,1,32,32,89344
5714015,6,15,32,14342,2,40,29,480
5714093,4,3026,32,14343,2,40,29,96832
5714468,3,881,128,14344,2,160,116,112768
5714570,3,505,32,14345,2,40,29,16160
5714847,2,6370,64,14346,2,80,58,407680
5715225,3,8414,128,14347,2,160,116,1076992
5715879,3,6717,128,14348,2,160,116,859776
5715924,3,61,32,14349,2,40,29,1952
5716121,3,2897,64,14350,1,64,64,185408
5716129,7,11,32,14351,2,40,29,352
5716163,3,2803,128,14352,1,128,128,358784
5716330,4,11,32,14353,2,40,29,352
5716421,6,1752,32,14354,1,32,32,56064
5716717,4,13,32,14355,2,40,29,416
5716803,3,58,32,14356,1,32,32,1856
5717327,6,16,32,14357,1,32,32,512
5717557,3,13,32,14358,1,32,32,416
5717694,3,11,32,14359,2,40,29,352
5717712,5,237,32,14360,1,32,32,7584
5717957,4,10,32,14361,1,32,32,320
5718291,4,13,32,14362,1,32,32,416
5718389,5,10,32,14363,2,40,29,320
5718524,4,478,32,14364,1,32,32,15296
5718536,3,15,32,14365,1,32,32,480
5718682,4,14,32,14366,1,32,32,448
5718862,3,15,32,14367,1,32,32,480
5719000,4,12,32,14368,2,40,29,384
5719060,22,3354,512,14369,1,512,512,1717248
5719150,3,10,32,14370,2,40,29,320
5719191,4,21134,64,14371,1,64,64,1352576
5719271,6,12,32,14372,1,32,32,384
5719443,3,13,32,14373,1,32,32,416
5719557,4,11,32,14374,1,32,32,352
5719704,5,12,32,14375,2,40,29,384
5720259,5,1982,32,14376,2,40,29,63424
5720287,4,159,32,14377,2,40,29,5088
5720538,8,457,32,14378,2,40,29,14624
5720840,5,92,32,14379,2,40,29,2944
5721005,4,56,32,14380,2,40,29,1792
5721190,3,19136,64,14381,2,80,58,1224704
5721404,4,53,32,14382,1,32,32,1696
5721473,5,12,32,14383,1,32,32,384
5721496,3,27,32,14384,2,40,29,864
5721592,3,18630,256,14385,2,320,231,4769280
5721736,4,2457,32,14386,2,40,29,78624
5722066,5,1523,128,14387,2,160,116,194944
5722171,6,395,128,14388,2,160,116,50560
5722286,12,68,32,14389,2,40,29,2176
5722574,4,17698,128,14390,2,160,116,2265344
5722803,4,56,32,14391,2,40,29,1792
5722922,4,381,32,14392,2,40,29,12192
5723003,3,101,32,14393,2,40,29,3232
5723401,5,53,32,14394,2,40,29,1696
5723592,4,16680,128,14395,2,160,116,2135040
5723644,3,16628,128,14396,2,160,116,2128384
5723747,3,95,32,14397,2,40,29,3040
5723833,3,260,32,14398,2,40,29,8320
5723915,3,178,64,14399,2,80,58,11392
5724075,4,63,32,14400,1,32,32,2016
5724135,5,14,32,14401,2,40,29,448
5724324,4,49,32,14402,2,40,29,1568
5724331,2,15994,64,14403,1,64,64,1023616
5724398,4,13,32,14404,2,40,29,416
5724565,4,57,32,14405,1,32,32,1824
5724618,3,18,32,14406,2,40,29,576
5724775,4,52,32,14407,2,40,29,1664
5724850,3,47,32,14408,1,32,32,1504
5724862,4,15,32,14409,2,40,29,480
5724904,3,15442,32,14410,2,40,29,494144
5724966,2,746,512,14411,1,512,512,381952
5725082,3,14,32,14412,2,40,29,448
5725117,4,44,32,14413,2,40,29,1408
5725179,3,51,32,14414,1,32,32,1632
5725210,3,16,32,14415,1,32,32,512
5725340,4,15,32,14416,1,32,32,480
5725458,5,14,32,14417,1,32,32,448
5725486,3,17,32,14418,1,32,32,544
5725607,3,13,32,14419,1,32,32,416
5725636,3,11,32,14420,1,32,32,352
5725664,9,9,32,14421,1,32,32,288
5725692,5,10,32,14422,1,32,32,320
5725725,9,9,32,14423,1,32,32,288
5725859,7,14,32,14424,1,32,32,448
5725894,4,10,32,14425,1,32,32,320
5725912,4,9,32,14426,1,32,32,288
5726013,4,16,32,14427,1,32,32,512
5726045,3,10,32,14428,1,32,32,320
5726066,3,11,32,14429,1,32,32,352
5726167,4,14,32,14430,1,32,32,448
5726192,3,9,32,14431,2,40,29,288
5726367,3,32,512,14432,1,512,512,16384
5726436,4,13,32,14433,2,40,29,416
5726468,3,13859,64,14434,1,64,64,886976
5726545,3,14,32,14435,1,32,32,448
5726570,3,12,32,14436,1,32,32,384
5726708,4,13,32,14437,1,32,32,416
5726731,3,9,32,14438,1,32,32,288
5726749,3,10,32,14439,2,40,29,320
5726763,3,426,512,14440,2,640,461,218112
5726964,230,1600,512,14441,2,640,461,819200
5726970,3,1418,32,14442,1,32,32,45376
5727190,12,19,32,14443,1,32,32,608
5727344,5,14,32,14444,1,32,32,448
5727464,3,15,32,14445,2,40,29,480
5727542,1255,11362,512,14446,1,512,512,5817344
5727654,4,16,32,14447,1,32,32,512
5727734,4,14,32,14448,1,32,32,448
5727855,6,20,32,14449,1,32,32,640
5727999,4,15,32,14450,1,32,32,480
5728035,4,9,32,14451,1,32,32,288
5728221,5,16,32,14452,1,32,32,512
5728252,4,10,32,14453,2,40,29,320
5728340,3,277,128,14454,1,128,128,35456
5728382,4,31,32,14455,1,32,32,992
5728451,3,14,32,14456,2,40,29,448
5728511,5,11872,32,14457,1,32,32,379904
5728565,3,17,32,14458,1,32,32,544
5728761,5,20,32,14459,1,32,32,640
5728802,3,12,32,14460,1,32,32,384
5728830,3,12,32,14461,1,32,32,384
5728852,4,29,32,14462,2,40,29,928
5728879,2,11393,128,14463,2,160,116,1458304
5728927,4,47,32,14464,2,40,29,1504
5728954,4,11430,32,14465,2,40,29,365760
5728992,204,121,32,14466,2,40,29,3872
5729295,47129,1708,512,14467,2,640,461,874496
5729329,7,11013,32,14468,2,40,29,352416
5729464,8,10876,32,14469,2,40,29,348032
5730045,10441,3924,32,14470,2,40,29,125568
5730416,10075,3951,32,14471,2,40,29,126432
5730967,7,9299,128,14472,2,160,116,1190272
5731451,9050,3908,32,14473,2,40,29,125056
5733265,7240,353,32,14474,2,40,29,11296
5740344,171,3861,64,14475,1,64,64,247104
5740644,8,31,32,14476,2,40,29,992
5740655,8,69,32,14477,2,40,29,2208
5740735,4,49,32,14478,2,40,29,1568
5740747,3,38,32,14479,2,40,29,1216
5740849,3,113,128,14480,2,160,116,14464
5740960,10394,25068,512,14481,2,640,461,12834816
5741503,3183,6667,512,14482,2,640,461,3413504
5743860,818,8783,128,14483,2,160,116,1124224
5745053,3,477,32,14484,2,40,29,15264
5745170,2,1203,64,14485,2,80,58,76992
5745214,2,7695,128,14486,2,160,116,984960
5746265,3,900,64,14487,1,64,64,57600
5746662,4,31,32,14488,2,40,29,992
5746727,3,630,32,14489,2,40,29,20160
5747201,2,291,64,14490,2,80,58,18624
5747554,2,2848,128,14491,2,160,116,364544
5747986,2,184,64,14492,2,80,58,11776
5748849,4,601,32,14493,2,40,29,19232
5748973,2,22,64,14494,1,64,64,1408
5749221,3,16,64,14495,2,80,58,1024
5749618,3,1976,32,14496,2,40,29,63232
5749632,2,22,64,14497,2,80,58,1408
5749726,2,3182,64,14498,2,80,58,203648
5749871,2,316,64,14499,2,80,58,20224
5750539,3,558,64,14500,2,80,58,35712
5751740,3,100,32,14501,2,40,29,3200
5752302,2,665,64,14502,1,64,64,42560
5752396,2,21,32,14503,2,40,29,672
5752898,2,2846,64,14504,2,80,58,182144
5752913,39441,3390,128,14505,2,160,116,433920
5753111,3,31,64,14506,2,80,58,1984
5753346,2,22598,256,14507,2,320,231,5785088
5753369,2,31,64,14508,1,64,64,1984
5753639,2,28,32,14509,2,40,29,896
5753788,2,35,64,14510,2,80,58,2240
5754121,2,211,64,14511,2,80,58,13504
5754347,2,564,64,14512,1,64,64,36096
5754670,4,37,32,14513,2,40,29,1184
5755227,3,601,64,14514,2,80,58,38464
5755717,3,2489,64,14515,2,80,58,159296
5756058,3,1127,32,14516,1,32,32,36064
5757337,2,19,32,14517,2,40,29,608
5758184,2,2310,64,14518,2,80,58,147840
5760462,3,2318,64,14519,2,80,58,148352
5762758,3,2519,64,14520,2,80,58,161216
5763893,3,916,32,14521,2,40,29,29312
5764366,2,1277,64,14522,2,80,58,81728
5765248,3,3079,64,14523,2,80,58,197056
5766147,3,2987,64,14524,2,80,58,191168
5766490,2,570,32,14525,2,40,29,18240
5767615,9797,14146,128,14526,1,128,128,1810688
5767782,3,16,64,14527,2,80,58,1024
5768127,3,4251,64,14528,2,80,58,272064
5768309,2,5036,64,14529,2,80,58,322304
5769359,2,3488,64,14530,2,80,58,223232
5773034,3,2398,64,14531,2,80,58,153472
5773326,3,3440,64,14532,2,80,58,220160
5776743,2,2487,64,14533,2,80,58,159168
5778129,6,1641,512,14534,2,640,461,840192
5779207,3,2349,64,14535,2,80,58,150336
5779773,6,1580,512,14536,2,640,461,808960
5781356,6,1800,512,14537,2,640,461,921600
5781532,3,2357,64,14538,2,80,58,150848
5783160,5,1578,512,14539,2,640,461,807936
5783861,3,2362,64,14540,2,80,58,151168
5784740,6,1634,512,14541,2,640,461,836608
5786205,2,2353,64,14542,2,80,58,150592
5786378,5,1575,512,14543,2,640,461,806400
5787956,5,2159,512,14544,2,640,461,1105408
