S_time,R_time,Processors,sigma,id,type,Max_resource,Min_resource,Total_cost
92850.754575,1147.38942,5,1.185098,33,3,8,4,5736.947099999999
95124.123825,606597.1859,54,1.472275,34,2,73,33,32756248.0386
103092.90075,171760.1785,70,0.797668,35,2,95,42,12023212.495
103742.304075,8790.048867,46,0.352298,36,1,46,46,404342.247882
104771.26935,660.57663,2,1.819047,37,1,2,2,1321.15326
109576.10925,1474723.657,24,1.529392,38,1,24,24,35393367.768
113038.910175,1467.068005,5,1.23592,39,2,7,3,7335.340025
114396.1365,5.012044,62,0.954853,40,1,62,62,310.746728
116054.06692499999,4421.403852,13,0.946808,41,1,13,13,57478.250076
116439.442725,101.573043,10,1.426432,42,2,14,6,1015.73043
118524.75112500001,657.54415,40,1.163059,43,1,40,40,26301.766
119596.12844999999,88704.45699,3,0.722286,44,2,5,2,266113.37097000005
124856.84594999999,18274.01643,73,0.909749,45,1,73,73,1334003.19939
124886.68274999999,5.991726,4,1.810925,46,1,4,4,23.966904
132476.680425,1280.596086,2,1.231706,47,1,2,2,2561.192172
132541.248675,2330.344159,3,0.946907,48,1,3,3,6991.032477000001
133911.49515,1131048.287,14,0.818877,49,1,14,14,15834676.018
134254.799475,8.287455,4,0.233691,50,1,4,4,33.14982
135003.25725,97.479011,2,1.403179,51,1,2,2,194.958022
138098.018925,44089.00966,30,1.17532,52,1,30,30,1322670.2898
141404.109975,22681.20031,2,0.668241,53,1,2,2,45362.40062
141564.62512500002,222.363275,28,0.205654,54,1,28,28,6226.1717
141757.2219,46932.47002,25,1.017181,55,1,25,25,1173311.7505
145810.38045,637.407869,3,0.915404,56,1,3,3,1912.223607
147095.72835,54.553556,30,1.345087,57,1,30,30,1636.60668
149136.33622499998,2423571.758,15,0.425924,58,1,15,15,36353576.37
153392.41934999998,2926.886151,3,0.455021,59,1,3,3,8780.658453
155382.938475,30.980894,2,0.407656,60,2,3,2,61.961788
155594.790975,19.003666,78,1.257874,61,1,78,78,1482.285948
162556.09635,358184.1021,2,0.493794,62,1,2,2,716368.2042
164219.211975,456305.5793,10,0.563694,63,1,10,10,4563055.793
166501.6182,87825.80733,10,0.035886,64,1,10,10,878258.0732999999
173252.473725,58.860262,8,0.568106,65,1,8,8,470.882096
176605.494375,102436.2113,16,0.832186,66,1,16,16,1638979.3808
176938.650375,330.471445,2,1.691556,67,2,3,2,660.94289
177765.12825,1008987.58,38,1.511337,68,1,38,38,38341528.04
183611.72625,157.304765,2,1.227968,69,1,2,2,314.60953
185166.36435,4.648143,4,0.121882,70,1,4,4,18.592572
188693.793225,19.998485,4,1.414277,71,1,4,4,79.99394
189606.72615,2627183.526,3,0.629308,72,1,3,3,7881550.578
195017.6256,45.102172,28,0.427123,73,2,38,17,1262.860816
195928.27094999998,1467844.885,74,1.02764,74,3,119,60,108620521.49
201501.4851,16732.38775,84,0.278341,75,1,84,84,1405520.5710000002
203065.77255,44402.26445,4,1.712024,76,3,7,4,177609.0578
206080.826925,14.897064,55,1.157831,77,3,88,44,819.33852
209152.710225,155.609916,38,0.959988,78,1,38,38,5913.176808
213267.68145000003,13685.29668,36,1.891246,79,1,36,36,492670.68048
213740.87257500002,25681.7398,31,1.581026,80,1,31,31,796133.9338
215769.2796,922679.5058,35,0.885978,81,1,35,35,32293782.703
225960.138,2946618.954,28,0.572462,82,2,38,17,82505330.712
227820.858525,12866.05578,77,0.757459,83,1,77,77,990686.29506
228449.41192500002,42354.93384,9,1.185723,84,1,9,9,381194.40456
235661.86350000004,202484.1419,33,1.713812,85,1,33,33,6681976.6827
237027.021225,44722.25473,6,0.710195,86,1,6,6,268333.52838000003
238532.45205,250487.8055,6,0.695554,87,1,6,6,1502926.833
240683.8689,500.088348,4,0.355732,88,1,4,4,2000.353392
246719.57535,32578.05827,4,0.126131,89,1,4,4,130312.23308
248885.99864999996,402127.9207,28,1.802042,90,1,28,28,11259581.7796
249155.8137,1990021.657,3,1.350623,91,1,3,3,5970064.971
249188.56837500003,125.162596,11,0.768849,92,1,11,11,1376.788556
249203.67164999997,1553606.621,8,0.770026,93,1,8,8,12428852.968
250147.3602,282912.4468,20,1.895184,94,1,20,20,5658248.936
253153.16175,5.756886,21,1.144815,95,2,29,13,120.894606
254020.622325,3.393693,75,0.904089,96,3,120,60,254.526975
256406.341725,411.192156,52,1.286641,97,1,52,52,21381.992112
257355.6939,19314.83536,4,0.41564,98,3,7,4,77259.34144
257570.484675,49.788776,76,0.719516,99,1,76,76,3783.946976
261130.45155,6.593878,7,1.836625,100,1,7,7,46.157146
263441.97825000004,78.529048,2,0.166314,101,2,3,2,157.058096
268214.079825,204614.1374,40,0.240369,102,1,40,40,8184565.496
269050.93455,4222.469131,16,1.200216,103,1,16,16,67559.506096
270233.925225,182.412846,36,1.866996,104,1,36,36,6566.862456
270781.4385,433028.3677,24,1.545461,105,1,24,24,10392680.8248
273994.275,4.476622,4,1.406888,106,1,4,4,17.906488
277365.79725,15.115639,3,0.652518,107,1,3,3,45.346917
277394.277675,2623.891532,2,1.610492,108,1,2,2,5247.783064
280987.35555,4832.683706,2,1.718889,109,1,2,2,9665.367412
284188.3761,2935.157923,7,0.178815,110,1,7,7,20546.105461000003
284377.84095,818288.1013,4,1.270798,111,1,4,4,3273152.4052
286200.78825,1198408.39,24,1.537425,112,1,24,24,28761801.36
287330.66475,5.524463,29,1.661708,113,3,47,24,160.209427
287472.904875,267802.3189,48,1.894263,114,1,48,48,12854511.3072
289474.458525,48.346838,3,1.187584,115,1,3,3,145.040514
292729.208325,684571.6408,13,1.429058,116,2,18,8,8899431.330400001
292772.586675,23373.99904,52,0.533884,117,1,52,52,1215447.95008
294332.81085,124112.241,3,0.504515,118,1,3,3,372336.723
294791.339775,827799.2619,14,1.173217,119,1,14,14,11589189.6666
294932.38642500003,4998.773582,12,1.609732,120,1,12,12,59985.282984
299452.19909999997,127.544595,22,0.667556,121,1,22,22,2805.98109
300238.65592499997,16966.39682,30,0.589601,122,3,48,24,508991.90460000007
301068.197775,143.76045,83,1.210572,123,1,83,83,11932.11735
304581.62835,26.131653,5,0.936863,124,1,5,5,130.658265
305026.744725,215.574133,5,0.841331,125,1,5,5,1077.870665
313361.10089999996,500.788016,7,1.186498,126,1,7,7,3505.516112
313611.9084,134688.184,8,1.178353,127,1,8,8,1077505.472
316704.13162500004,291.811787,27,0.114549,128,2,37,17,7878.918248999999
323971.668525,165195.4933,59,0.08521,129,1,59,59,9746534.1047
326071.6278,203.233367,12,1.515292,130,1,12,12,2438.800404
326194.21455000003,12755.27867,2,0.526609,131,1,2,2,25510.55734
326265.07635,206.793346,6,0.801925,132,1,6,6,1240.760076
327767.173875,221.517106,21,0.010973,133,1,21,21,4651.8592260000005
328441.08825000003,228.633575,3,0.997096,134,1,3,3,685.900725
328859.768025,7262.872392,3,1.508692,135,2,5,2,21788.617176
330446.7393,49.766663,60,0.182039,136,1,60,60,2985.99978
331462.06785,5.624603,13,1.514349,137,1,13,13,73.119839
332874.772875,77076.94224,16,1.944321,138,1,16,16,1233231.07584
334630.4829,5090.727289,8,0.358066,139,3,13,7,40725.818312
337453.688175,1670269.545,47,1.134629,140,1,47,47,78502668.615
341396.679975,1019.553642,2,0.750742,141,1,2,2,2039.107284
342671.80395,1077520.434,6,1.040395,142,1,6,6,6465122.603999999
345527.03295,47.201629,2,1.79197,143,1,2,2,94.403258
348161.49705,2318.174422,22,1.955685,144,2,30,14,50999.837284
348688.99425,2671.856965,85,0.516027,145,1,85,85,227107.842025
350368.317375,12138.35471,17,0.75602,146,1,17,17,206352.03007
357334.29637500003,12426.25444,14,0.160551,147,3,23,12,173967.56216
358059.555225,46538.71188,57,0.266512,148,1,57,57,2652706.5771600003
358317.93015000003,2023.117372,7,1.924435,149,3,12,6,14161.821604
360930.476775,283.074417,45,0.107491,150,1,45,45,12738.348765
364134.504,543577.1131,36,0.557696,151,1,36,36,19568776.0716
366157.386525,216515.4438,27,0.160744,152,1,27,27,5845916.9826
366458.46915,24.114726,34,0.950369,153,3,55,28,819.9006840000001
367188.06570000004,76.348155,65,1.302074,154,2,88,39,4962.630075
372351.0993,6906.814539,43,1.102341,155,3,69,35,296993.025177
376567.40715,1061791.694,46,0.084107,156,2,63,28,48842417.924
381505.3443,318.027333,45,1.889171,157,1,45,45,14311.229985
381577.55662499997,844.01946,7,1.398285,158,1,7,7,5908.13622
382904.6925,10991.07928,18,0.767232,159,1,18,18,197839.42704
383280.243,21.008812,4,1.580859,160,1,4,4,84.035248
384348.72195000004,1219367.3,5,0.997981,161,1,5,5,6096836.5
384721.597725,49218.91551,7,1.426383,162,1,7,7,344532.40857
387304.139925,495602.8144,2,0.431945,163,1,2,2,991205.6288
388273.849575,41.36017,3,0.217967,164,1,3,3,124.08051
389203.638675,58625.57631,9,0.673055,165,1,9,9,527630.18679
390796.07594999997,50.201854,3,1.683908,166,3,5,3,150.605562
400397.574825,3419.943198,64,0.746535,167,1,64,64,218876.364672
402776.35860000004,84.699152,24,1.603402,168,2,33,15,2032.779648
404899.80555000005,33.655157,40,1.038666,169,1,40,40,1346.20628
406121.04592500004,55.059164,14,1.68237,170,1,14,14,770.828296
408113.8029,5597.802742,2,1.889181,171,1,2,2,11195.605484
413581.664475,2659.98138,2,0.715402,172,2,3,2,5319.96276
420383.9526,616.416494,44,1.992334,173,2,60,27,27122.325736
420833.835375,764.353911,89,1.090594,174,1,89,89,68027.498079
420967.65405,2804321.617,6,1.535675,175,1,6,6,16825929.702
421671.10155,722.437092,26,0.685096,176,1,26,26,18783.364392
430366.10445,229711.5452,34,0.129779,177,1,34,34,7810192.5368
431468.78805,41.09606,3,1.47335,178,2,5,2,123.28818
432928.37730000005,235290.6892,66,0.817055,179,1,66,66,15529185.4872
433915.63807499997,97.440565,3,1.363897,180,1,3,3,292.32169500000003
436273.25985000003,19629.01954,35,1.55952,181,1,35,35,687015.6839000001
439481.478675,5753.076228,36,0.021056,182,1,36,36,207110.744208
448643.787675,5.720535,23,1.614865,183,1,23,23,131.572305
450737.04495,1876.91719,4,1.381279,184,1,4,4,7507.66876
451175.561475,115.591692,2,1.549033,185,3,4,2,231.183384
451702.377,1792.742367,64,0.045622,186,1,64,64,114735.511488
452570.95102499996,1158.514442,33,1.003634,187,1,33,33,38230.976586
457144.8033,188485.3324,30,1.936063,188,3,48,24,5654559.972
458318.144325,3180823.662,47,0.66699,189,1,47,47,149498712.114
458416.7328,158590.5856,4,0.525038,190,1,4,4,634362.3424
460398.1341,13.471693,28,0.957994,191,1,28,28,377.207404
462748.38502499997,184.806251,5,0.65664,192,1,5,5,924.031255
464643.414375,5.649957,29,0.51607,193,1,29,29,163.848753
464761.328025,1212.514155,5,1.415648,194,1,5,5,6062.570775
469764.958275,368.538536,6,1.998056,195,1,6,6,2211.231216
473928.102525,1927556.219,8,0.943764,196,1,8,8,15420449.752
474104.16405,1426431.574,5,1.340899,197,1,5,5,7132157.87
478119.62414999993,8.781533,26,1.114944,198,1,26,26,228.319858
486882.4776,5.35661,8,1.565244,199,1,8,8,42.85288
486886.67520000006,86237.61565,27,0.68094,200,1,27,27,2328415.62255
492193.6617749999,2644.338373,36,1.057981,201,1,36,36,95196.181428
494155.765275,79060.67393,8,1.867617,202,1,8,8,632485.39144
495189.08999999997,526532.6749,2,0.011812,203,1,2,2,1053065.3498
496686.40394999995,64.771782,17,0.559102,204,2,23,11,1101.120294
506672.50275000004,237.691606,41,0.94591,205,3,66,33,9745.355846
512216.09377499996,2103.242518,43,1.702558,206,1,43,43,90439.428274
515524.13265000004,2562293.451,4,0.14866,207,1,4,4,10249173.804
516151.706325,5958.587886,3,0.470668,208,1,3,3,17875.763658
518250.7023,918820.7366,5,1.184629,209,1,5,5,4594103.683
518561.61990000005,26.292322,2,1.008296,210,1,2,2,52.584644
518796.466275,4498.187645,30,1.468343,211,1,30,30,134945.62935
519229.39125,429603.1992,9,1.365881,212,1,9,9,3866428.7928
522535.47637499997,2006587.205,23,1.1636,213,1,23,23,46151505.715
526750.84395,501.975104,14,0.885899,214,1,14,14,7027.651456
533870.8146,716349.8321,11,0.828542,215,1,11,11,7879848.1531
536094.78945,199.995992,18,1.125032,216,1,18,18,3599.927856
542866.216425,2261.16188,5,1.65018,217,1,5,5,11305.8094
545753.10885,34408.97888,2,1.603205,218,1,2,2,68817.95776
546435.9288,9.615722,5,0.915599,219,1,5,5,48.07861
549109.39515,27790.1676,2,1.889875,220,2,3,2,55580.3352
550285.86015,3.472336,87,0.299584,221,1,87,87,302.093232
552237.1656749999,9099.495814,27,0.226238,222,1,27,27,245686.386978
553880.9139,40.966306,16,1.730702,223,1,16,16,655.460896
554378.7498,46.159897,22,1.782529,224,1,22,22,1015.517734
562733.705025,29486.33522,2,0.722194,225,1,2,2,58972.67044
563493.973875,67197.33887,33,1.562786,226,1,33,33,2217512.1827100003
563839.5551250001,1013.966147,21,1.733786,227,1,21,21,21293.289087
569836.767975,342.467252,2,1.655176,228,1,2,2,684.934504
573120.2736,451.540394,18,1.800806,229,1,18,18,8127.727092
574225.696275,73423.39012,7,0.681119,230,1,7,7,513963.73084
576487.1444250001,602.538428,4,1.005655,231,1,4,4,2410.153712
578890.623825,97.455437,9,0.349427,232,1,9,9,877.098933
584250.689625,6.083423,8,1.609079,233,1,8,8,48.667384
594568.0210500001,876159.1246,4,0.329314,234,1,4,4,3504636.4984
595454.1102,1547.290598,2,0.708647,235,1,2,2,3094.581196
598434.9828,3.418396,2,1.484383,236,1,2,2,6.836792
599386.4844750001,28.945641,27,1.948547,237,3,44,22,781.532307
601337.90685,534.896989,62,1.873872,238,1,62,62,33163.613318
601477.4376000001,7.459303,15,0.797255,239,1,15,15,111.889545
603205.6738499999,1000.610931,33,1.549242,240,1,33,33,33020.160723
604974.395025,2615.129826,2,1.203445,241,3,4,2,5230.259652
607492.3049999999,1094415.514,46,0.9162,242,3,74,37,50343113.644
611689.4154749999,25.135365,42,1.863956,243,1,42,42,1055.68533
613540.688175,846.092757,10,0.817236,244,1,10,10,8460.92757
621497.6453249999,426.817168,7,1.291968,245,1,7,7,2987.720176
624839.625,28.571461,3,0.107255,246,1,3,3,85.714383
625571.4554999999,7396.419184,7,1.575115,247,1,7,7,51774.934288
629040.617475,31.472789,2,0.231595,248,1,2,2,62.945578
629798.2788750001,244.125659,34,1.149604,249,1,34,34,8300.272406
630052.73565,7.636229,19,0.814448,250,3,31,16,145.088351
630060.506775,1671.222836,43,0.810612,251,1,43,43,71862.58194799999
631449.5360999999,40213.80711,4,1.521643,252,1,4,4,160855.22844
635659.8197250001,3942.1714,4,1.246737,253,1,4,4,15768.6856
637674.155475,693459.1559,9,1.094816,254,1,9,9,6241132.4031
643682.1775499999,183.000407,5,1.760746,255,3,8,4,915.002035
645155.12505,170615.0095,68,0.446684,256,1,68,68,11601820.646
647462.7118500001,64.225282,19,0.491803,257,1,19,19,1220.2803580000002
648212.9820000001,323324.2899,5,0.026614,258,1,5,5,1616621.4495
656227.964175,57.912718,2,0.691196,259,1,2,2,115.825436
658525.7594249999,227213.7433,27,1.776396,260,1,27,27,6134771.0691
659351.6221500001,2786955.588,19,0.099389,261,1,19,19,52952156.172
661051.2855,16329.71901,20,0.918953,262,1,20,20,326594.3802
661471.9971,559054.7934,2,1.001795,263,2,3,2,1118109.5868
662448.4674,98.731764,73,1.994949,264,1,73,73,7207.418772
664025.7492750001,5.533707,9,1.315496,265,1,9,9,49.803363
667053.7974,8.25446,3,0.077193,266,3,5,3,24.76338
668599.797825,129249.6715,72,0.409393,267,1,72,72,9305976.348
669123.4389,72980.81012,8,0.949756,268,1,8,8,583846.48096
672466.3239,279.486549,2,0.681431,269,1,2,2,558.973098
676979.300175,4.484638,2,0.260428,270,1,2,2,8.969276
679775.3808,36694.68037,2,1.641039,271,1,2,2,73389.36074
681804.4131,19.428516,7,1.315601,272,2,10,5,135.99961199999998
684412.64925,56.537897,69,0.636091,273,1,69,69,3901.114893
685137.086625,20.000018,2,0.387903,274,2,3,2,40.000036
688046.994075,2127.25352,68,0.774566,275,2,92,41,144653.23936
688748.511525,7739.092649,45,1.685811,276,1,45,45,348259.169205
689117.9715,39.763364,6,1.877058,277,1,6,6,238.58018400000003
690023.601975,764.267147,2,0.229304,278,1,2,2,1528.534294
693052.669875,2479.635611,4,0.508563,279,2,6,3,9918.542444
694047.2480250001,3.553186,68,1.65163,280,1,68,68,241.616648
695614.07355,25.58832,22,0.972984,281,1,22,22,562.94304
697471.90395,98.358067,2,0.665845,282,1,2,2,196.716134
698049.061725,49.108614,4,0.348245,283,1,4,4,196.434456
701317.80705,627034.5921,12,0.853968,284,1,12,12,7524415.1052
702676.84335,88920.81291,9,1.723956,285,1,9,9,800287.3161899999
706000.243575,5887.964125,2,0.435963,286,1,2,2,11775.92825
710038.25355,128145.5915,11,1.782984,287,1,11,11,1409601.5065
717107.226075,612.811333,10,0.346739,288,3,16,8,6128.11333
718448.7231749999,2315081.171,62,1.756548,289,1,62,62,143535032.602
725969.81385,29.537542,2,1.188694,290,1,2,2,59.075084
735468.11145,41.407534,5,1.01088,291,1,5,5,207.03767
738387.5072999999,166297.7382,15,0.668593,292,1,15,15,2494466.073
738474.1125,6064.06245,33,0.985578,293,2,45,20,200114.06085
748198.96335,7175.82801,41,1.05741,294,1,41,41,294208.94841
749822.5239,17.577615,25,0.907687,295,1,25,25,439.440375
750224.27175,3602.744181,3,1.775997,296,1,3,3,10808.232543
750936.5190000001,994294.3539,4,0.187182,297,1,4,4,3977177.4156
753724.92,1041.008506,3,1.880331,298,1,3,3,3123.0255179999995
757811.814,904416.26,4,1.959969,299,2,6,3,3617665.04
758592.9585000001,3.180472,76,1.126499,300,1,76,76,241.715872
759551.22225,12.128581,20,0.802345,301,1,20,20,242.57162
760615.37025,109.352408,2,1.670797,302,1,2,2,218.704816
765264.0247500001,12030.65117,2,0.924005,303,1,2,2,24061.30234
767177.19675,220366.1344,2,1.37282,304,1,2,2,440732.2688
767552.4915,766758.4577,19,0.337573,305,3,31,16,14568410.6963
775175.631,940533.2315,53,0.028115,306,1,53,53,49848261.2695
777488.0145,55696.77686,14,0.145523,307,1,14,14,779754.87604
782851.25775,85918.33307,6,0.38556,308,1,6,6,515509.99842
784592.6325000001,457.235651,3,1.14913,309,1,3,3,1371.706953
784984.18875,6.484185,17,1.943979,310,1,17,17,110.231145
787542.04875,344823.5469,18,0.058867,311,3,29,15,6206823.8442
789285.1912499999,9.581061,63,0.786057,312,2,86,38,603.606843
791738.8942499999,219644.2615,38,1.93018,313,1,38,38,8346481.937
791977.206,11.008388,17,0.559415,314,1,17,17,187.142596
796311.4380000001,184575.133,19,0.721622,315,1,19,19,3506927.527
798276.3884999999,65.371947,7,0.20196,316,1,7,7,457.60362900000007
802983.61125,2265.489422,2,1.605127,317,1,2,2,4530.978844
811472.77725,241.821642,15,1.912363,318,1,15,15,3627.32463
812452.9874999999,374.316662,11,0.983608,319,1,11,11,4117.483282
814893.0464999999,831.998475,7,0.019574,320,1,7,7,5823.989325
815854.9184999999,48.494365,9,0.679759,321,1,9,9,436.449285
816293.79525,237244.7012,34,0.537213,322,1,34,34,8066319.8408
816356.5935000001,1245.454434,6,0.016171,323,1,6,6,7472.726603999999
816646.152,5.760299,12,0.96947,324,1,12,12,69.123588
820158.5160000001,32.752939,5,1.55054,325,1,5,5,163.764695
821234.2440000001,31.146652,2,0.136576,326,1,2,2,62.293304
821976.50925,116802.4188,6,0.460585,327,3,10,5,700814.5128
822140.31675,8.593393,61,1.443704,328,1,61,61,524.1969730000001
822646.8487500001,49185.59945,34,0.4255,329,1,34,34,1672310.3813
833770.9762500001,13.440216,30,1.132253,330,1,30,30,403.20648
834501.2392499999,294579.5274,32,0.212875,331,1,32,32,9426544.8768
836717.12925,131712.7585,33,0.993238,332,1,33,33,4346521.0305
836855.145,96.05719,15,0.653622,333,1,15,15,1440.85785
837795.4267499999,121.181461,13,1.218551,334,1,13,13,1575.358993
838071.9322500001,1235.037493,22,1.355051,335,1,22,22,27170.824846
840517.647,44986.51702,30,0.29057,336,1,30,30,1349595.5106
843288.9750000001,830862.3108,2,0.221516,337,1,2,2,1661724.6216
844270.6102500001,5387.057899,33,0.914542,338,1,33,33,177772.91066700002
845544.6000000001,845.836313,4,0.423382,339,2,6,3,3383.345252
846245.9812500001,928668.7029,90,0.639764,340,3,144,72,83580183.261
846281.2995000001,63.421824,73,1.345152,341,1,73,73,4629.793152
847626.53925,7.384183,15,0.702502,342,1,15,15,110.762745
848062.00425,48768.2907,2,1.862341,343,1,2,2,97536.5814
853614.9060000001,16150.14757,5,1.792555,344,1,5,5,80750.73784999999
856123.371,3619.128153,9,1.335687,345,1,9,9,32572.153377
860155.40775,1224.318379,18,0.424787,346,3,29,15,22037.730822
865107.3105000001,47.696235,80,0.204181,347,2,108,48,3815.6988
865474.902,50279.57585,68,0.914887,348,1,68,68,3419011.1578
870496.05375,205.197026,30,0.515759,349,2,41,18,6155.91078
872026.61775,568.927336,47,1.807876,350,1,47,47,26739.584792
872220.8655000001,161.763626,35,0.818877,351,1,35,35,5661.726909999999
874000.5847499999,17352.11769,6,0.275206,352,1,6,6,104112.70614
879149.14125,164.198973,2,0.222346,353,1,2,2,328.397946
879406.90725,2473463.063,2,1.684743,354,1,2,2,4946926.126
884532.78,2795224.237,29,1.77809,355,1,29,29,81061502.87300001
884595.1357500001,1472.947481,17,1.659024,356,1,17,17,25040.107177
884877.76275,112883.5418,18,1.362889,357,1,18,18,2031903.7524
886251.32625,40.664998,36,1.956493,358,1,36,36,1463.9399279999998
887475.20325,15.400393,16,1.321048,359,1,16,16,246.406288
902666.4975,7903.646948,3,0.185325,360,1,3,3,23710.940844
903807.669,76.844579,6,0.77491,361,1,6,6,461.067474
904956.2609999999,472.103977,13,0.536432,362,3,21,11,6137.351701
905180.6445,30.034188,73,1.108392,363,1,73,73,2192.495724
910752.3435000001,22.635361,2,1.818036,364,1,2,2,45.270722
913423.78575,5096.948476,3,1.94546,365,1,3,3,15290.845428
915396.2692499999,2332441.765,31,1.357637,366,1,31,31,72305694.715
920009.59125,274.855465,4,1.137561,367,1,4,4,1099.42186
922251.684,58.039797,2,1.984048,368,1,2,2,116.079594
925676.0692500001,932113.0109,19,0.441847,369,1,19,19,17710147.2071
927518.02275,336.341591,16,1.05755,370,1,16,16,5381.465456
928330.06425,693950.9692,34,1.948238,371,2,46,21,23594332.9528
928385.3189999999,1441.657959,44,1.482418,372,1,44,44,63432.950196
928645.18275,965935.069,8,0.413976,373,1,8,8,7727480.552
933427.55775,19342.26783,23,0.473313,374,1,23,23,444872.16009
937974.8250000001,3420.208199,11,1.644937,375,1,11,11,37622.290189
937983.585,244.732727,2,1.211867,376,1,2,2,489.465454
941000.085,333.219315,28,0.197512,377,1,28,28,9330.14082
942356.133,8.854556,31,0.864169,378,1,31,31,274.491236
942689.8312499999,326.828327,27,0.656131,379,1,27,27,8824.364829
946737.80775,2667.091508,3,1.813164,380,1,3,3,8001.274524
947326.23,9.38947,3,0.662166,381,1,3,3,28.16841
947436.5182500001,285.67592,3,0.050803,382,1,3,3,857.0277600000001
954518.6174999999,341.768503,4,1.600803,383,1,4,4,1367.074012
955917.6982500001,733.101571,11,0.685037,384,1,11,11,8064.117281000001
958765.45725,66.270021,3,0.135196,385,1,3,3,198.810063
959662.43025,147.153516,2,1.769617,386,1,2,2,294.307032
960365.04675,39963.44079,4,1.991279,387,1,4,4,159853.76316
964946.8387499999,1732112.451,5,0.788586,388,1,5,5,8660562.254999999
968313.86475,1816.418714,5,1.096272,389,1,5,5,9082.09357
969031.8712500001,19.209556,20,0.553904,390,1,20,20,384.19112
970926.0989999999,15112.24106,24,1.29877,391,3,39,20,362693.78544
974554.851,440.100687,76,0.577022,392,2,103,46,33447.652212
979557.2309999999,6.246457,65,0.832134,393,1,65,65,406.019705
979715.9879999999,10828.35094,2,0.566076,394,1,2,2,21656.70188
979762.4099999999,7082.687104,8,0.605468,395,1,8,8,56661.496832
980673.8055,7.151637,3,0.724538,396,3,5,3,21.454911
981545.121,387658.899,73,0.830258,397,2,99,44,28299099.627
982738.1595000001,30834.25294,47,1.188529,398,1,47,47,1449209.88818
988795.17075,90143.1132,2,0.050523,399,1,2,2,180286.2264
996415.7092500001,2046639.613,29,0.113608,400,3,47,24,59352548.777
997236.20475,5.175016,38,0.349676,401,1,38,38,196.650608
997468.6725,619728.1489,7,0.3105,402,1,7,7,4338097.0423
998242.0125000001,549267.7968,2,1.392886,403,3,4,2,1098535.5936
999641.7239999999,294.330247,73,0.880195,404,1,73,73,21486.108031
999904.4175,5353.508364,21,1.820213,405,1,21,21,112423.675644
1000411.56525,1988274.22,11,1.141133,406,1,11,11,21871016.42
1001062.50975,197.206926,2,1.175056,407,1,2,2,394.413852
1003442.6564999999,3238.613055,5,1.613105,408,1,5,5,16193.065275
1004782.09725,6308.341002,11,1.376372,409,1,11,11,69391.751022
1005312.9060000001,134.326721,14,1.534976,410,1,14,14,1880.574094
1007119.67625,34141.14401,4,0.333339,411,1,4,4,136564.57604
1007651.21625,2854759.566,12,0.692126,412,2,17,8,34257114.792
1009132.7992499999,17.188129,49,1.254887,413,1,49,49,842.218321
1011968.5560000001,4.528959,3,1.388185,414,1,3,3,13.586877
1012323.0562499999,176.307777,6,0.804941,415,1,6,6,1057.846662
1013516.559,62.687734,4,0.420037,416,1,4,4,250.750936
1013600.9812500001,58724.98586,20,0.440633,417,3,32,16,1174499.7172
1017330.9675,4.967237,50,1.572169,418,1,50,50,248.36185
