S_ime,R_time,Processors,Sigma
1028108.828460,3264142.003715,125,1.713812
1034064.525799,639807.703356,12,0.710195
1040632.184616,4106476.325175,12,0.695554
1050018.050441,5015.226768,5,0.355732
1076349.689298,454540.475289,5,0.126131
1085801.023140,6843838.281978,98,1.802042
1086978.130108,38432560.794439,5,1.350623
1087121.026924,1125.015925,25,0.768849
1087186.917419,29422692.364914,16,0.770026
1091303.894583,4682893.536002,63,1.895184
1104417.136792,40.564587,66,1.144815
1108201.558499,22.934365,397,0.904089
1118609.603158,4060.396919,234,1.286641
1122751.288726,258576.627651,7,0.415640
1123688.344444,416.068475,404,0.719516
1139219.212873,46.963573,13,1.836625
1149303.581052,680.313974,2,0.166314
1170122.561681,3301208.531375,163,0.240369
1173773.460907,50125.659901,45,1.200216
1178934.427934,1689.165007,144,1.866996
1181323.033460,7412996.154740,82,1.545461
1195339.495679,30.922436,6,1.406888
1210048.247144,114.955727,4,0.652518
1210172.497237,29998.826550,2,1.610492
1225847.817101,57985.123065,3,1.718889
1239812.730127,33856.253616,15,0.178815
1240639.298049,14731086.779966,6,1.270798
1248592.168161,22234807.229701,80,1.537425
1253521.417115,38.800251,107,1.661708
1254141.960292,4413589.878499,211,1.894263
1262874.026433,403.081045,3,1.187584
1277073.341151,12151261.861955,32,1.429058
1277262.585583,317673.282078,239,0.533884
1284069.288283,1924804.189221,4,0.504515
1286069.686693,14915931.083212,37,1.173217
1286685.022930,60138.400972,32,1.609732
1306403.357003,1148.136343,70,0.667556
1309834.388039,224820.930920,109,0.589601
1313453.383950,1306.411842,454,1.210572
1328781.230899,207.523128,7,0.936863
1330723.115339,2022.778585,7,0.841331
1367082.944799,5022.798674,15,1.186498
1368177.128692,2102370.279788,16,1.178353
1381667.397835,2804.473135,93,0.114549
1413373.074421,2620522.965697,279,0.085210
1422534.449289,1898.115650,31,1.515292
1423069.251894,165250.081076,2,0.526609
1423378.396417,1934.017702,12,0.801925
1429931.513249,2083.016471,65,0.010973
1432871.561927,2155.316927,5,0.997096
1434698.112817,89996.114035,3,1.508692
1441621.503667,415.869076,286,0.182039
1446051.020736,39.559716,34,1.514349
1452214.149819,1151171.091712,46,1.944321
1459873.687650,61332.985227,16,0.358066
1472190.327378,31813683.905828,204,1.134629
1489392.197312,10817.126158,2,0.750742
1494955.109135,19824541.350148,11,1.040395
1507411.457123,392.787980,2,1.791970
1518904.686340,26245.275714,73,1.955685
1521205.968625,30590.993191,468,0.516027
1528532.257945,156642.426788,48,0.756020
1558922.344751,160655.158411,39,0.160551
1562086.390899,667893.345091,266,0.266512
1563213.588757,22659.573937,14,1.924435
1574611.199697,2713.971736,193,0.107491
1588589.230225,9474259.196983,142,0.557696
1597414.346602,3508870.640288,93,0.160744
1598727.862661,190.293525,132,0.950369
1601910.832834,659.949295,320,1.302074
1624435.310733,85244.669218,183,1.102341
1642829.561192,19512462.039083,197,0.084107
1664372.023196,3077.277600,194,1.889171
1664687.059873,8821.996403,14,1.398285
1670476.881312,140728.135243,53,0.767232
1672115.274695,163.986861,7,1.580859
1676776.667901,22654702.492737,9,0.997981
1678403.392221,709491.719143,13,1.426383
1689670.104580,8575223.115907,2,0.431945
1693900.602635,340.602263,4,0.217967
1697956.941499,856855.035766,20,0.673055
1704904.178337,419.794552,5,1.683908
1746792.100624,39927.750802,316,0.746535
1757169.887251,738.167825,81,1.603402
1766433.730519,272.670800,165,1.038666
1771761.567804,463.786075,37,1.682370
1780455.256959,67950.409747,2,1.889181
1804309.591029,30444.301947,2,0.715402
1833985.552669,6284.906598,185,1.992334
1835948.231040,7926.925669,502,1.090594
1836532.034495,55647642.388526,11,1.535675
1839600.925518,7458.883445,88,0.685096
1877534.128300,3740181.177262,128,0.129779
1882344.744150,338.255955,5,1.473350
1888712.412509,3838296.376091,329,0.817055
1893019.479930,858.672257,4,1.363897
1903304.944454,263118.193043,134,1.559520
1917301.261418,69986.462122,142,0.021056
1957273.154454,40.288272,77,1.614865
1966405.290862,20897.789343,7,1.381279
1968318.382370,1032.474655,2,1.549033
1970616.690973,19888.301227,314,0.045622
1974405.969993,12416.247535,125,1.003634
1994360.059591,3021313.474066,109,1.936063
1999478.928856,63750560.065813,203,0.666990
1999909.035298,2507645.771570,6,0.525038
2008553.183901,101.524993,99,0.957994
2018806.492222,1713.092787,9,0.656640
2027073.830653,39.752171,107,0.516070
2027588.245909,13041.872196,9,1.415648
2049417.303678,3607.832555,12,1.998056
2067579.620249,37132444.992069,18,0.943764
2068347.714114,26832428.502231,8,1.340899
2085865.737099,63.977590,87,1.114944
2124094.947775,37.529702,17,1.565244
2124113.260390,1299475.295594,96,0.680940
2147265.753683,30251.153281,141,1.057981
2155825.712793,1183173.430108,17,1.867617
2160333.740859,9154098.438379,3,0.011812
2166865.988795,552.652383,47,0.559102
2210431.783326,2247.599912,167,0.945910
2234616.497810,23629.449445,184,1.702558
2249048.293753,50483421.762522,7,0.148660
2251786.174290,72687.942463,5,0.470668
2260943.346668,16693136.769826,9,1.184629
2262299.769470,208.900282,3,1.008296
2263324.320844,53666.469582,108,1.468343
2265213.018369,7349745.001120,19,1.365881
2279636.290816,38777891.385389,74,1.163600
2298026.439145,5035.647417,39,0.885899
2329088.337008,12761026.127662,25,0.828542
2338790.747530,1865.510135,54,1.125032
2368332.073069,25549.458765,8,1.650180
2380926.557305,482165.945536,2,1.603205
2383905.457547,70.559461,8,0.915599
2395568.839863,382895.944507,2,1.889875
2400701.337861,23.508373,484,0.299584
2409214.189287,114781.860526,94,0.226238
2416385.277661,337.103677,47,1.730702
2418557.158466,383.442093,72,1.782529
2455006.854174,408173.268940,2,0.722194
2458323.636689,992790.777673,127,1.562786
2459831.284560,10753.171834,68,1.733786
2485994.989621,3333.215481,3,1.655176
2500319.755922,4491.942278,55,1.800806
2505142.321501,1092401.962519,14,0.681119
2515008.214853,6132.357610,6,1.005655
2525493.740115,858.813678,18,0.349427
2548877.799247,43.052836,17,1.609079
2593888.643944,15858341.143509,6,0.329314
2597754.335368,16966.653219,2,0.708647
2610758.821576,23.114557,2,1.484383
2614909.884793,231.736426,96,1.948547
2623423.245884,5392.924844,304,1.873872
2624031.968919,53.647897,42,0.797255
2631571.648419,10600.421502,127,1.549242
2639287.949462,29890.749144,2,1.203445
2650272.694574,20160163.727870,202,0.916200
2668583.193519,198.998667,174,1.863956
2676659.637373,8845.382789,23,0.817236
2711373.009214,4227.134548,13,1.291968
2725952.877016,228.505594,3,0.107255
2729145.592945,91783.045131,15,1.575115
2744280.312001,253.641504,2,0.231595
2747585.718704,2313.319632,130,1.149604
2748695.823060,55.022236,60,0.814448
2748729.725959,18437.590700,180,0.810612
2754789.566299,570495.873087,6,1.521643
2773157.535085,46544.751227,7,1.246737
2781945.365011,12321575.717871,20,1.094816
2808156.226769,1695.036798,8,1.760746
2814582.172519,2713409.503338,348,0.446684
2824649.352453,547.622522,58,0.491803
2827922.513962,5408600.482698,7,0.026614
2862889.028482,489.775370,2,0.691196
2872913.491057,3696315.415121,92,1.776396
2876516.436177,55275886.231430,59,0.099389
2883931.462370,215731.016831,61,0.918953
2885766.877588,9765679.309988,2,1.001795
2890026.869712,870.956625,381,1.994949
2896907.989134,38.870318,20,1.315496
2910118.285504,59.844049,4,0.077193
2916862.934787,2010916.315995,374,0.409393
2919147.394566,1085298.315876,16,0.949756
2933731.211929,2676.872251,2,0.681431
2953419.721069,30.982189,2,0.260428
2965618.025447,516816.156999,2,1.641039
2974469.971263,150.716985,13,1.315601
2985848.777394,477.240962,354,0.636091
2989009.239534,155.506439,3,0.387903
3001704.129996,23920.665295,347,0.774566
3004764.600948,96379.788163,191,1.685811
3006376.423422,326.434828,11,1.877058
3010327.366659,7925.954723,3,0.229304
3023542.111846,28223.100373,6,0.508563
3027881.102226,24.099557,348,1.651630
3034716.604257,202.871002,69,0.972984
3042821.657180,867.399986,2,0.665845
3045339.591107,409.938546,6,0.348245
3059599.963485,11052987.017349,29,0.853968
3065528.954947,1343156.831784,20,1.723956
3080027.767261,71758.739014,2,0.435963
3097644.167613,1992386.834499,27,1.782984
3128483.578618,6245.251977,24,0.346739
3134336.052860,45248333.503751,305,1.756548
3167147.894552,236.853878,2,1.188694
3208585.586078,341.023168,8,1.010880
3221321.870893,2639395.376627,42,0.668593
3221699.698505,74077.300333,123,0.985578
3264125.761457,88832.805944,169,1.057410
3271208.778049,135.283570,83,0.907687
3272961.462113,42235.463301,3,1.775997
3276068.740803,18177435.500457,7,0.187182
3288233.543188,11062.954297,4,1.880331
3306063.208607,16410922.263623,7,1.959969
3309471.061066,21.383453,399,1.126499
3313651.625298,90.647272,62,0.802345
3318294.126113,972.469399,2,1.670797
3338574.549671,155143.183859,2,0.924005
3346921.039230,3576256.050162,3,1.372820
3348558.315706,13732635.514770,60,0.337573
3381815.359877,17119190.815125,242,0.028115
3391903.467347,810756.930005,36,0.145523
3415301.386959,1294284.569760,10,0.385560
3422898.386344,4553.108520,3,1.149130
3424606.607865,46.121101,51,1.943979
3435765.638383,5797674.968809,54,0.058867
3443370.350627,70.285050,306,0.786057
3454074.981243,3563616.447824,152,1.930180
3455114.651990,81.647180,47,0.559415
3474023.363000,2953735.718436,57,0.721622
3482595.743685,558.180034,15,0.201960
3503131.680219,25602.226607,2,1.605127
3540166.890489,2289.769648,40,1.912363
3544443.199596,3668.907562,25,0.983608
3555088.308395,8686.491794,13,0.019574
3559284.613074,404.408420,20,0.679759
3561199.275309,3872703.501617,132,0.537213
3561473.240366,13424.598143,12,0.016171
3562736.480761,40.590543,32,0.969470
3578059.677668,264.791650,9,1.550540
3582752.694132,250.806515,2,0.136576
3585990.932536,1802766.825506,11,0.460585
3586705.565979,62.499799,295,1.443704
3588915.386035,708973.513047,129,0.425500
3637445.995838,101.269046,110,1.132253
3640631.871832,4891615.553555,118,0.212875
3650299.011232,2052298.618619,123,0.993238
3650901.126581,845.525223,42,0.653622
3655003.240170,1086.451718,32,1.218551
3656209.534942,13303.478417,73,1.355051
3666879.316928,643888.147450,111,0.290570
3678969.637180,14975495.641171,2,0.221516
3683252.159571,65194.136663,128,0.914542
3688810.123218,8842.489904,6,0.423382
3691870.002392,16886281.248437,508,0.639764
3692024.082415,540.233821,380,1.345152
3697892.884129,53.065145,40,0.702502
3699792.662057,702484.947714,3,1.862341
3724017.997708,213172.272564,9,1.792555
3734961.537701,42442.757044,21,1.335687
3752551.876646,13178.929557,52,0.424787
3774155.266735,397.231071,430,0.204181
3775758.938574,726003.891629,345,0.914887
3797664.436431,1917.912868,107,0.515759
3804341.743585,5764.063324,205,1.807876
3805189.176324,1483.790756,134,0.818877
3812953.457134,230341.106711,12,0.275206
3835414.777048,1507.909512,2,0.222346
3836539.318774,48597495.682133,2,1.684743
3858901.677462,55452871.169656,102,1.778090
3859173.712658,16088.698401,50,1.659024
3860406.714523,1737587.155810,54,1.362889
3866399.082353,334.429032,139,1.956493
3871738.421285,117.294241,46,1.321048
3938012.632278,98592.948537,4,0.185325
3942991.155518,664.580793,12,0.774910
3948002.055718,4713.074494,35,0.536432
3948980.961232,241.154053,378,1.108392
3973288.299732,177.727807,2,1.818036
3984942.849532,61413.867576,5,1.945460
3993548.095698,45614580.927094,117,1.357637
4013674.374777,2629.041354,7,1.137561
4023455.830332,490.935157,2,1.984048
4038395.203940,16953871.488816,57,0.441847
4046430.991457,3268.926929,45,1.057550
4049973.637673,12331005.530692,133,1.948238
4050214.696584,15720.221260,186,1.482418
4051348.389096,17618625.909557,17,0.413976
4072212.187434,258972.935584,76,0.473313
4092050.296551,39931.089280,28,1.644937
4092088.512143,2319.527567,2,1.211867
4105248.429712,3236.194262,98,0.197512
4111164.383671,64.551839,113,0.864169
4112620.190209,3169.269589,96,0.656131
4130280.072410,30532.122449,3,1.813164
4132847.149148,68.769669,5,0.662166
4133328.295820,2740.895244,4,0.050803
4164224.976128,3325.877511,6,1.600803
4170328.667490,7577.764006,26,0.685037
4182752.425069,566.458986,3,0.135196
4186665.597769,1339.714611,2,1.769617
4189730.863613,566664.174463,6,1.991279
4209719.591195,33086573.065758,9,0.788586
4224408.728904,20171.874608,8,1.096272
4227541.134428,148.884929,61,0.553904
4235804.977028,198427.758567,79,1.298770
4251635.928599,4369.266428,401,0.577022
4273459.533186,44.299167,325,0.832134
4274152.131721,138481.184299,2,0.566076
4274354.656486,87589.255951,16,0.605468
4278330.750208,51.264142,5,0.724538
4282131.991018,6578503.126386,382,0.830258
4287336.793233,428343.258517,207,1.188529
4313761.376996,1363090.230905,2,0.050523
4347007.073537,39613764.694998,106,0.113608
4350586.604055,36.158683,155,0.349676
4351600.777337,10914075.396746,13,0.310500
4354974.582677,9581330.446841,2,1.392886
4361081.027571,2830.599343,378,0.880195
4362227.066668,64756.129219,64,1.820213
4364439.571945,38396146.395856,28,1.141133
4367279.410294,1837.453230,2,1.175056
4377663.143311,37648.223804,10,1.613105
4383506.646883,77302.337055,28,1.376372
4385822.374746,1214.150923,37,1.534976
4393704.671470,478117.361912,5,0.333339
4396023.592243,56728400.626912,31,0.692126
4402487.208794,132.051813,217,1.254887
4414858.607627,31.312715,4,1.388185
4416405.164977,1628.243384,12,0.804941
4421611.992108,533.489498,5,0.420037
4421980.296974,858422.951127,61,0.440633
4438252.899154,34.594640,225,1.572169
4447910.800878,4021.753579,24,0.580984
4465122.701516,248824.551582,2,0.872814
4467022.370344,2086.095818,47,0.466034
4472909.957590,8843313.405016,333,1.702538
4473900.739358,4378165.331638,136,1.149425
4478555.631664,4070473.535162,2,1.065051
4487448.508361,36647310.495306,385,1.932409
4488217.782910,332.626257,243,1.890171
4506433.417415,2881291.228762,338,1.635437
4511430.552258,10046.404682,260,1.151444
4511809.437585,32439.900196,2,1.509058
4535525.561119,10819.830975,245,0.401816
4543832.865122,395874.553267,298,0.873019
4564404.031468,5264.689992,160,0.088912
4573863.136272,813.600358,2,0.738432
4596901.257436,24.891467,20,0.046933
4600265.836888,57175020.234615,2,1.658983
4621915.346222,33111958.121121,3,0.062991
4646433.906839,44804.522507,161,0.058612
4655792.851840,367.857652,8,0.505165
4660914.046761,615879.697091,21,1.492048
4667738.294336,10619229.221399,2,0.056729
4672435.875145,2173160.873469,263,1.489525
4677557.288684,13480650.395826,33,1.605342
4681430.977702,19497180.043800,16,1.052850
4692151.083561,39672791.159227,3,1.424460
4703165.662714,3846.810523,288,1.731148
4703564.094660,10166.609895,438,0.075779
4705061.351096,731078.015150,4,1.539402
4707343.875308,9107.695706,9,0.750341
4722469.041917,74.147361,3,1.410524
4751567.818651,84.428083,38,0.440154
4754127.160812,164186.876227,3,1.413233
4769719.980044,481190.911400,245,0.459099
4782540.016641,99.181892,13,1.082080
4784322.783782,4419.084036,6,0.389177
4792352.139060,19900.419416,169,1.247866
4801832.756896,749441.176890,6,0.030445
4832336.041313,4040424.605734,27,0.454271
4832466.454455,27632.389136,4,1.739814
4833627.459565,372.477406,165,0.626951
4837792.076269,252.264693,2,1.955834
4839915.454315,23981.360547,170,1.303735
4840049.052868,74.272445,146,0.498474
4843794.455225,2371.403702,305,0.484846
4853224.012051,642.726773,2,1.260556
4856682.096937,59973.833755,7,1.112260
4896151.993747,855.222507,2,0.253298
4907214.664743,34292775.104959,79,0.404183
4909806.727740,349.534738,77,1.189371
4912376.778386,2252.135316,113,1.429361
4925988.629591,196.223438,137,0.659958
4927328.969101,55.962737,8,0.369404
4948035.901236,513.272962,235,0.356421
4973997.729734,85539.422842,7,1.605768
4975098.350890,161528.303358,374,1.207419
4985851.782440,8332.429206,24,0.294169
5016855.376841,17170.253570,6,1.708005
5050841.643967,1391744.627387,199,0.732785
5059380.762294,56093.431612,3,0.694658
5067593.457159,17120.765778,6,1.571859
5110340.657456,665562.833296,204,1.946331
5145334.089729,4616.314799,79,1.110509
5147651.980504,223497.740051,399,0.168991
5151089.330466,152.662452,4,1.176063
5173023.973229,50.019169,2,0.579636
5176490.481127,2292667.349965,212,0.004198
5201571.342155,29.496114,5,1.926059
5208308.344027,23.147912,10,0.506470
5209884.735809,56.745708,4,1.660968
5214603.972818,104029.629105,7,1.758446
5217283.004188,29.318159,4,1.642300
5222601.087337,87910.572892,2,0.970405
5227447.729645,153235.563809,39,1.819658
5233550.866741,21036.643489,35,1.893421
5256531.889592,4253979.146646,135,0.638091
5257239.542807,48678946.901884,4,0.457516
5268377.909186,26.835652,250,1.190836
5286751.812381,566.180980,13,0.581799
5287211.914508,28584358.056023,7,1.094192
5288894.265544,146.643388,8,0.862524
5327166.572483,95485.437453,269,1.641799
5334088.872183,1813247.360576,219,1.526095
5337789.063581,162.661565,2,1.214610
5339651.757176,3621352.558442,393,0.497303
5344297.965058,462.384082,2,1.938064
5345541.275796,5268912.443229,256,0.429314
5345912.410195,847.444266,175,1.729536
5349800.085190,9359.760621,179,1.149142
5352054.546909,1738.597879,8,1.658678
5386917.263355,529032.539113,85,0.008847
5389330.020993,462846.166850,3,1.703045
5390626.181474,1502835.637052,19,1.562487
5394157.346863,1525991.972801,4,1.122296
5408558.424127,1191.090278,2,0.227602
5427120.689425,24529046.312217,3,1.016706
5461540.106191,83265.974244,16,1.520693
5472888.593846,103136.932167,5,1.011709
5474500.632676,7908.019218,3,0.677319
5497570.831479,59.389807,329,0.688957
5504535.795012,244712.597190,285,1.132797
5507779.594877,1866759.786487,68,1.792959
5517162.956201,28907821.897948,174,1.762659
5528012.275584,865.046984,6,1.230966
5532137.677965,28400.807532,3,1.731306
5544614.391108,63530426.808986,266,0.527062
5551895.326459,3595121.741080,424,0.867134
5555792.092692,326.576721,3,0.771616
5566056.608058,4745949.678016,2,0.465413
5569591.848004,215680.253551,392,0.017191
5573436.075486,785607.856130,89,1.737649
5580457.297252,425.339644,35,0.869363
5581523.820307,37496517.273102,6,1.760305
5586502.448768,141377.528216,38,1.563038
5591161.253056,336.492399,149,1.384434
5598893.886171,11891.214170,2,0.928985
5613666.916506,291.055696,3,1.983000
5617575.659565,58368.740032,5,0.556233
5621357.777131,341.037647,329,1.982075
5634163.288823,284239.290500,62,1.814628
5639322.376194,106669.182613,44,0.874520
5680408.591234,28652581.110053,74,0.133178
5704224.039461,3305.559284,40,0.525798
5709409.745159,43540084.728079,219,1.770173
5711538.207065,169553.292487,16,1.517290
5719247.862497,70.630152,5,0.336092
5724165.015521,3472797.100246,34,0.512446
5726329.953688,1410.154168,4,1.033293
5732244.234845,298487.494877,75,0.365322
5775769.048014,4228877.436488,237,1.770654
5799321.629312,913519.955027,7,1.132405
5800538.586249,61.574644,33,0.259362
5807382.065116,2396771.983887,2,0.223201
5821569.801611,26151230.822572,8,0.948120
5826152.304491,56.778567,2,0.718450
5826163.287230,6111.225701,2,1.749962
5829122.675960,20.590209,457,0.152658
5838094.826766,45176871.272020,56,0.025304
5839483.985087,91047.418213,249,1.864060
5840439.493898,545.238402,46,0.477115
5871290.493003,16404833.500251,118,0.324966
5918896.131137,226.512332,57,0.168916
5919915.283149,7550628.637735,2,1.791997
5925624.683640,3895.435824,287,0.497104
5976074.489499,149.503180,321,1.792058
5981936.086685,4132375.156419,6,0.418956
5982165.523508,1266.267210,404,1.486985
5998994.139964,1763379.242730,43,1.752882
6004139.370340,2852609.264696,79,1.349829
6009383.549944,1358.174498,2,1.076935
6019774.372629,77381.284100,63,0.654013
6023375.125729,21310598.642928,6,0.030166
6036497.591199,61059225.163168,13,0.555978
6038357.536462,40018.954919,23,0.899421
6050628.188446,73.482541,3,0.079848
6052337.579562,473400.502269,2,1.797663
6058709.613937,1828.210981,115,0.470178
6076689.118297,38400882.993755,32,0.937259
6080965.566900,2606364.586714,437,0.195801
6084819.587812,29808232.287686,35,0.421256
6085377.021490,78552.710321,21,0.252214
6101413.918556,53908201.970842,6,0.574457
6109967.747045,7922905.043031,4,0.464533
6112311.286676,14503.493294,2,0.733793
6149688.765577,45.206517,76,0.024296
6152889.016464,1065715.231925,2,0.649169
6160872.780098,1277.812022,21,1.959867
6189851.169954,585.679031,12,0.682476
6204546.591080,3998234.401727,11,0.923857
6213270.217380,1263.286603,21,1.047102
6223947.336139,90970.681430,78,0.168553
6225812.540568,5912082.514441,7,1.896794
6242342.509292,15866.312949,16,1.443780
6244277.040867,3298054.136864,58,0.467466
6265049.377855,41712.586029,388,1.065520
6344463.981516,63685861.190612,5,0.970887
6345789.074359,10435742.508542,2,1.174672
6350593.168059,13987.973116,149,1.909495
6350996.391258,343.594430,177,0.812382
6366603.822137,855.390479,85,1.807806
6368408.180314,53.703426,491,1.617714
6368823.293289,3786661.286788,42,0.423006
6393203.164464,92.427464,3,0.401082
6416090.474011,7645746.726703,3,1.870893
6423759.683174,14803637.190168,2,0.679758
6424811.274125,149194.360609,33,1.247308
6461271.777623,25819.439630,34,0.067796
6482020.748887,63850684.706432,2,1.516568
6492720.612918,10235226.193164,7,1.127569
6579374.379108,708611.313248,338,0.251988
6582735.107583,280474.960008,29,1.490711
6584707.790190,384032.033364,36,0.796161
6615274.139544,14524.080147,114,1.264268
6650813.277115,2993393.033350,19,0.280352
6655199.848250,58105.590827,15,1.983963
6662984.825136,58656833.563231,141,0.876814
6672693.112507,312.969105,111,1.921834
6676266.241836,3369082.986249,39,0.602564
6677899.063252,5147.214635,54,1.249384
6702875.768577,457846.351312,144,1.165472
6714894.542275,1042.866773,9,1.553845
6724368.174171,1381.359390,5,0.457545
6735817.987371,374069.015564,281,0.242021
6737915.061026,7123815.271854,14,0.835252
6743391.996810,1425.952321,27,0.514984
6750740.666436,5111.896602,37,0.641701
6761563.952387,460041.774861,4,1.454819
6770155.263355,231.567832,94,1.436827
6779290.387346,71.521328,2,0.704494
6783964.270435,318.357107,2,0.164094
6801710.167906,735396.153246,252,1.467558
6804327.102066,971.943297,8,0.745386
6818864.563987,1784394.026419,5,0.989376
6823013.176405,39030783.294634,58,0.846369
6859203.275203,9611176.383434,121,0.178095
6859502.629380,1607699.864091,13,0.063377
6911781.906718,763.272275,29,1.792404
6919836.729468,638045.338320,5,1.641279
6922177.374911,90.001366,171,0.126237
6935511.186325,1742464.212337,33,1.920997
6951603.126459,20.791379,2,0.024284
6966225.430811,53401484.414990,194,1.371263
6970642.309440,685118.233754,6,0.428103
6987067.984536,814638.754704,6,0.943224
6999137.499458,1465.319505,51,0.340567
7016259.923815,27204.403297,2,1.565343
7030433.899437,29.848809,16,0.683069
7037566.298792,215814.256970,2,0.757862
7073518.164524,47.729646,2,0.606212
7079488.621068,65984.523793,450,1.750789
7087228.650284,563.416392,7,0.270245
7092200.481630,4302.303569,233,1.507360
7105385.597239,37.757957,3,1.516157
7123426.872141,1627.136971,2,0.460404
7136893.266434,1203.910212,95,0.614269
7212119.646209,14525145.648931,3,1.960966
7235622.239143,30156.832848,503,0.849285
7246366.442967,58.406260,454,0.525868
7270442.037852,116079.444555,224,0.575735
7286220.431920,32840.460259,51,0.505922
7299928.860313,89093.788775,501,0.060056
7306289.128899,32.163900,120,1.376372
7313287.683402,4119497.651449,23,1.076599
7337248.453716,22277516.676151,7,0.205490
7359986.030214,575.977889,121,0.005966
7385798.991334,900.342731,2,1.464815
7389411.540717,32.866060,2,1.449563
7390198.742187,1732.667129,2,1.399328
7415769.473458,744.806187,148,1.211208
7452230.565992,1107175.608806,83,0.704084
7453457.132818,30380.383520,2,1.332657
7459946.977410,2091214.300019,105,1.141621
7475700.427575,1786.656284,29,0.634787
7481555.603789,862.643151,8,1.385118
7495035.828949,3204868.130738,4,0.214520
7495378.578989,185.160795,3,1.354987
7495812.250620,112667.681069,476,0.033951
7504195.299180,125905.504483,2,0.447837
7511767.494409,24960.191974,17,0.100208
7520208.299578,336458.603452,2,1.596081
7520283.861716,96.356434,3,0.369198
7527225.173237,205.343085,10,1.352079
7528944.422705,290877.619370,13,1.696458
7533859.252391,2732.946063,5,1.323571
7544526.829324,283.305599,2,1.690342
7546804.904294,2517.265296,235,1.723843
7564277.843336,7494803.173507,5,0.711163
7573729.153826,14544921.496468,4,1.592629
7614749.590165,378793.087045,4,0.870633
7616337.694626,71.962905,180,0.217050
7627261.524251,36749.989232,318,0.820023
7648899.831578,622.071524,65,0.049580
7651613.945796,743.061130,366,0.025534
7651774.431314,16950.418388,23,0.361825
7681866.671751,456.759283,278,0.571280
7692131.378490,207.244518,95,0.476934
7700604.706373,226438.229178,119,0.797659
7725675.791536,75356.221910,6,1.557801
7737588.157723,99252.714118,161,0.595590
7747738.577233,1418.320940,2,1.812581
7762474.957894,46967124.703890,67,0.352701
7775585.524110,125610.714531,14,0.090538
7779931.364289,49613.633915,16,0.895853
7788411.748148,87730.277578,19,1.472270
