S_ime,R_time,Processors,Sigma,id,type,Max_resource,Min_resource,Total_cost
77765.0282785,36.135244,3,0.91612,31,2,5,2,108.405732
86105.522248,414367.078653,13,1.901678,32,1,13,13,5386772.022489
87047.582441,1147.38942,5,1.185098,33,3,8,4,5736.947099999999
89178.866072,606597.185863,40,1.472275,34,2,54,24,24263887.43452
96649.5944855,171760.178542,51,0.797668,35,3,82,41,8759769.105642
97258.410061,8790.048867,35,0.352298,36,1,35,35,307651.710345
98223.064991,660.57663,2,1.819047,37,2,3,2,1321.15326
102727.6024465,1474723.657415,19,1.529392,38,1,19,19,28019749.490885
105973.978263,1467.068005,4,1.23592,39,3,7,4,5868.27202
107246.37799,5.012044,46,0.954853,40,1,46,46,230.55402400000003
108800.6877255,4421.403852,11,0.946808,41,1,11,11,48635.442372000005
109161.9775455,101.573043,8,1.426432,42,2,11,5,812.584344
111116.954197,657.54415,30,1.163059,43,1,30,30,19726.3245
112121.370451,88704.456986,3,0.722286,44,2,5,2,266113.370958
117053.2931015,18274.016427,53,0.909749,45,1,53,53,968522.870631
117081.265053,5.991726,4,1.810925,46,1,4,4,23.966904
124196.8878685,1280.596086,2,1.231706,47,1,2,2,2561.192172
124257.4206155,2330.344159,2,0.946907,48,1,2,2,4660.688318
125542.0267315,1131048.287483,12,0.818877,49,1,12,12,13572579.449796
125863.874494,8.287455,3,0.233691,50,1,3,3,24.862365
126565.5536785,97.479011,2,1.403179,51,3,4,2,194.958022
129466.8927475,44089.009658,24,1.17532,52,1,24,24,1058136.231792
132566.3531295,22681.200307,2,0.668241,53,3,4,2,45362.400614
132716.836047,222.363275,22,0.205654,54,2,30,14,4891.99205
132897.395531,46932.470016,19,1.017181,55,1,19,19,891716.930304
136697.2316635,637.407869,3,0.915404,56,3,5,3,1912.223607
137902.2453545,54.553556,23,1.345087,57,3,37,19,1254.731788
139815.3152335,2423571.75783,13,0.425924,58,1,13,13,31506432.85179
143805.3931325,2926.886151,3,0.455021,59,1,3,3,8780.658453
145671.504785,30.980894,2,0.407656,60,3,4,2,61.961788
145870.116539,19.003666,56,1.257874,61,1,56,56,1064.205296
152396.3403435,358184.102094,2,0.493794,62,1,2,2,716368.204188
153955.511232,456305.579295,9,0.563694,63,1,9,9,4106750.213655
156095.2670315,87825.807328,9,0.035886,64,1,9,9,790432.2659519999
162424.1941165,58.860262,7,0.568106,65,2,10,5,412.021834
165567.65095,102436.211331,13,0.832186,66,1,13,13,1331670.747303
165879.9847375,330.471445,2,1.691556,67,2,3,2,660.94289
166654.8077295,1008987.580273,29,1.511337,68,1,29,29,29260639.827917
172135.993353,157.304765,2,1.227968,69,1,2,2,314.60953
173593.4665875,4.648143,4,0.121882,70,1,4,4,18.592572
176900.4311385,19.998485,3,1.414277,71,1,3,3,59.99545499999999
177756.3057805,2627183.526319,3,0.629308,72,2,5,2,7881550.578957
182829.023967,45.102172,22,0.427123,73,3,36,18,992.247784
183682.754042,1467844.884791,54,1.02764,74,3,87,44,79263623.778714
188907.642272,16732.387747,60,0.278341,75,1,60,60,1003943.26482
190374.161797,44402.264448,4,1.712024,76,3,7,4,177609.057792
193200.7752165,14.897064,41,1.157831,77,3,66,33,610.779624
196080.665862,155.609916,29,0.959988,78,3,47,24,4512.687564
199938.4513355,13685.296682,28,1.891246,79,3,45,23,383188.307096
200382.068073,25681.739802,24,1.581026,80,2,33,15,616361.755248
202283.6996245,922679.505773,27,0.885978,81,2,37,17,24912346.655871
211837.6293995,2946618.954497,22,0.572462,82,3,36,18,64825616.998934
213582.054893,12866.055784,56,0.757459,83,1,56,56,720499.123904
214171.3237055,42354.933844,7,1.185723,84,3,12,6,296484.536908
220932.997041,202484.141858,25,1.713812,85,1,25,25,5062103.546449999
222212.83243,44722.254733,6,0.710195,86,1,6,6,268333.528398
223624.173823,250487.805501,6,0.695554,87,1,6,6,1502926.833006
225641.127096,500.088348,3,0.355732,88,1,3,3,1500.265044
231299.6018885,32578.058268,3,0.126131,89,3,5,3,97734.174804
233330.623755,402127.920681,22,1.802042,90,1,22,22,8846814.254982
233583.575352,1990021.657177,3,1.350623,91,1,3,3,5970064.971531
233614.282823,125.162596,9,0.768849,92,1,9,9,1126.463364
233628.442204,1553606.620721,7,0.770026,93,3,12,6,10875246.345047
234513.150202,282912.446831,16,1.895184,94,2,22,10,4526599.149296
237331.089142,5.756886,17,1.144815,95,3,28,14,97.867062
238144.3334275,3.393693,55,0.904089,96,2,75,33,186.653115
240380.9453855,411.192156,38,1.286641,97,1,38,38,15625.301928
241270.9630375,19314.835357,4,0.41564,98,2,6,3,77259.341428
241472.3293935,49.788776,55,0.719516,99,1,55,55,2738.38268
244809.798359,6.593878,6,1.836625,100,1,6,6,39.563268
246976.854631,78.529048,2,0.166314,101,3,4,2,157.058096
251450.6998685,204614.137365,30,0.240369,102,3,48,24,6138424.12095
252235.251159,4222.469131,13,1.200216,103,2,18,8,54892.098703
253344.304871,182.412846,28,1.866996,104,2,38,17,5107.559688
253857.5985645,433028.367737,19,1.545461,105,1,19,19,8227538.987002999
256869.6328165,4.476622,4,1.406888,106,1,4,4,17.906488
260030.434916,15.115639,3,0.652518,107,1,3,3,45.346917
260057.135344,2623.891532,2,1.610492,108,1,2,2,5247.783064
263425.645857,4832.683706,2,1.718889,109,1,2,2,9665.367412
266426.6025675,2935.157923,6,0.178815,110,1,6,6,17610.947538
266604.225912,818288.101286,4,1.270798,111,2,6,3,3273152.405144
268313.2389855,1198408.389873,19,1.537425,112,3,31,16,22769759.407587003
269372.4981945,5.524463,23,1.661708,113,3,37,19,127.062649
269505.848342,267802.318947,36,1.894263,114,1,36,36,9640883.482092
271382.30489,48.346838,2,1.187584,115,1,2,2,96.693676
274433.632794,684571.640795,11,1.429058,116,2,15,7,7530288.048745
274474.300025,23373.999037,39,0.533884,117,1,39,39,911585.962443
275937.0101835,124112.240966,3,0.504515,118,1,3,3,372336.722898
276366.8810335,827799.261888,12,1.173217,119,1,12,12,9933591.142655998
276499.112248,4998.773582,10,1.609732,120,2,14,6,49987.73582
280736.436666,127.544595,17,0.667556,121,3,28,14,2168.258115
281473.7399055,16966.396815,23,0.589601,122,2,32,14,390227.126745
282251.435409,143.76045,60,1.210572,123,1,60,60,8625.627
285545.276558,26.131653,4,0.936863,124,1,4,4,104.526612
285962.573188,215.574133,4,0.841331,125,1,4,4,862.296532
293776.032106,500.788016,6,1.186498,126,1,6,6,3004.7280960000003
294011.1641465,134688.184048,7,1.178353,127,2,10,5,942817.288336
296910.123391,291.811787,21,0.114549,128,2,29,13,6128.047527
303723.4392165,165195.493317,43,0.08521,129,1,43,43,7103406.212630999
305692.15104,203.233367,10,1.515292,130,1,10,10,2032.33367
305807.076172,12755.278665,2,0.526609,131,1,2,2,25510.55733
305873.5090475,206.793346,6,0.801925,132,3,10,5,1240.760076
307281.725475,221.517106,17,0.010973,133,1,17,17,3765.790802
307913.5202305,228.633575,3,0.997096,134,1,3,3,685.900725
308306.032532,7262.872392,2,1.508692,135,3,4,2,14525.744784
309793.8181125,49.766663,44,0.182039,136,1,44,44,2189.733172
310745.688629,5.624603,11,1.514349,137,3,18,9,61.870633
312070.0995685,77076.942242,13,1.944321,138,1,13,13,1002000.249146
313716.0777005,5090.727289,7,0.358066,139,3,12,6,35635.091023
316362.832648,1670269.545084,35,1.134629,140,1,35,35,58459434.07794
320059.3875015,1019.553642,2,0.750742,141,1,2,2,2039.107284
321254.816183,1077520.434039,5,1.040395,142,1,5,5,5387602.170195
323931.593404,47.201629,2,1.79197,143,3,4,2,94.403258
326401.403512,2318.174422,18,1.955685,144,3,29,15,41727.139596
326895.9320855,2671.856965,61,0.516027,145,3,98,49,162983.27486499998
328470.297573,12138.354707,14,0.75602,146,1,14,14,169936.965898
335000.902867,12426.254437,12,0.160551,147,2,17,8,149115.053244
335680.8330255,46538.711876,42,0.266512,148,1,42,42,1954625.898792
335923.0595235,2023.117372,6,1.924435,149,3,10,5,12138.704232
338372.3219695,283.074417,34,0.107491,150,3,55,28,9624.530178
341376.0975345,543577.113117,28,0.557696,151,2,38,17,15220159.167276
343272.549891,216515.443817,21,0.160744,152,3,34,17,4546824.320157
343554.814795,24.114726,26,0.950369,153,2,36,16,626.982876
344238.811586,76.348155,47,1.302074,154,2,64,29,3588.3632850000004
349079.155596,6906.814539,33,1.102341,155,3,53,27,227924.879787
353031.9442205,1061791.694195,34,0.084107,156,3,55,28,36100917.60263
357661.260264,318.027333,34,1.889171,157,1,34,34,10812.929322
357728.9593205,844.01946,6,1.398285,158,2,9,4,5064.11676
358973.149203,10991.079275,15,0.767232,159,1,15,15,164866.189125
359325.2278455,21.008812,4,1.580859,160,1,4,4,84.035248
360326.926832,1219367.299839,5,0.997981,161,1,5,5,6096836.499195
360676.4978785,49218.915505,6,1.426383,162,1,6,6,295313.49303
363097.631186,495602.814351,2,0.431945,163,1,2,2,991205.628702
364006.7339855,41.36017,3,0.217967,164,1,3,3,124.08051
364878.411261,58625.576313,8,0.673055,165,1,8,8,469004.610504
366371.3211685,50.201854,3,1.683908,166,3,5,3,150.605562
375372.7264225,3419.943198,47,0.746535,167,2,64,29,160737.330306
377602.836153,84.699152,19,1.603402,168,3,31,16,1609.283888
379593.5676795,33.655157,30,1.038666,169,1,30,30,1009.65471
380738.480578,55.059164,12,1.68237,170,1,12,12,660.709968
382606.690195,5597.802742,2,1.889181,171,1,2,2,11195.605484
387732.8104775,2659.98138,2,0.715402,172,3,4,2,5319.96276
394109.955546,616.416494,33,1.992334,173,3,53,27,20341.744302
394531.720638,764.353911,64,1.090594,174,1,64,64,48918.650304
394657.1756905,2804321.61733,5,1.535675,175,2,7,3,14021608.08665
395316.657715,722.437092,20,0.685096,176,2,27,12,14448.74184
403468.222944,229711.545196,26,0.129779,177,1,26,26,5972500.175096
404501.988775,41.09606,3,1.47335,178,3,5,3,123.28818
405870.353695,235290.689173,48,0.817055,179,1,48,48,11293953.080304
406795.910686,97.440565,3,1.363897,180,2,5,2,292.32169500000003
409006.181078,19629.01954,27,1.55952,181,3,44,22,529983.52758
412013.886263,5753.076228,28,0.021056,182,3,45,23,161086.134384
420603.550977,5.720535,19,1.614865,183,1,19,19,108.690165
422565.9796715,1876.91719,4,1.381279,184,1,4,4,7507.66876
422977.088913,115.591692,2,1.549033,185,3,4,2,231.183384
423470.978464,1792.742367,47,0.045622,186,2,64,29,84258.89124900001
424285.2665505,1158.514442,25,1.003634,187,3,40,20,28962.86105
428573.2530905,188485.332405,23,1.936063,188,3,37,19,4335162.645315
429673.2603045,3180823.662372,35,0.66699,189,1,35,35,111328828.18302
429765.6870035,158590.585551,4,0.525038,190,3,7,4,634362.342204
431623.2507215,13.471693,22,0.957994,191,1,22,22,296.377246
433826.6109825,184.806251,5,0.65664,192,2,7,3,924.031255
435603.2009765,5.649957,23,0.51607,193,1,23,23,129.94901099999998
435713.745017,1212.514155,5,1.415648,194,1,5,5,6062.570775
440404.648375,368.538536,6,1.998056,195,1,6,6,2211.231216
444307.5961195,1927556.219168,7,0.943764,196,1,7,7,13492893.534176
444472.6538205,1426431.573602,4,1.340899,197,2,6,3,5705726.294408
448237.14763,8.781533,20,1.114944,198,1,20,20,175.63065999999998
456452.3227705,5.35661,7,1.565244,199,2,10,5,37.49627
456456.2580165,86237.615654,21,0.68094,200,3,34,17,1810989.928734
461431.5578975,2644.338373,27,1.057981,201,1,27,27,71397.136071
463271.029915,79060.673926,7,1.867617,202,1,7,7,553424.717482
464239.771865,526532.674928,2,0.011812,203,1,2,2,1053065.349856
465643.503721,64.771782,13,0.559102,204,2,18,8,842.033166
475005.4713335,237.691606,31,0.94591,205,3,50,25,7368.439786
480202.587928,2103.242518,33,1.702558,206,1,33,33,69407.003094
483303.874331,2562293.450521,4,0.14866,207,1,4,4,10249173.802084
483892.2246455,5958.587886,3,0.470668,208,1,3,3,17875.763658
485860.033385,918820.73656,5,1.184629,209,1,5,5,4594103.6828
486151.5186315,26.292322,2,1.008296,210,2,3,2,52.584644
486371.6871575,4498.187645,23,1.468343,211,1,23,23,103458.315835
486777.554312,429603.199154,8,1.365881,212,3,13,7,3436825.593232
489877.0090785,2006587.204751,18,1.1636,213,1,18,18,36118569.685518
493828.916186,501.975104,12,0.885899,214,1,12,12,6023.701247999999
500503.888717,716349.832082,9,0.828542,215,2,13,6,6447148.488737999
502588.865108,199.995992,15,1.125032,216,1,15,15,2999.93988
508937.0778725,2261.16188,4,1.65018,217,1,4,4,9044.64752
511643.5395535,34408.978881,2,1.603205,218,1,2,2,68817.957762
512283.6832235,9.615722,4,0.915599,219,1,4,4,38.462888
514790.0579765,27790.167603,2,1.889875,220,2,3,2,55580.335206
515892.9939045,3.472336,62,0.299584,221,3,100,50,215.284832
517722.342828,9099.495814,21,0.226238,222,1,21,21,191089.412094
519263.356778,40.966306,13,1.730702,223,3,21,11,532.5619780000001
519730.0779285,46.159897,18,1.782529,224,1,18,18,830.878146
527562.84844,29486.335218,2,0.722194,225,2,3,2,58972.670436
528275.6005155,67197.338869,26,1.562786,226,3,42,21,1747130.810594
528599.5829125,1013.966147,17,1.733786,227,1,17,17,17237.424499
534221.969972,342.467252,2,1.655176,228,2,3,2,684.934504
537300.256495,451.540394,15,1.800806,229,1,15,15,6773.10591
538336.5902345,73423.390118,6,0.681119,230,1,6,6,440540.340708
540456.6978795,602.538428,4,1.005655,231,1,4,4,2410.153712
542709.9598465,97.455437,7,0.349427,232,1,7,7,682.1880590000001
547735.0215175,6.083423,7,1.609079,233,1,7,7,42.583961
557407.519742,876159.12464,3,0.329314,234,1,3,3,2628477.37392
558238.22829,1547.290598,2,0.708647,235,1,2,2,3094.581196
561032.7963685,3.418396,2,1.484383,236,3,4,2,6.836792
561924.8292075,28.945641,21,1.948547,237,2,29,13,607.8584609999999
563754.2876545,534.896989,46,1.873872,238,1,46,46,24605.261494
563885.097741,7.459303,13,0.797255,239,3,21,11,96.970939
565505.3192025,1000.610931,26,1.549242,240,1,26,26,26015.884206
567163.4953295,2615.129826,2,1.203445,241,3,4,2,5230.259652
569524.0359575,1094415.513952,35,0.9162,242,3,56,28,38304542.98832
573458.827,25.135365,32,1.863956,243,1,32,32,804.33168
575194.3951585,846.092757,9,0.817236,244,1,9,9,7614.834813
582654.0424895,426.817168,6,1.291968,245,1,6,6,2560.903008
585787.148442,28.571461,3,0.107255,246,1,3,3,85.714383
586473.239524,7396.419184,6,1.575115,247,1,6,6,44378.515104000006
589725.5789145,31.472789,2,0.231595,248,3,4,2,62.945578
590435.8864125,244.125659,26,1.149604,249,2,36,16,6347.267134000001
590674.439643,7.636229,16,0.814448,250,3,26,13,122.179664
590681.7251255,1671.222836,32,0.810612,251,1,32,32,53479.130752
591983.940077,40213.80711,3,1.521643,252,1,3,3,120641.42133
595931.080964,3942.1714,4,1.246737,253,1,4,4,15768.6856
597819.5207375,693459.155884,8,1.094816,254,1,8,8,5547673.247072
603452.041423,183.000407,4,1.760746,255,2,6,3,732.001628
604832.929724,170615.009518,50,0.446684,256,3,80,40,8530750.4759
606996.292369,64.225282,15,0.491803,257,1,15,15,963.37923
607699.6706125,323324.289885,4,0.026614,258,1,4,4,1293297.15954
615213.7164365,57.912718,2,0.691196,259,3,4,2,115.825436
617367.8994365,227213.743327,21,1.776396,260,2,29,13,4771488.609867
618142.1457435,2786955.58794,16,0.099389,261,2,22,10,44591289.40704
619735.5801295,16329.719008,16,0.918953,262,1,16,16,261275.504128
620129.99731,559054.793384,2,1.001795,263,2,3,2,1118109.586768
621045.438167,98.731764,53,1.994949,264,1,53,53,5232.783492
622524.1399295,5.533707,8,1.315496,265,1,8,8,44.269656
625362.935092,8.25446,3,0.077193,266,3,5,3,24.76338
626812.3104295,129249.671504,52,0.409393,267,1,52,52,6720982.918208
627303.2239705,72980.81012,7,0.949756,268,1,7,7,510865.67084
630437.1786545,279.486549,2,0.681431,269,1,2,2,558.973098
634668.0939145,4.484638,2,0.260428,270,1,2,2,8.969276
637289.4194695,36694.680367,2,1.641039,271,1,2,2,73389.360734
639191.637274,19.428516,6,1.315601,272,2,9,4,116.57109599999998
641636.8587055,56.537897,50,0.636091,273,1,50,50,2826.89485
642316.018687,20.000018,2,0.387903,274,2,3,2,40.000036
645044.056925,2127.25352,50,0.774566,275,3,80,40,106362.676
645701.729538,7739.092649,34,1.685811,276,1,34,34,263129.150066
646048.098288,39.763364,5,1.877058,277,1,5,5,198.81682
646897.126821,764.267147,2,0.229304,278,1,2,2,1528.534294
649736.8780015,2479.635611,4,0.508563,279,3,7,4,9918.542444
650669.295001,3.553186,50,1.65163,280,3,80,40,177.6593
652138.193923,25.58832,17,0.972984,281,1,17,17,435.00144
653879.9099595,98.358067,2,0.665845,282,1,2,2,196.716134
654420.995371,49.108614,4,0.348245,283,1,4,4,196.434456
657485.4441155,627034.592052,10,0.853968,284,1,10,10,6270345.92052
658759.540609,88920.81291,8,1.723956,285,1,8,8,711366.50328
661875.228335,5887.964125,2,0.435963,286,1,2,2,11775.92825
665660.8627145,128145.591459,9,1.782984,287,1,9,9,1153310.323131
672288.024462,612.811333,9,0.346739,288,2,13,6,5515.301997
673545.67797,2315081.171031,46,1.756548,289,1,46,46,106493733.867426
680596.70051,29.537542,2,1.188694,290,1,2,2,59.075084
689501.354498,41.407534,4,1.01088,291,1,4,4,165.630136
692238.288077,166297.73821,12,0.668593,292,2,17,8,1995572.85852
692319.480441,6064.06245,25,0.985578,293,2,34,15,151601.56125
701436.528152,7175.82801,31,1.05741,294,3,50,25,222450.66831
702958.6161255,17.577615,20,0.907687,295,1,20,20,351.55230000000006
703335.2549915,3602.744181,3,1.775997,296,1,3,3,10808.232543
704002.986242,994294.353856,4,0.187182,297,1,4,4,3977177.415424
706617.112466,1041.008506,3,1.880331,298,1,3,3,3123.0255179999995
710448.5759335,904416.260044,4,1.959969,299,3,7,4,3617665.040176
711180.898268,3.180472,55,1.126499,300,2,75,33,174.92596
712079.270658,12.128581,16,0.802345,301,1,16,16,194.057296
713076.909809,109.352408,2,1.670797,302,1,2,2,218.704816
717435.0231075,12030.651165,2,0.924005,303,1,2,2,24061.30233
719228.6220945,220366.134367,2,1.37282,304,3,4,2,440732.268734
719580.4607215,766758.45768,16,0.337573,305,3,26,13,12268135.32288
726727.153988,940533.231452,39,0.028115,306,1,39,39,36680796.026628
728895.013806,55696.776855,11,0.145523,307,1,11,11,612664.545405
733923.0539915,85918.333073,5,0.38556,308,1,5,5,429591.665365
735555.593073,457.235651,3,1.14913,309,2,5,2,1371.706953
735922.6772665,6.484185,14,1.943979,310,2,19,9,90.77859
738320.6705415,344823.546874,15,0.058867,311,3,24,12,5172353.20311
739954.8670595,9.581061,46,0.786057,312,2,63,28,440.728806
742255.21315,219644.261464,29,1.93018,313,2,40,18,6369683.582456
742478.630718,11.008388,14,0.559415,314,2,19,9,154.117432
746541.973117,184575.133003,15,0.721622,315,1,15,15,2768626.995045
748384.1144395,65.371947,6,0.20196,316,1,6,6,392.231682
752797.1355905,2265.489422,2,1.605127,317,1,2,2,4530.978844
760755.7288585,241.821642,12,1.912363,318,1,12,12,2901.859704
761674.676115,374.316662,9,0.983608,319,1,9,9,3368.849958
763962.2314065,831.998475,6,0.019574,320,1,6,6,4991.99085
764863.986302,48.494365,8,0.679759,321,3,13,7,387.95492
765275.433081,237244.701177,26,0.537213,322,1,26,26,6168362.230602
765334.306149,1245.454434,6,0.016171,323,1,6,6,7472.726603999999
765605.767184,5.760299,10,0.96947,324,1,10,10,57.60299
768898.609073,32.752939,5,1.55054,325,1,5,5,163.764695
769907.103664,31.146652,2,0.136576,326,1,2,2,62.293304
770602.97719,116802.418777,5,0.460585,327,2,7,3,584012.093885
770756.546641,8.593393,45,1.443704,328,2,61,27,386.702685
771231.420657,49185.599446,26,0.4255,329,3,42,21,1278825.585596
781660.2904175,13.440216,23,1.132253,330,3,37,19,309.124968
782344.9116485,294579.527437,25,0.212875,331,3,40,20,7364488.185925
784422.308536,131712.758481,25,0.993238,332,1,25,25,3292818.962025
784551.6986795,96.05719,13,0.653622,333,1,13,13,1248.74347
785433.212605,121.181461,11,1.218551,334,2,15,7,1332.996071
785692.436446,1235.037493,18,1.355051,335,2,25,11,22230.674874
787985.293823,44986.517024,23,0.29057,336,1,23,23,1034689.891552
790583.4143865,830862.310767,2,0.221516,337,3,4,2,1661724.621534
791503.696832,5387.057899,26,0.914542,338,1,26,26,140063.505374
792698.062187,845.836313,4,0.423382,339,3,7,4,3383.345252
793355.607631,928668.702948,64,0.639764,340,3,103,52,59434796.988672
793388.7182905,63.421824,53,1.345152,341,1,53,53,3361.356672
794649.8804515,7.384183,12,0.702502,342,1,12,12,88.610196
795058.1287025,48768.290701,2,1.862341,343,1,2,2,97536.581402
800263.9744865,16150.147573,5,1.792555,344,1,5,5,80750.737865
802615.6604385,3619.128153,8,1.335687,345,3,13,7,28953.025224
806395.6944135,1224.318379,14,0.424787,346,2,19,9,17140.457306
811038.103453,47.696235,57,0.204181,347,2,77,35,2718.685395
811382.720692,50279.57585,50,0.914887,348,3,80,40,2513978.7925
816090.05046,205.197026,23,0.515759,349,3,37,19,4719.531598
817524.954471,568.927336,35,1.807876,350,3,56,28,19912.45676
817707.0615105,161.763626,27,0.818877,351,1,27,27,4367.617902
819375.5481355,17352.117692,6,0.275206,352,1,6,6,104112.706152
824202.31996,164.198973,2,0.222346,353,1,2,2,328.397946
824443.975675,2473463.062533,2,1.684743,354,2,3,2,4946926.125066
829249.481463,2795224.236651,22,1.77809,355,2,30,14,61494933.206322
829307.939818,1472.947481,14,1.659024,356,2,19,9,20621.264734
829572.902816,112883.541804,15,1.362889,357,2,21,9,1693253.12706
830860.618423,40.664998,27,1.956493,358,1,27,27,1097.9549459999998
832008.002941,15.400393,13,1.321048,359,1,13,13,200.205109
846249.8416025,7903.646948,3,0.185325,360,1,3,3,23710.940844
847319.6894915,76.844579,6,0.77491,361,1,6,6,461.067474
848396.494951,472.103977,11,0.536432,362,2,15,7,5193.143747
848606.854519,30.034188,53,1.108392,363,1,53,53,1591.811964
853830.322109,22.635361,2,1.818036,364,1,2,2,45.270722
856334.7988195,5096.948476,3,1.94546,365,3,5,3,15290.845428
858184.002691,2332441.764736,24,1.357637,366,1,24,24,55978602.353664
862508.991479,274.855465,4,1.137561,367,1,4,4,1099.42186
864610.9540645,58.039797,2,1.984048,368,3,4,2,116.079594
867821.3151605,932113.010879,15,0.441847,369,1,15,15,13981695.163185
869548.146572,336.341591,13,1.05755,370,2,18,8,4372.440683
870309.4350895,693950.969242,27,1.948238,371,3,44,22,18736676.169534
870361.23687,1441.657959,33,1.482418,372,1,33,33,47574.71264699999
870604.8590215,965935.068977,7,0.413976,373,3,12,6,6761545.482839
875088.3352535,19342.267827,18,0.473313,374,1,18,18,348160.820886
879351.3984445,3420.208199,10,1.644937,375,1,10,10,34202.08199
879359.610693,244.732727,2,1.211867,376,2,3,2,489.465454
882187.579823,333.219315,22,0.197512,377,2,30,14,7330.82493
883458.874653,8.854556,24,0.864169,378,2,33,15,212.509344
883771.7167305,326.828327,21,0.656131,379,1,21,21,6863.394867
887566.6950385,2667.091508,3,1.813164,380,1,3,3,8001.274524
888118.3408775,9.38947,3,0.662166,381,1,3,3,28.16841
888221.735745,285.67592,3,0.050803,382,1,3,3,857.0277600000001
894861.204243,341.768503,4,1.600803,383,1,4,4,1367.074012
896172.842455,733.101571,9,0.685037,384,1,9,9,6597.914139
898842.616238,66.270021,2,0.135196,385,1,2,2,132.540042
899683.528162,147.153516,2,1.769617,386,1,2,2,294.307032
900342.231162,39963.440787,4,1.991279,387,1,4,4,159853.763148
904637.661149,1732112.451135,5,0.788586,388,1,5,5,8660562.255675
907794.2483975,1816.418714,4,1.096272,389,2,6,3,7265.674856
908467.379219,19.209556,16,0.553904,390,3,26,13,307.352896
910243.2179845,15112.24106,19,1.29877,391,2,26,12,287132.58014
913645.1726025,440.100687,55,0.577022,392,2,75,33,24205.537785
918334.9041115,6.246457,48,0.832134,393,1,48,48,299.82993600000003
918483.7384235,10828.350935,2,0.566076,394,1,2,2,21656.70187
918527.2595,7082.687104,7,0.605468,395,1,7,7,49578.809728
919381.692687,7.151637,3,0.724538,396,2,5,2,21.454911
920198.5512735,387658.899011,53,0.830258,397,2,72,32,20545921.647583
921317.024844,30834.252937,35,1.188529,398,1,35,35,1079198.852795
926995.4728105,90143.113203,2,0.050523,399,3,4,2,180286.226406
934139.727555,2046639.612965,23,0.113608,400,3,37,19,47072711.098195
934908.942237,5.175016,29,0.349676,401,1,29,29,150.075464
935126.880588,619728.148883,6,0.3105,402,1,6,6,3718368.893298
935851.8864475,549267.796771,2,1.392886,403,2,3,2,1098535.593542
937164.1163735,294.330247,53,0.880195,404,3,85,43,15599.503091
937410.3917145,5353.508364,16,1.820213,405,1,16,16,85656.133824
937885.8427645,1988274.220347,10,1.141133,406,1,10,10,19882742.20347
938496.10306,197.206926,2,1.175056,407,1,2,2,394.413852
940727.4906255,3238.613055,5,1.613105,408,1,5,5,16193.065275
941983.2164025,6308.341002,10,1.376372,409,1,10,10,63083.41002
942480.849224,134.326721,12,1.534976,410,1,12,12,1611.9206519999998
944174.6965975,34141.14401,3,0.333339,411,1,3,3,102423.43203
944673.015552,2854759.56629,10,0.692126,412,2,14,6,28547595.6629
946061.99903,17.188129,37,1.254887,413,1,37,37,635.960773
948720.521305,4.528959,3,1.388185,414,1,3,3,13.586877
949052.865062,176.307777,5,0.804941,415,1,5,5,881.5388849999999
950171.773772,62.687734,3,0.420037,416,2,5,2,188.063202
950250.9197685,58724.985856,16,0.440633,417,2,22,10,939599.773696
953747.781842,4.967237,37,1.572169,418,1,37,37,183.787769
