S_ime,R_time,Processors,Sigma
192689.136660,8.593393,295,1.443704
192807.855164,49185.599446,129,0.425500
195415.072604,13.440216,110,1.132253
195586.227912,294579.527437,118,0.212875
196105.577134,131712.758481,123,0.993238
196137.924670,96.057190,42,0.653622
196358.303151,121.181461,32,1.218551
196423.109111,1235.037493,73,1.355051
196996.323456,44986.517024,111,0.290570
197645.853597,830862.310767,2,0.221516
197875.924208,5387.057899,128,0.914542
198174.515547,845.836313,6,0.423382
198338.901908,928668.702948,508,0.639764
198347.179573,63.421824,380,1.345152
198662.470113,7.384183,40,0.702502
198764.532176,48768.290701,3,1.862341
200065.993622,16150.147573,9,1.792555
200653.915110,3619.128153,21,1.335687
201598.923603,1224.318379,52,0.424787
202759.525863,47.696235,430,0.204181
202845.680173,50279.575850,345,0.914887
204022.512615,205.197026,107,0.515759
204381.238618,568.927336,205,1.807876
204426.765378,161.763626,134,0.818877
204843.887034,17352.117692,12,0.275206
206050.579990,164.198973,2,0.222346
206110.993919,2473463.062533,2,1.684743
207312.370366,2795224.236651,102,1.778090
207326.984955,1472.947481,50,1.659024
207393.225704,112883.541804,54,1.362889
207715.154606,40.664998,139,1.956493
208002.000735,15.400393,46,1.321048
211562.460401,7903.646948,4,0.185325
211829.922373,76.844579,12,0.774910
212099.123738,472.103977,35,0.536432
212151.713630,30.034188,378,1.108392
213457.580527,22.635361,2,1.818036
214083.699705,5096.948476,5,1.945460
214546.000673,2332441.764736,117,1.357637
215627.247870,274.855465,7,1.137561
216152.738516,58.039797,2,1.984048
216955.328790,932113.010879,57,0.441847
217387.036643,336.341591,45,1.057550
217577.358772,693950.969242,133,1.948238
217590.309217,1441.657959,186,1.482418
217651.214755,965935.068977,17,0.413976
218772.083813,19342.267827,76,0.473313
219837.849611,3420.208199,28,1.644937
219839.902673,244.732727,2,1.211867
220546.894956,333.219315,98,0.197512
220864.718663,8.854556,113,0.864169
220942.929183,326.828327,96,0.656131
221891.673760,2667.091508,3,1.813164
222029.585219,9.389470,5,0.662166
222055.433936,285.675920,4,0.050803
223715.301061,341.768503,6,1.600803
224043.210614,733.101571,26,0.685037
224710.654060,66.270021,3,0.135196
224920.882040,147.153516,2,1.769617
225085.557790,39963.440787,6,1.991279
226159.415287,1732112.451135,9,0.788586
226948.562099,1816.418714,8,1.096272
227116.844805,19.209556,61,0.553904
227560.804496,15112.241060,79,1.298770
228411.293151,440.100687,401,0.577022
229583.726028,6.246457,325,0.832134
229620.934606,10828.350935,2,0.566076
229631.814875,7082.687104,16,0.605468
229845.423172,7.151637,5,0.724538
230049.637818,387658.899011,382,0.830258
230329.256211,30834.252937,207,1.188529
231748.868203,90143.113203,2,0.050523
233534.931889,2046639.612965,106,0.113608
233727.235559,5.175016,155,0.349676
233781.720147,619728.148883,13,0.310500
233962.971612,549267.796771,2,1.392886
234291.029093,294.330247,378,0.880195
234352.597929,5353.508364,64,1.820213
234471.460691,1988274.220347,28,1.141133
234624.025765,197.206926,2,1.175056
235181.872656,3238.613055,10,1.613105
235495.804101,6308.341002,28,1.376372
235620.212306,134.326721,37,1.534976
236043.674149,34141.144010,5,0.333339
236168.253888,2854759.566290,31,0.692126
236515.499757,17.188129,217,1.254887
237180.130326,4.528959,4,1.388185
237263.216265,176.307777,12,0.804941
237542.943443,62.687734,5,0.420037
237562.729942,58724.985856,61,0.440633
238436.945460,4.967237,225,1.572169
238955.798405,407.564237,24,0.580984
239880.476000,18638.812369,2,0.872814
239982.532201,221.820568,47,0.466034
240298.831959,509945.550503,333,1.702538
240352.059881,265809.767744,136,1.149425
240602.135379,248451.944569,2,1.065051
241079.888766,1904206.630406,385,1.932409
241121.216622,40.461809,243,1.890171
242099.817965,180376.042905,338,1.635437
242368.279812,952.052293,260,1.151444
242388.634727,2821.186959,2,1.509058
243662.739691,1019.789900,245,0.401816
244109.034266,28662.054502,298,0.873019
245214.182211,523.099542,160,0.088912
245722.355158,92.691333,2,0.738432
246960.035697,3.661261,20,0.046933
247140.791518,2875582.247253,2,1.658983
248303.871449,1733343.981125,3,0.062991
249621.085865,3805.389562,161,0.058612
250123.877912,44.418624,8,0.505165
250399.004657,43170.088519,21,1.492048
250765.624762,604197.186946,2,0.056729
251017.993621,138885.976296,263,1.489525
251293.132111,753710.932979,33,1.605342
251501.238904,1061021.013355,16,1.052850
252077.156806,2049465.619211,3,1.424460
252668.894741,391.107845,288,1.731148
252690.299762,962.604387,438,0.075779
252770.737101,50605.155719,4,1.539402
252893.361501,869.320589,9,0.750341
253705.933161,10.068022,3,1.410524
255269.211235,11.355435,38,0.440154
255406.707169,12679.207058,3,1.413233
256244.402603,34344.490415,245,0.459099
256933.135407,13.183313,13,1.082080
257028.911282,444.749055,6,0.389177
257460.273574,1793.754653,169,1.247866
257969.602269,51782.048861,6,0.030445
259608.334926,246751.748546,27,0.454271
259615.341131,2431.501989,4,1.739814
259677.713988,44.935350,165,0.626951
259901.450334,31.314434,2,1.955834
260015.524900,2132.255191,170,1.303735
260022.702236,10.083761,146,0.498474
260223.917065,249.801020,305,0.484846
260730.502601,74.499915,2,1.260556
260916.281829,4986.095508,7,1.112260
263036.729187,97.077722,2,0.253298
263631.050768,1790554.601093,79,0.404183
263770.304569,42.364433,77,1.189371
263908.375796,238.136066,113,1.429361
264639.647379,24.810344,137,0.659958
264711.654646,7.757117,8,0.369404
265824.096357,60.483138,235,0.356421
267218.847676,6928.943935,7,1.605768
267277.976516,12488.829370,374,1.207419
267855.684779,800.523124,24,0.294169
269521.295665,1564.490219,6,1.708005
271347.145139,91897.890116,199,0.732785
271805.893511,4686.398047,3,0.694658
272247.105385,1560.311002,6,1.571859
274543.619824,46388.200644,204,1.946331
276423.577386,463.114974,79,1.110509
276548.101790,16873.836679,399,0.168991
276732.767072,19.660817,4,1.176063
277911.165271,6.990537,2,0.579636
278097.397010,145950.025737,212,0.004198
279444.819977,4.284934,5,1.926059
279806.752969,3.422967,10,0.506470
279891.441708,7.857643,4,1.660968
280144.974006,8306.743378,7,1.758446
280288.900022,4.260971,4,1.642300
280574.604223,7106.762716,2,0.970405
280834.981136,11893.499987,39,1.819658
281162.860912,1888.471737,35,1.893421
282397.473949,258815.173395,135,0.638091
282435.491312,2477304.707852,4,0.457516
283033.879488,3.925539,250,1.190836
284020.983525,66.239880,13,0.581799
284045.701663,1512540.050237,7,1.094192
284136.082867,18.941387,8,0.862524
286192.191919,7672.517091,269,1.641799
286564.079695,117431.574583,219,1.526095
286762.865648,20.851418,2,1.214610
286862.935424,222940.167790,393,0.497303
287112.544367,54.904901,2,1.938064
287179.338941,315578.209751,256,0.429314
287199.277452,96.259216,175,1.729536
287408.135616,891.594804,179,1.149142
287529.252411,187.354734,8,1.658678
289402.187507,37497.820508,85,0.008847
289531.808458,33129.366264,3,1.703045
289601.442287,98676.534159,19,1.562487
289791.147630,100084.795164,4,1.122296
290564.818927,131.960692,2,0.227602
291562.042370,1312585.221804,3,1.016706
293411.162009,6758.112666,16,1.520693
294020.838563,8240.663460,5,1.011709
294107.442373,762.664278,3,0.677319
295346.846224,8.196380,329,0.688957
295721.026035,18353.189825,285,1.132797
295895.293196,120639.855318,68,1.792959
296399.396964,1528395.538362,174,1.762659
296982.256624,98.110775,6,1.230966
297203.886253,2494.101426,3,1.731306
297874.174638,3170643.586065,266,0.527062
298265.329452,221443.244147,424,0.867134
298474.676026,39.779381,3,0.771616
299026.118169,286441.081494,2,0.465413
299216.042410,16326.157989,392,0.017191
299422.566436,54093.845367,89,1.737649
299799.768617,50.816092,35,0.869363
299857.065599,1945064.376215,6,1.760305
300124.533225,11038.073931,38,1.563038
300374.818886,40.897459,149,1.384434
300790.240329,1113.043348,2,0.928985
301583.894117,35.753034,3,1.983000
301793.884124,4862.306045,5,0.556233
301997.071410,41.409163,329,1.982075
302685.023890,21085.066333,62,1.814628
302962.186337,8501.888974,44,0.874520
305169.467409,1515885.283755,74,0.133178
306448.908410,339.833134,40,0.525798
306727.500877,2233970.495598,219,1.770173
306841.848564,13062.806941,16,1.517290
307256.035573,9.624649,5,0.336092
307520.200544,214451.826301,34,0.512446
307636.507851,154.310133,4,1.033293
307954.241690,22062.802103,75,0.365322
310292.531946,257399.553884,237,1.770654
311557.850906,62210.001808,7,1.132405
311623.229671,8.475445,33,0.259362
311990.882942,152081.662785,2,0.223201
312753.092900,1392840.310619,8,0.948120
312999.279409,7.861860,2,0.718450
312999.869436,600.613983,2,1.749962
313158.857134,3.070982,457,0.152658
313640.869376,2311692.572382,56,0.025304
313715.499343,7341.465183,249,1.864060
313766.832290,63.966117,46,0.477115
315424.245277,904105.285272,118,0.324966
317981.770321,28.340417,57,0.168916
318036.522382,440474.054503,2,1.791997
318343.249386,395.687287,287,0.497104
321053.572092,19.283469,321,1.792058
321368.475582,251951.505557,6,0.418956
321380.801652,139.661849,404,1.486985
322284.888011,114435.536818,43,1.752882
322561.306016,178711.426076,79,1.349829
322843.039887,149.031639,2,1.076935
323401.267657,6314.311314,63,0.654013
323594.711472,1152173.791774,6,0.030166
324299.691710,3056183.040790,13,0.555978
324399.613836,3427.182172,23,0.899421
325058.831966,9.984336,3,0.079848
325150.665849,33828.889459,2,1.797663
325492.991635,196.287496,115,0.470178
326458.907323,1988501.524821,32,0.937259
326688.651631,164368.190204,437,0.195801
326895.701791,1572463.735383,35,0.421256
326925.648887,6402.847368,21,0.252214
327787.201583,2722992.125310,6,0.574457
328246.740231,460564.331045,4,0.464533
328372.642572,1337.948843,2,0.733793
330380.678640,6.364937,76,0.024296
330552.606212,71759.617226,2,0.649169
330981.519178,140.841489,21,1.959867
332538.329688,68.351271,12,0.682476
333327.814065,244363.022406,11,0.923857
333796.474787,139.357165,21,1.047102
334370.083286,7335.730798,78,0.168553
334470.287952,351124.998911,7,1.896794
335358.330013,1454.069808,16,1.443780
335462.259151,204432.941335,58,0.467466
336578.214617,3561.391040,388,1.065520
340844.617625,3177831.926453,5,0.970887
340915.805793,594516.155443,2,1.174672
341173.896860,1293.818247,149,1.909495
341195.559282,41.696787,177,0.812382
342034.039700,97.095391,85,1.807806
342130.975513,7.466458,491,1.617714
342153.276691,232355.872600,42,0.423006
343463.040273,12.349161,3,0.401082
344692.618736,445613.964962,3,1.870893
345104.632843,822022.217935,2,0.679758
345161.127626,11602.536185,33,1.247308
347119.900883,2283.296405,34,0.067796
348234.601068,3185453.080091,2,1.516568
348809.431515,583922.337301,7,1.127569
353464.745169,49162.312149,338,0.251988
353645.294104,20826.158586,29,1.490711
353751.272836,27866.574106,36,0.796161
355393.393539,1339.708747,114,1.264268
357302.668112,186870.578614,19,0.280352
357538.328550,4841.987592,15,1.983963
357956.562065,2944583.820909,141,0.876814
358478.121885,38.240936,111,1.921834
358670.081664,208509.958113,39,0.602564
358757.801981,512.273472,54,1.249384
360099.629376,32797.580523,144,1.165472
360745.315810,116.669512,9,1.553845
361254.269198,151.387842,5,0.457545
361869.389280,27195.951406,281,0.242021
361982.050691,417350.898493,14,0.835252
362276.288958,155.911576,27,0.514984
362671.082670,509.015178,37,0.641701
363252.543732,32943.300464,4,1.454819
363714.096057,28.926125,94,1.436827
364204.863733,9.737139,2,0.704494
364455.959475,38.850665,2,0.164094
365409.325064,50882.097557,252,1.467558
365549.915022,109.297582,8,0.745386
366330.913332,115698.835540,5,0.989376
366553.789877,2018711.598767,58,0.846369
368498.036140,550853.233111,121,0.178095
368514.118391,105041.554667,13,0.063377
371322.726076,87.365363,29,1.792404
371755.456561,44608.080332,5,1.641279
371881.203418,12.048470,171,0.126237
372597.537826,113177.139059,33,1.920997
373462.047609,3.098778,2,0.024284
374247.603923,2699264.061670,194,1.371263
374484.892575,47649.961655,6,0.428103
375367.331653,55943.866217,6,0.943224
376015.744066,159.896567,51,0.340567
376935.614712,2396.580874,2,1.565343
377697.085392,4.332396,16,0.683069
378080.260383,16335.558130,2,0.757862
380011.708015,6.693498,2,0.606212
380332.459773,5447.556545,450,1.750789
380748.278557,65.940083,7,0.270245
381015.381020,433.846406,233,1.507360
381723.727020,5.386795,3,1.516157
382692.961216,176.196749,2,0.460404
383416.418395,133.276431,95,0.614269
387457.816806,807681.095478,3,1.960966
388720.450233,2636.696755,503,0.849285
389297.662753,8.070509,454,0.525868
390591.079653,9194.787536,224,0.575735
391438.744752,2853.455488,51,0.505922
392175.204767,7195.363246,501,0.060056
392516.898457,4.642939,120,1.376372
392892.882881,251223.803911,23,1.076599
394180.131042,1200541.531345,7,0.205490
395401.665374,67.301415,121,0.005966
396788.419068,101.815140,2,1.464815
396982.496616,4.736796,2,1.449563
397024.787562,186.762376,2,1.399328
398398.527904,85.404815,148,1.211208
400357.332806,74343.162280,83,0.704084
400423.227845,2654.805468,2,1.332657
400771.882767,134025.712293,105,1.141621
401618.207802,192.149352,29,0.634787
401932.766337,97.858089,8,1.385118
402656.966554,199074.327277,4,0.214520
402675.380167,23.511341,3,1.354987
402698.678375,8944.065547,476,0.033951
403149.042186,9913.923382,2,0.447837
403555.844399,2212.790716,17,0.100208
404009.311078,24652.212177,2,1.596081
404013.370515,12.834901,3,0.369198
404386.279665,25.877153,10,1.352079
404478.643169,21541.035792,13,1.696458
404742.683323,284.908020,5,1.323571
405315.779205,34.869901,2,1.690342
405438.164578,264.008783,235,1.723843
406376.865979,437455.199371,5,0.711163
406884.620191,808700.127100,4,1.592629
409088.367423,27514.095379,4,0.870633
409173.685404,9.792840,180,0.217050
409760.547989,3166.942327,318,0.820023
410923.026113,72.278490,65,0.049580
411068.836890,85.219359,366,0.025534
411077.458678,1545.918474,23,0.361825
412694.108755,54.285654,278,0.571280
413245.561180,26.099139,95,0.476934
413700.775081,17079.476245,119,0.797659
415047.672859,6161.025025,6,1.557801
415687.642746,7952.649635,161,0.595590
416232.955299,155.138154,2,1.812581
417024.640152,2396466.260434,67,0.352701
417728.981124,9892.410154,14,0.090538
417962.453367,4182.482368,16,0.895853
418418.046338,7093.254358,19,1.472270
420363.053557,10.174029,283,1.711852
420806.793829,121.781575,66,1.027049
422036.938517,171708.241666,3,1.614334
422577.517739,16.767859,31,1.665113
423189.196320,3889.224926,74,1.623057
423492.442023,161.635088,27,0.155526
423584.805478,15.805834,2,1.529464
424013.787070,95.960152,5,0.331557
424553.074581,194.119407,32,1.129774
424959.206326,2426034.449421,5,0.124668
425520.490242,1194.490584,8,0.179486
426278.207188,49947.023775,28,1.624946
426642.272992,34443.458778,269,1.325145
426726.201299,27.333212,73,0.227542
427216.237854,4642.194868,50,0.000140
427407.507907,3873.653549,2,1.925232
427483.821525,463.330657,2,0.419026
428331.702919,3118.580021,3,1.558785
428377.167205,299.933761,466,1.649876
428905.751522,48346.839174,3,0.216612
429358.533911,6971.206136,9,0.204120
429872.357609,324389.919822,2,1.007737
430135.678923,648.468910,3,1.317582
430437.175296,925712.320050,2,1.525374
430986.093096,44644.917010,2,0.785397
433614.329474,248180.517491,4,0.332822
435909.203307,23131.615982,21,0.725046
437911.538268,188244.133721,38,0.221854
438510.380111,118648.361648,72,1.070124
439286.788999,22.927297,8,0.754712
441743.326778,165566.809353,43,0.075960
443061.646943,6.154355,490,0.658228
443115.710818,404.162334,217,0.791803
443420.629088,1250.074022,25,0.375007
443550.890087,7584.861229,7,0.987251
443746.529463,143390.503693,5,0.112041
444892.558152,8.410581,348,1.508023
446211.935836,537889.574364,3,0.217258
446801.520907,4.197414,32,0.487512
447609.725931,415210.926509,206,1.554165
448172.697976,10277.733851,43,1.410213
448389.930694,1211.156752,207,1.892652
451463.586135,12.090854,34,1.888926
451705.277895,6.952454,92,1.675366
451753.862401,63.477535,4,0.951447
452053.337953,91722.012944,8,0.934375
452689.451530,507464.137649,2,1.913192
