S_ime,R_time,Processors,Sigma
312190.5341,87825.80733,9,0.035886
324848.3882,58.860262,7,0.568106
331135.3019,102436.2113,13,0.832186
331759.9695,330.471445,2,1.691556
333309.6155,1008987.58,29,1.511337
344271.9867,157.304765,2,1.227968
347186.9332,4.648143,4,0.121882
353800.8623,19.998485,3,1.414277
355512.6116,2627183.526,3,0.629308
365658.0479,45.102172,22,0.427123
367365.5081,1467844.885,54,1.02764
377815.2845,16732.38775,60,0.278341
380748.3236,44402.26445,4,1.712024
386401.5504,14.897064,41,1.157831
392161.3317,155.609916,29,0.959988
399876.9027,13685.29668,28,1.891246
400764.1361,25681.7398,24,1.581026
404567.3992,922679.5058,27,0.885978
423675.2588,2946618.954,22,0.572462
427164.1098,12866.05578,56,0.757459
428342.6474,42354.93384,7,1.185723
441865.9941,202484.1419,25,1.713812
444425.6649,44722.25473,6,0.710195
447248.3476,250487.8055,6,0.695554
451282.2542,500.088348,3,0.355732
462599.2038,32578.05827,3,0.126131
466661.2475,402127.9207,22,1.802042
467167.1507,1990021.657,3,1.350623
467228.5656,125.162596,9,0.768849
467256.8844,1553606.621,7,0.770026
469026.3004,282912.4468,16,1.895184
474662.1783,5.756886,17,1.144815
476288.6669,3.393693,55,0.904089
480761.8908,411.192156,38,1.286641
482541.9261,19314.83536,4,0.41564
482944.6588,49.788776,55,0.719516
489619.5967,6.593878,6,1.836625
493953.7093,78.529048,2,0.166314
502901.3997,204614.1374,30,0.240369
504470.5023,4222.469131,13,1.200216
506688.6097,182.412846,28,1.866996
507715.1971,433028.3677,19,1.545461
513739.2656,4.476622,4,1.406888
520060.8698,15.115639,3,0.652518
520114.2707,2623.891532,2,1.610492
526851.2917,4832.683706,2,1.718889
532853.2051,2935.157923,6,0.178815
533208.4518,818288.1013,4,1.270798
536626.478,1198408.39,19,1.537425
538744.9964,5.524463,23,1.661708
539011.6967,267802.3189,36,1.894263
542764.6098,48.346838,2,1.187584
548867.2656,684571.6408,11,1.429058
548948.6001,23373.99904,39,0.533884
551874.0204,124112.241,3,0.504515
552733.7621,827799.2619,12,1.173217
552998.2245,4998.773582,10,1.609732
561472.8733,127.544595,17,0.667556
562947.4798,16966.39682,23,0.589601
564502.8708,143.76045,60,1.210572
571090.5531,26.131653,4,0.936863
571925.1464,215.574133,4,0.841331
587552.0642,500.788016,6,1.186498
588022.3283,134688.184,7,1.178353
593820.2468,291.811787,21,0.114549
607446.8784,165195.4933,43,0.08521
611384.3021,203.233367,10,1.515292
611614.1523,12755.27867,2,0.526609
611747.0181,206.793346,6,0.801925
614563.451,221.517106,17,0.010973
615827.0405,228.633575,3,0.997096
616612.0651,7262.872392,2,1.508692
619587.6362,49.766663,44,0.182039
621491.3773,5.624603,11,1.514349
624140.1991,77076.94224,13,1.944321
627432.1554,5090.727289,7,0.358066
632725.6653,1670269.545,35,1.134629
640118.775,1019.553642,2,0.750742
642509.6324,1077520.434,5,1.040395
647863.1868,47.201629,2,1.79197
652802.807,2318.174422,18,1.955685
653791.8642,2671.856965,61,0.516027
656940.5951,12138.35471,14,0.75602
670001.8057,12426.25444,12,0.160551
671361.6661,46538.71188,42,0.266512
671846.119,2023.117372,6,1.924435
676744.6439,283.074417,34,0.107491
682752.1951,543577.1131,28,0.557696
686545.0998,216515.4438,21,0.160744
687109.6296,24.114726,26,0.950369
688477.6232,76.348155,47,1.302074
698158.3112,6906.814539,33,1.102341
706063.8884,1061791.694,34,0.084107
715322.5205,318.027333,34,1.889171
715457.9186,844.01946,6,1.398285
717946.2984,10991.07928,15,0.767232
718650.4557,21.008812,4,1.580859
720653.8537,1219367.3,5,0.997981
721352.9958,49218.91551,6,1.426383
726195.2624,495602.8144,2,0.431945
728013.468,41.36017,3,0.217967
729756.8225,58625.57631,8,0.673055
732742.6423,50.201854,3,1.683908
750745.4528,3419.943198,47,0.746535
755205.6723,84.699152,19,1.603402
759187.1354,33.655157,30,1.038666
761476.9612,55.059164,12,1.68237
765213.3804,5597.802742,2,1.889181
775465.621,2659.98138,2,0.715402
788219.9111,616.416494,33,1.992334
789063.4413,764.353911,64,1.090594
789314.3514,2804321.617,5,1.535675
790633.3154,722.437092,20,0.685096
806936.4459,229711.5452,26,0.129779
809003.9776,41.09606,3,1.47335
811740.7074,235290.6892,48,0.817055
813591.8214,97.440565,3,1.363897
818012.3622,19629.01954,27,1.55952
824027.7725,5753.076228,28,0.021056
841207.102,5.720535,19,1.614865
845131.9593,1876.91719,4,1.381279
845954.1778,115.591692,2,1.549033
846941.9569,1792.742367,47,0.045622
848570.5331,1158.514442,25,1.003634
857146.5062,188485.3324,23,1.936063
859346.5206,3180823.662,35,0.66699
859531.374,158590.5856,4,0.525038
863246.5014,13.471693,22,0.957994
867653.222,184.806251,5,0.65664
871206.402,5.649957,23,0.51607
871427.49,1212.514155,5,1.415648
880809.2968,368.538536,6,1.998056
888615.1922,1927556.219,7,0.943764
888945.3076,1426431.574,4,1.340899
896474.2953,8.781533,20,1.114944
912904.6455,5.35661,7,1.565244
912912.516,86237.61565,21,0.68094
922863.1158,2644.338373,27,1.057981
926542.0598,79060.67393,7,1.867617
928479.5437,526532.6749,2,0.011812
931287.0074,64.771782,13,0.559102
950010.9427,237.691606,31,0.94591
960405.1759,2103.242518,33,1.702558
966607.7487,2562293.451,4,0.14866
967784.4493,5958.587886,3,0.470668
971720.0668,918820.7366,5,1.184629
972303.0373,26.292322,2,1.008296
972743.3743,4498.187645,23,1.468343
973555.1086,429603.1992,8,1.365881
979754.0182,2006587.205,18,1.1636
987657.8324,501.975104,12,0.885899
1001007.777,716349.8321,9,0.828542
1005177.73,199.995992,15,1.125032
1017874.156,2261.16188,4,1.65018
1023287.079,34408.97888,2,1.603205
1024567.366,9.615722,4,0.915599
1029580.116,27790.1676,2,1.889875
1031785.988,3.472336,62,0.299584
1035444.686,9099.495814,21,0.226238
1038526.714,40.966306,13,1.730702
1039460.156,46.159897,18,1.782529
1055125.697,29486.33522,2,0.722194
1056551.201,67197.33887,26,1.562786
1057199.166,1013.966147,17,1.733786
1068443.94,342.467252,2,1.655176
1074600.513,451.540394,15,1.800806
1076673.18,73423.39012,6,0.681119
1080913.396,602.538428,4,1.005655
1085419.92,97.455437,7,0.349427
1095470.043,6.083423,7,1.609079
1114815.039,876159.1246,3,0.329314
1116476.457,1547.290598,2,0.708647
1122065.593,3.418396,2,1.484383
1123849.658,28.945641,21,1.948547
1127508.575,534.896989,46,1.873872
1127770.195,7.459303,13,0.797255
1131010.638,1000.610931,26,1.549242
1134326.991,2615.129826,2,1.203445
1139048.072,1094415.514,35,0.9162
1146917.654,25.135365,32,1.863956
1150388.79,846.092757,9,0.817236
1165308.085,426.817168,6,1.291968
1171574.297,28.571461,3,0.107255
1172946.479,7396.419184,6,1.575115
1179451.158,31.472789,2,0.231595
1180871.773,244.125659,26,1.149604
1181348.879,7.636229,16,0.814448
1181363.45,1671.222836,32,0.810612
1183967.88,40213.80711,3,1.521643
1191862.162,3942.1714,4,1.246737
1195639.041,693459.1559,8,1.094816
1206904.083,183.000407,4,1.760746
1209665.859,170615.0095,50,0.446684
1213992.585,64.225282,15,0.491803
1215399.341,323324.2899,4,0.026614
1230427.433,57.912718,2,0.691196
1234735.799,227213.7433,21,1.776396
1236284.291,2786955.588,16,0.099389
1239471.16,16329.71901,16,0.918953
1240259.995,559054.7934,2,1.001795
1242090.876,98.731764,53,1.994949
1245048.28,5.533707,8,1.315496
1250725.87,8.25446,3,0.077193
1253624.621,129249.6715,52,0.409393
1254606.448,72980.81012,7,0.949756
1260874.357,279.486549,2,0.681431
1269336.188,4.484638,2,0.260428
1274578.839,36694.68037,2,1.641039
1278383.275,19.428516,6,1.315601
1283273.717,56.537897,50,0.636091
1284632.037,20.000018,2,0.387903
1290088.114,2127.25352,50,0.774566
1291403.459,7739.092649,34,1.685811
1292096.197,39.763364,5,1.877058
1293794.254,764.267147,2,0.229304
1299473.756,2479.635611,4,0.508563
1301338.59,3.553186,50,1.65163
1304276.388,25.58832,17,0.972984
1307759.82,98.358067,2,0.665845
1308841.991,49.108614,4,0.348245
1314970.888,627034.5921,10,0.853968
1317519.081,88920.81291,8,1.723956
1323750.457,5887.964125,2,0.435963
1331321.725,128145.5915,9,1.782984
1344576.049,612.811333,9,0.346739
1347091.356,2315081.171,46,1.756548
1361193.401,29.537542,2,1.188694
1379002.709,41.407534,4,1.01088
1384476.576,166297.7382,12,0.668593
1384638.961,6064.06245,25,0.985578
1402873.056,7175.82801,31,1.05741
1405917.232,17.577615,20,0.907687
1406670.51,3602.744181,3,1.775997
1408005.972,994294.3539,4,0.187182
1413234.225,1041.008506,3,1.880331
1420897.152,904416.26,4,1.959969
1422361.797,3.180472,55,1.126499
1424158.541,12.128581,16,0.802345
1426153.82,109.352408,2,1.670797
1434870.046,12030.65117,2,0.924005
1438457.244,220366.1344,2,1.37282
1439160.921,766758.4577,16,0.337573
1453454.308,940533.2315,39,0.028115
1457790.028,55696.77686,11,0.145523
1467846.108,85918.33307,5,0.38556
1471111.186,457.235651,3,1.14913
1471845.355,6.484185,14,1.943979
1476641.341,344823.5469,15,0.058867
1479909.734,9.581061,46,0.786057
1484510.426,219644.2615,29,1.93018
1484957.261,11.008388,14,0.559415
1493083.946,184575.133,15,0.721622
1496768.229,65.371947,6,0.20196
1505594.271,2265.489422,2,1.605127
1521511.458,241.821642,12,1.912363
1523349.352,374.316662,9,0.983608
1527924.463,831.998475,6,0.019574
1529727.973,48.494365,8,0.679759
1530550.866,237244.7012,26,0.537213
1530668.612,1245.454434,6,0.016171
1531211.534,5.760299,10,0.96947
1537797.218,32.752939,5,1.55054
1539814.207,31.146652,2,0.136576
1541205.954,116802.4188,5,0.460585
1541513.093,8.593393,45,1.443704
1542462.841,49185.59945,26,0.4255
1563320.581,13.440216,23,1.132253
1564689.823,294579.5274,25,0.212875
1568844.617,131712.7585,25,0.993238
1569103.397,96.05719,13,0.653622
1570866.425,121.181461,11,1.218551
1571384.873,1235.037493,18,1.355051
1575970.588,44986.51702,23,0.29057
1581166.829,830862.3108,2,0.221516
1583007.394,5387.057899,26,0.914542
1585396.124,845.836313,4,0.423382
1586711.215,928668.7029,64,0.639764
1586777.437,63.421824,53,1.345152
1589299.761,7.384183,12,0.702502
1590116.257,48768.2907,2,1.862341
1600527.949,16150.14757,5,1.792555
1605231.321,3619.128153,8,1.335687
1612791.389,1224.318379,14,0.424787
1622076.207,47.696235,57,0.204181
1622765.441,50279.57585,50,0.914887
1632180.101,205.197026,23,0.515759
1635049.909,568.927336,35,1.807876
1635414.123,161.763626,27,0.818877
1638751.096,17352.11769,6,0.275206
1648404.64,164.198973,2,0.222346
1648887.951,2473463.063,2,1.684743
1658498.963,2795224.237,22,1.77809
1658615.88,1472.947481,14,1.659024
1659145.806,112883.5418,15,1.362889
1661721.237,40.664998,27,1.956493
1664016.006,15.400393,13,1.321048
1692499.683,7903.646948,3,0.185325
1694639.379,76.844579,6,0.77491
1696792.99,472.103977,11,0.536432
1697213.709,30.034188,53,1.108392
1707660.644,22.635361,2,1.818036
1712669.598,5096.948476,3,1.94546
1716368.005,2332441.765,24,1.357637
1725017.983,274.855465,4,1.137561
1729221.908,58.039797,2,1.984048
1735642.63,932113.0109,15,0.441847
1739096.293,336.341591,13,1.05755
1740618.87,693950.9692,27,1.948238
1740722.474,1441.657959,33,1.482418
1741209.718,965935.069,7,0.413976
1750176.671,19342.26783,18,0.473313
1758702.797,3420.208199,10,1.644937
1758719.221,244.732727,2,1.211867
1764375.16,333.219315,22,0.197512
1766917.749,8.854556,24,0.864169
1767543.433,326.828327,21,0.656131
1775133.39,2667.091508,3,1.813164
1776236.682,9.38947,3,0.662166
1776443.471,285.67592,3,0.050803
1789722.408,341.768503,4,1.600803
1792345.685,733.101571,9,0.685037
1797685.232,66.270021,2,0.135196
1799367.056,147.153516,2,1.769617
1800684.462,39963.44079,4,1.991279
1809275.322,1732112.451,5,0.788586
1815588.497,1816.418714,4,1.096272
1816934.758,19.209556,16,0.553904
1820486.436,15112.24106,19,1.29877
1827290.345,440.100687,55,0.577022
1836669.808,6.246457,48,0.832134
1836967.477,10828.35094,2,0.566076
1837054.519,7082.687104,7,0.605468
1838763.385,7.151637,3,0.724538
1840397.103,387658.899,53,0.830258
1842634.05,30834.25294,35,1.188529
1853990.946,90143.1132,2,0.050523
1868279.455,2046639.613,23,0.113608
1869817.884,5.175016,29,0.349676
1870253.761,619728.1489,6,0.3105
1871703.773,549267.7968,2,1.392886
1874328.233,294.330247,53,0.880195
1874820.783,5353.508364,16,1.820213
1875771.686,1988274.22,10,1.141133
1876992.206,197.206926,2,1.175056
1881454.981,3238.613055,5,1.613105
1883966.433,6308.341002,10,1.376372
1884961.698,134.326721,12,1.534976
1888349.393,34141.14401,3,0.333339
1889346.031,2854759.566,10,0.692126
1892123.998,17.188129,37,1.254887
1897441.043,4.528959,3,1.388185
1898105.73,176.307777,5,0.804941
1900343.548,62.687734,3,0.420037
1900501.84,58724.98586,16,0.440633
1907495.564,4.967237,37,1.572169
1911646.387,407.564237,9,0.580984
1919043.808,18638.81237,2,0.872814
1919860.258,221.820568,13,0.466034
1922390.656,509945.5505,48,1.702538
1922816.479,265809.7677,27,1.149425
1924817.083,248451.9446,2,1.065051
1928639.11,1904206.63,53,1.932409
1928969.733,40.461809,39,1.890171
1936798.544,180376.0429,49,1.635437
1938946.238,952.052293,41,1.151444
1939109.078,2821.186959,2,1.509058
1949301.918,1019.7899,40,0.401816
1952872.274,28662.0545,45,0.873019
1961713.458,523.099542,30,0.088912
1965778.841,92.691333,2,0.738432
1975680.286,3.661261,8,0.046933
1977126.332,2875582.247,2,1.658983
1986430.972,1733343.981,2,0.062991
1996968.687,3805.389562,30,0.058612
2000991.023,44.418624,4,0.505165
2003192.037,43170.08852,8,1.492048
2006124.998,604197.1869,2,0.056729
2008143.949,138885.9763,41,1.489525
2010345.057,753710.933,11,1.605342
2012009.911,1061021.013,7,1.05285
2016617.254,2049465.619,2,1.42446
2021351.158,391.107845,44,1.731148
2021522.398,962.604387,58,0.075779
2022165.897,50605.15572,3,1.539402
2023146.892,869.320589,5,0.750341
2029647.465,10.068022,2,1.410524
2042153.69,11.355435,12,0.440154
2043253.657,12679.20706,2,1.413233
2049955.221,34344.49042,40,0.459099
2055465.083,13.183313,6,1.08208
2056231.29,444.749055,4,0.389177
2059682.189,1793.754653,31,1.247866
2063756.818,51782.04886,3,0.030445
2076866.679,246751.7485,9,0.454271
2076922.729,2431.501989,3,1.739814
2077421.712,44.93535,30,0.626951
2079211.603,31.314434,2,1.955834
2080124.199,2132.255191,31,1.303735
2080181.618,10.083761,28,0.498474
2081791.337,249.80102,46,0.484846
2085844.021,74.499915,2,1.260556
2087330.255,4986.095508,4,1.11226
2104293.833,97.077722,2,0.253298
2109048.406,1790554.601,19,0.404183
2110162.437,42.364433,19,1.189371
2111267.006,238.136066,24,1.429361
2117117.179,24.810344,27,0.659958
2117693.237,7.757117,4,0.369404
2126592.771,60.483138,38,0.356421
2137750.781,6928.943935,4,1.605768
2138223.812,12488.82937,52,1.207419
2142845.478,800.523124,9,0.294169
2156170.365,1564.490219,4,1.708005
2170777.161,91897.89012,35,0.732785
2174447.148,4686.398047,2,0.694658
2177976.843,1560.311002,4,1.571859
2196348.959,46388.20064,35,1.946331
2211388.619,463.114974,19,1.110509
2212384.814,16873.83668,55,0.168991
2213862.137,19.660817,3,1.176063
2223289.322,6.990537,2,0.579636
2224779.176,145950.0257,36,0.004198
2235558.56,4.284934,3,1.926059
2238454.024,3.422967,5,0.50647
2239131.534,7.857643,3,1.660968
2241159.792,8306.743378,4,1.758446
2242311.2,4.260971,3,1.6423
2244596.834,7106.762716,2,0.970405
2246679.849,11893.49999,12,1.819658
2249302.887,1888.471737,11,1.893421
2259179.792,258815.1734,27,0.638091
2259483.93,2477304.708,3,0.457516
2264271.036,3.925539,40,1.190836
2272167.868,66.23988,6,0.581799
2272365.613,1512540.05,4,1.094192
2273088.663,18.941387,4,0.862524
2289537.535,7672.517091,42,1.641799
2292512.638,117431.5746,37,1.526095
2294102.925,20.851418,2,1.21461
2294903.483,222940.1678,54,0.497303
2296900.355,54.904901,2,1.938064
2297434.712,315578.2098,41,0.429314
2297594.22,96.259216,32,1.729536
2299265.085,891.594804,32,1.149142
2300234.019,187.354734,4,1.658678
2315217.5,37497.82051,20,0.008847
2316254.468,33129.36626,2,1.703045
2316811.538,98676.53416,8,1.562487
2318329.181,100084.7952,3,1.122296
2324518.551,131.960692,2,0.227602
2332496.339,1312585.222,2,1.016706
2347289.296,6758.112666,7,1.520693
2352166.709,8240.66346,3,1.011709
2352859.539,762.664278,3,0.677319
2362774.77,8.19638,48,0.688957
2365768.208,18353.18983,44,1.132797
2367162.346,120639.8553,17,1.792959
2371195.176,1528395.538,32,1.762659
2375858.053,98.110775,4,1.230966
2377631.09,2494.101426,2,1.731306
2382993.397,3170643.586,42,0.527062
2386122.636,221443.2441,57,0.867134
2387797.408,39.779381,2,0.771616
2392208.945,286441.0815,2,0.465413
2393728.339,16326.15799,54,0.017191
2395380.531,54093.84537,20,1.737649
2398398.149,50.816092,11,0.869363
2398856.525,1945064.376,4,1.760305
2400996.266,11038.07393,12,1.563038
2402998.551,40.897459,29,1.384434
2406321.923,1113.043348,2,0.928985
2412671.153,35.753034,2,1.983
2414351.073,4862.306045,3,0.556233
2415976.571,41.409163,48,1.982075
2421480.191,21085.06633,16,1.814628
2423697.491,8501.888974,13,0.87452
2441355.739,1515885.284,18,0.133178
2451591.267,339.833134,12,0.525798
2453820.007,2233970.496,37,1.770173
2454734.789,13062.80694,7,1.51729
2458048.285,9.624649,3,0.336092
2460161.604,214451.8263,11,0.512446
2461092.063,154.310133,3,1.033293
2463633.934,22062.8021,18,0.365322
2482340.256,257399.5539,39,1.770654
2492462.807,62210.00181,4,1.132405
2492985.837,8.475445,11,0.259362
2495927.064,152081.6628,2,0.223201
2502024.743,1392840.311,4,0.94812
2503994.235,7.86186,2,0.71845
2503998.955,600.613983,2,1.749962
2505270.857,3.070982,60,0.152658
2509126.955,2311692.572,15,0.025304
2509723.995,7341.465183,40,1.86406
2510134.658,63.966117,13,0.477115
2523393.962,904105.2853,24,0.324966
2543854.163,28.340417,15,0.168916
2544292.179,440474.0545,2,1.791997
2546745.995,395.687287,44,0.497104
2568428.577,19.283469,47,1.792058
2570947.805,251951.5056,4,0.418956
2571046.413,139.661849,55,1.486985
2578279.104,114435.5368,13,1.752882
2580490.448,178711.4261,19,1.349829
2582744.319,149.031639,2,1.076935
2587210.141,6314.311314,16,0.654013
2588757.692,1152173.792,3,0.030166
2594397.534,3056183.041,6,0.555978
2595196.911,3427.182172,8,0.899421
2600470.656,9.984336,3,0.079848
2601205.327,33828.88946,2,1.797663
2603943.933,196.287496,24,0.470178
2611671.259,1988501.525,10,0.937259
2613509.213,164368.1902,58,0.195801
2615165.614,1572463.735,11,0.421256
2615405.191,6402.847368,8,0.252214
2622297.613,2722992.125,3,0.574457
2625973.922,460564.331,3,0.464533
2626981.141,1337.948843,2,0.733793
2643045.429,6.364937,18,0.024296
2644420.85,71759.61723,2,0.649169
2647852.153,140.841489,8,1.959867
2660306.638,68.351271,6,0.682476
2666622.513,244363.0224,5,0.923857
2670371.798,139.357165,8,1.047102
2674960.666,7335.730798,19,0.168553
2675762.304,351124.9989,4,1.896794
2682866.64,1454.069808,7,1.44378
2683698.073,204432.9413,15,0.467466
2692625.717,3561.39104,54,1.06552
2726756.941,3177831.926,3,0.970887
2727326.446,594516.1554,2,1.174672
2729391.175,1293.818247,28,1.909495
2729564.474,41.696787,32,0.812382
2736272.318,97.095391,20,1.807806
2737047.804,7.466458,63,1.617714
2737226.214,232355.8726,12,0.423006
2747704.322,12.349161,3,0.401082
2757540.95,445613.965,2,1.870893
2760837.063,822022.2179,2,0.679758
2761289.021,11602.53619,11,1.247308
2776959.207,2283.296405,11,0.067796
2785876.809,3185453.08,2,1.516568
2790475.452,583922.3373,4,1.127569
2827717.961,49162.31215,49,0.251988
2829162.353,20826.15859,10,1.490711
2830010.183,27866.57411,11,0.796161
2843147.148,1339.708747,24,1.264268
2858421.345,186870.5786,8,0.280352
2860306.628,4841.987592,6,1.983963
2863652.497,2944583.821,28,0.876814
2867824.975,38.240936,24,1.921834
2869360.653,208509.9581,12,0.602564
2870062.416,512.273472,15,1.249384
2880797.035,32797.58052,28,1.165472
2885962.526,116.669512,5,1.553845
2890034.154,151.387842,3,0.457545
2894955.114,27195.95141,43,0.242021
2895856.406,417350.8985,6,0.835252
2898210.312,155.911576,9,0.514984
2901368.661,509.015178,12,0.641701
2906020.35,32943.30046,3,1.454819
2909712.768,28.926125,21,1.436827
2913638.91,9.737139,2,0.704494
2915647.676,38.850665,2,0.164094
2923274.601,50882.09756,40,1.467558
2924399.32,109.297582,4,0.745386
2930647.307,115698.8355,3,0.989376
2932430.319,2018711.599,15,0.846369
2947984.289,550853.2331,25,0.178095
2948112.947,105041.5547,6,0.063377
2970581.809,87.365363,10,1.792404
2974043.652,44608.08033,3,1.641279
2975049.627,12.04847,31,0.126237
2980780.303,113177.1391,11,1.920997
2987696.381,3.098778,2,0.024284
2993980.831,2699264.062,34,1.371263
2995879.141,47649.96166,3,0.428103
3002938.653,55943.86622,4,0.943224
3008125.953,159.896567,14,0.340567
3015484.918,2396.580874,2,1.565343
3021576.683,4.332396,7,0.683069
3024642.083,16335.55813,2,0.757862
3040093.664,6.693498,2,0.606212
3042659.678,5447.556545,59,1.750789
3045986.228,65.940083,4,0.270245
3048123.048,433.846406,38,1.50736
3053789.816,5.386795,3,1.516157
3061543.69,176.196749,2,0.460404
3067331.347,133.276431,21,0.614269
3099662.534,807681.0955,2,1.960966
3109763.602,2636.696755,64,0.849285
3114381.302,8.070509,60,0.525868
3124728.637,9194.787536,37,0.575735
3131509.958,2853.455488,14,0.505922
3137401.638,7195.363246,64,0.060056
3140135.188,4.642939,25,1.376372
3143143.063,251223.8039,8,1.076599
3153441.048,1200541.531,4,0.20549
3163213.323,67.301415,25,0.005966
3174307.353,101.81514,2,1.464815
3175859.973,4.736796,2,1.449563
3176198.3,186.762376,2,1.399328
3187188.223,85.404815,28,1.211208
3202858.662,74343.16228,19,0.704084
3203385.823,2654.805468,2,1.332657
3206175.062,134025.7123,23,1.141621
3212945.662,192.149352,10,0.634787
3215462.131,97.858089,4,1.385118
3221255.732,199074.3273,3,0.21452
3221403.041,23.511341,2,1.354987
3221589.427,8944.065547,61,0.033951
3225192.337,9913.923382,2,0.447837
3228446.755,2212.790716,7,0.100208
3232074.489,24652.21218,2,1.596081
3232106.964,12.834901,2,0.369198
3235090.237,25.877153,5,1.352079
3235829.145,21541.03579,6,1.696458
3237941.467,284.90802,3,1.323571
3242526.234,34.869901,2,1.690342
3243505.317,264.008783,39,1.723843
3251014.928,437455.1994,3,0.711163
3255076.962,808700.1271,3,1.592629
3272706.939,27514.09538,3,0.870633
3273389.483,9.79284,32,0.21705
3278084.384,3166.942327,47,0.820023
3287384.209,72.27849,17,0.04958
3288550.695,85.219359,52,0.025534
3288619.669,1545.918474,8,0.361825
3301552.87,54.285654,43,0.57128
3305964.489,26.099139,21,0.476934
3309606.201,17079.47625,25,0.797659
3320381.383,6161.025025,3,1.557801
3325501.142,7952.649635,30,0.59559
3329863.642,155.138154,2,1.812581
3336197.121,2396466.26,17,0.352701
3341831.849,9892.410154,6,0.090538
3343699.627,4182.482368,7,0.895853
3347344.371,7093.254358,8,1.47227
3362904.428,10.174029,44,1.711852
3366454.351,121.781575,17,1.027049
3376295.508,171708.2417,2,1.614334
3380620.142,16.767859,10,1.665113
3385513.571,3889.224926,18,1.623057
3387939.536,161.635088,9,0.155526
3388678.444,15.805834,2,1.529464
3392110.297,95.960152,3,0.331557
3396424.597,194.119407,10,1.129774
3399673.651,2426034.449,3,0.124668
3404163.922,1194.490584,4,0.179486
3410225.658,49947.02378,10,1.624946
3413138.184,34443.45878,42,1.325145
3413809.61,27.333212,18,0.227542
3417729.903,4642.194868,14,0.00014
3419260.063,3873.653549,2,1.925232
3419870.572,463.330657,2,0.419026
3426653.623,3118.580021,2,1.558785
3427017.338,299.933761,61,1.649876
3431246.012,48346.83917,2,0.216612
3434868.271,6971.206136,5,0.20412
3438978.861,324389.9198,2,1.007737
3441085.431,648.46891,2,1.317582
3443497.402,925712.3201,2,1.525374
3447888.745,44644.91701,2,0.785397
3468914.636,248180.5175,3,0.332822
3487273.626,23131.61598,8,0.725046
3503292.306,188244.1337,12,0.221854
3508083.041,118648.3616,18,1.070124
3514294.312,22.927297,4,0.754712
3533946.614,165566.8094,13,0.07596
3544493.176,6.154355,63,0.658228
3544925.687,404.162334,37,0.791803
3547365.033,1250.074022,9,0.375007
3548407.121,7584.861229,4,0.987251
3549972.236,143390.5037,3,0.112041
3559140.465,8.410581,50,1.508023
3569695.487,537889.5744,2,0.217258
3574412.167,4.197414,10,0.487512
3580877.807,415210.9265,35,1.554165
3585381.584,10277.73385,13,1.410213
3587119.446,1211.156752,35,1.892652
3611708.689,12.090854,11,1.888926
3613642.223,6.952454,21,1.675366
3614030.899,63.477535,3,0.951447
3616426.704,91722.01294,4,0.934375
3621515.612,507464.1376,2,1.913192
3629793.245,28152.30782,2,0.077557
3633283.969,5.640434,19,0.104429
3636135.286,72609.52399,2,0.56644
3643567.867,53.294325,26,0.825092
