S_time,R_time,Processors,sigma
6186.854051,2857.947478,7,1.178353
6247.856625,56.248837,21,0.114549
6391.2287,3257.091959,43,0.08521
6432.656149,44.618531,10,1.515292
6435.07451,631.835281,2,0.526609
6436.472452,45.117417,6,0.801925
6466.105441,47.148822,17,0.010973
6479.400248,48.113185,3,0.997096
6487.659854,440.549768,2,1.508692
6518.96721,18.123725,44,0.182039
6538.997348,4.48713,11,1.514349
6566.866824,1999.120629,13,1.944321
6601.503014,350.894273,7,0.358066
6657.198472,14328.7968,35,1.134629
6734.984788,125.31429,2,0.750742
6760.140101,10822.28452,5,1.040395
6816.467316,17.519918,2,1.79197
6868.439338,212.042807,18,1.955685
6878.845664,232.225458,61,0.516027
6911.974915,612.0936,14,0.75602
7049.397934,621.350281,12,0.160551
7063.705651,1447.237482,42,0.266512
7068.802804,194.341245,6,1.924435
7120.342444,55.164539,34,0.107491
7183.550659,6982.976128,28,0.557696
7223.457558,3873.119608,21,0.160744
7229.397237,11.396429,26,0.950369
7243.790528,23.837251,47,1.302074
7345.64551,426.595759,33,1.102341
7428.823734,10720.86388,34,0.084107
7526.238071,59.434239,34,1.889171
7527.662657,111.034511,6,1.398285
7553.844048,574.391288,15,0.767232
7561.252812,10.43341,4,1.580859
7582.331485,11714.11739,5,0.997981
7589.687482,1500.067304,6,1.426383
7640.635202,6581.826597,2,0.431945
7659.765381,16.098829,3,0.217967
7678.108018,1677.82176,8,0.673055
7709.523205,18.225046,3,1.683908
7898.939076,271.99135,47,0.746535
7945.867101,25.475449,19,1.603402
7987.75791,14.108036,30,1.038666
8011.850223,19.335327,12,1.68237
8051.162812,372.890552,2,1.889181
8159.031363,231.564015,2,0.715402
8293.22513,90.796503,33,1.992334
8302.1003,104.204717,64,1.090594
8304.740241,19966.71927,5,1.535675
8318.61767,100.508605,20,0.685096
8490.150423,4022.65782,26,0.129779
8511.903877,16.032928,3,1.47335
8540.698273,4084.946645,48,0.817055
8560.174697,27.867101,3,1.363897
8606.685245,832.676158,27,1.55952
8669.976151,379.480907,28,0.021056
8850.727797,4.535985,19,1.614865
8892.023032,185.22779,4,1.381279
8900.673971,31.088133,2,1.549033
8911.066851,179.864919,47,0.045622
8928.201852,135.997987,25,1.003634
9018.433619,3544.106625,23,1.936063
9041.580985,21644.09379,35,0.66699
9043.525913,3173.095587,4,0.525038
9082.614482,7.849807,22,0.957994
9128.97962,41.984035,5,0.65664
9166.364265,4.500071,23,0.51607
9168.690435,140.023626,5,1.415648
9267.400749,65.317356,6,1.998056
9349.530175,15705.44887,7,0.943764
9353.003471,12951.6599,4,1.340899
9432.219422,5.968367,20,1.114944
9605.090713,4.349034,7,1.565244
9605.173522,2148.169502,21,0.68094
9709.86837,230.691113,27,1.057981
9748.576237,2031.914944,7,1.867617
9768.961398,6841.971851,2,0.011812
9798.500019,21.455056,13,0.559102
9995.503175,49.325178,31,0.94591
10104.8657,199.235153,33,1.702558
10170.12582,18845.47495,4,0.14866
10182.50643,388.106014,3,0.470668
10223.91488,9772.656173,5,1.184629
10230.04858,12.0451,2,1.008296
10234.68157,324.163696,23,1.468343
10243.2222,6006.266041,8,1.365881
10308.44379,16114.78283,18,1.1636
10391.60346,79.608277,12,0.885899
10532.06439,8332.802964,9,0.828542
10575.93838,44.162119,15,1.125032
10709.52333,208.688685,4,1.65018
10766.47519,1192.799428,2,1.603205
10779.94569,6.325448,4,0.915599
10832.68714,1040.300305,2,1.889875
10855.89613,3.294899,62,0.299584
10894.39098,508.964383,21,0.226238
10926.81841,16.000496,13,1.730702
10936.63959,17.271341,18,1.782529
11101.46397,1080.522365,2,0.722194
11116.46236,1831.023754,26,1.562786
11123.2799,124.874111,17,1.733786
11241.59135,62.319755,2,1.655176
11306.36749,74.389739,15,1.800806
11328.17498,1937.915149,6,0.681119
11372.78824,89.482218,4,1.005655
11420.20346,27.869825,7,0.349427
11525.94544,4.718188,7,1.609079
11729.48307,9479.633595,3,0.329314
11746.9636,163.682019,2,0.708647
11805.76948,3.262033,2,1.484383
11824.54046,12.809914,21,1.948547
11863.03761,82.913105,46,1.873872
11865.79024,5.376197,13,0.797255
11899.88443,123.818445,26,1.549242
11934.7773,229.056244,2,1.203445
11984.44998,10930.63446,35,0.9162
12067.24948,11.702975,32,1.863956
12103.7709,111.20908,9,0.817236
12260.74368,71.755358,6,1.291968
12326.67339,12.703634,3,0.107255
12341.11075,445.719715,6,1.575115
12409.54947,13.515214,2,0.231595
12424.49642,50.175999,26,1.149604
12429.51628,5.457503,16,0.814448
12429.66958,171.960007,32,0.810612
12457.07199,1318.010398,3,1.521643
12540.13137,297.901768,4,1.246737
12579.86966,8161.311453,8,1.094816
12698.39436,41.720883,4,1.760746
12727.45228,3325.114484,50,0.446684
12772.97575,21.338968,15,0.491803
12787.77689,5006.926085,4,0.026614
12945.89437,19.971137,2,0.691196
12991.22467,3994.594847,21,1.776396
13007.51708,19887.45875,16,0.099389
13041.04759,740.120324,16,0.918953
13049.34728,7109.646995,2,1.001795
13068.61083,28.102991,53,1.994949
13099.72704,4.440562,8,1.315496
13159.46359,5.736445,3,0.077193
13189.96268,2783.508791,52,0.409393
13200.29293,1930.427306,7,0.949756
13266.2405,54.715811,2,0.681431
13355.27132,3.881365,2,0.260428
13410.43167,1242.945912,2,1.641039
13450.45989,9.923847,6,1.315601
13501.91449,19.66625,50,0.636091
13516.20601,10.109789,2,0.387903
13573.6119,200.688574,50,0.774566
13587.45126,458.834296,34,1.685811
13594.73987,15.69804,5,1.877058
13612.60591,104.197143,2,0.229304
13672.36257,221.384617,4,0.508563
13691.98335,3.343819,50,1.65163
13722.89327,11.83758,17,0.972984
13759.54407,28.034835,2,0.665845
13770.93009,17.96991,4,0.348245
13835.41504,7651.726336,10,0.853968
13862.22576,2190.730717,8,1.723956
13927.78893,385.154259,2,0.435963
14007.44974,2768.26034,9,1.782984
14146.90459,90.456119,9,0.346739
14173.3693,17660.10068,46,1.756548
14321.74341,12.977031,2,1.188694
14509.12336,16.110631,4,1.01088
14566.71644,3270.990935,12,0.668593
14568.42496,392.491056,25,0.985578
14760.27429,437.161636,31,1.05741
14792.30346,9.307637,20,0.907687
14800.22905,281.21306,3,1.775997
14814.28006,10279.34047,4,0.187182
14869.28892,126.996491,3,1.880331
14949.91411,9674.27691,4,1.959969
14965.32431,3.114776,55,1.126499
14984.22869,7.339271,16,0.802345
15005.22193,30.002966,2,1.670797
15096.92937,608.610419,2,0.924005
15134.67193,3917.086242,2,1.37282
15142.07565,8703.656831,16,0.337573
15292.46296,9919.905826,39,0.028115
15338.08106,1623.657123,11,0.145523
15443.88572,2143.073502,5,0.38556
15478.23911,74.989174,3,1.14913
15485.96364,4.914922,14,1.943979
15536.42442,5217.631963,15,0.058867
15570.81269,6.310839,46,0.786057
15619.2187,3908.86518,29,1.93018
15623.92006,6.897703,14,0.559415
15709.42465,3496.850996,15,0.721622
15748.18869,21.582138,6,0.20196
15841.05155,208.944339,2,1.605127
16008.52361,49.87226,12,1.912363
16027.86095,65.971251,9,0.983608
16075.99779,110.019299,6,0.019574
16094.97335,17.825663,8,0.679759
16103.6314,4106.636414,26,0.537213
16104.87026,142.44763,6,0.016171
16110.58259,4.556149,10,0.96947
16179.87361,13.864685,5,1.55054
16201.09528,13.42537,2,0.136576
16215.73849,2608.754027,5,0.460585
16218.97004,5.886172,45,1.443704
16228.96278,1499.417058,26,0.4255
16448.41667,7.838058,23,1.132253
16462.8231,4717.149103,25,0.212875
16506.53761,2817.358694,25,0.993238
16509.26035,27.613122,13,0.653622
16527.80998,32.042559,11,1.218551
16533.26481,141.683591,18,1.355051
16581.51323,1416.141691,23,0.29057
16636.18528,9162.833733,2,0.221516
16655.55071,363.839583,26,0.914542
16680.68365,111.187496,4,0.423382
16694.52032,9839.596411,64,0.639764
16695.21707,21.167649,53,1.345152
16721.75561,5.341466,12,0.702502
16730.34634,1491.258762,2,1.862341
16839.89255,734.898575,5,1.792555
16889.37889,282.03126,8,1.335687
16968.92185,140.894965,14,0.424787
17066.61171,17.637249,57,0.204181
17073.86346,1520.686782,50,0.914887
17172.91943,44.894098,23,0.515759
17203.11401,86.253164,35,1.807876
17206.94607,38.552375,27,0.818877
17242.05591,769.466677,6,0.275206
17343.62529,38.923017,2,0.222346
17348.71043,18424.48177,2,1.684743
17449.83232,19925.21988,22,1.77809
17451.06245,158.601798,14,1.659024
17456.63805,2552.36576,15,1.362889
17483.73535,15.925042,27,1.956493
17507.87967,8.551994,13,1.321048
17807.56957,465.057582,3,0.185325
17830.0823,23.936379,6,0.77491
17852.74143,76.541571,11,0.536432
17857.16801,13.116326,53,1.108392
17967.08503,10.943681,2,1.818036
18019.78654,351.168788,3,1.94546
18058.6992,17744.78445,24,1.357637
18149.7096,54.133535,4,1.137561
18193.94103,19.999186,2,1.984048
18261.49641,9862.948295,15,0.441847
18297.83399,61.603679,13,1.05755
18313.85373,8165.017209,27,1.948238
18314.94379,156.436166,33,1.482418
18320.07031,10090.63284,7,0.413976
18414.41575,824.866655,18,0.473313
18504.12306,272.004845,10,1.644937
18504.29587,50.255857,2,1.211867
18563.8046,61.236889,22,0.197512
18590.55636,6.000098,24,0.864169
18597.13947,60.482228,21,0.656131
18676.99691,231.96016,3,1.813164
18688.60515,6.22974,3,0.662166
18690.78088,55.488626,3,0.050803
18830.4947,62.238307,4,1.600803
18858.0954,101.456126,9,0.685037
18914.27524,21.771521,2,0.135196
18931.97048,36.285047,2,1.769617
18945.83152,1312.75023,4,1.991279
19036.21992,14666.27992,5,0.788586
19102.64374,181.382352,4,1.096272
19116.80838,9.852087,16,0.553904
19154.17721,704.297066,19,1.29877
19225.76428,73.177407,55,0.577022
19324.44994,4.798768,48,0.832134
19327.58184,568.931371,2,0.566076
19328.49765,433.519788,7,0.605468
19346.47743,5.233136,3,0.724538
19363.66652,5623.869201,53,0.830258
19387.20247,1111.895401,35,1.188529
19506.69361,2209.965529,2,0.050523
19657.02961,16320.01243,23,0.113608
19673.21613,4.254044,29,0.349676
19677.80219,7594.515186,6,0.3105
19693.05843,7029.698192,2,1.392886
19720.67158,56.559198,53,0.880195
19725.85394,362.387053,16,1.820213
19735.85882,16020.45638,10,1.141133
19748.70048,43.766775,2,1.175056
19795.65539,262.666919,5,1.613105
19822.07953,402.542836,10,1.376372
19832.55118,34.226777,12,1.534976
19868.19468,1186.846026,3,0.333339
19878.68076,20195.92918,10,0.692126
19907.90904,9.175047,37,1.254887
19963.85211,3.905883,3,1.388185
19970.8456,40.737357,5,0.804941
19994.39071,21.010437,3,0.420037
19996.05617,1679.642916,16,0.440633
20069.64037,4.143873,37,1.572169
20113.31309,69.665656,9,0.580984
20191.14477,805.529856,2,0.872814
20199.73501,47.19017,13,0.466034
20226.3585,6703.165617,48,1.702538
20230.83878,4416.735229,27,1.149425
20251.88806,4229.820168,2,1.065051
20292.10137,15583.36294,53,1.932409
20295.58,15.874045,39,1.890171
20377.95053,3445.70123,49,1.635437
20400.54742,119.936599,41,1.151444
20402.26072,240.45465,2,1.509058
20509.50429,125.332883,40,0.401816
20547.06966,1061.08279,45,0.873019
20640.09183,81.737476,30,0.088912
20682.8656,26.989607,2,0.738432
20787.04326,3.408592,8,0.046933
20802.25779,20290.13018,2,1.658983
20900.15619,14672.95607,2,0.062991
21011.02835,291.241317,30,0.058612
21053.34921,16.851284,4,0.505165
21076.50709,1379.257831,8,1.492048
21107.36612,7472.091516,2,0.056729
21128.60844,2914.666832,41,1.489525
21151.76731,8608.530349,11,1.605342
21169.28401,10715.88061,7,1.05285
21217.75999,16334.43814,2,1.42446
21267.56757,67.851181,44,1.731148
21269.36927,120.786093,58,0.075779
21276.13981,1526.984655,3,1.539402
21286.46132,113.154443,5,0.750341
21354.85685,6.514384,2,1.410524
21486.4406,7.036164,12,0.440154
21498.01387,629.419842,2,1.413233
21568.52411,1191.367514,40,0.459099
21626.49591,7.741793,6,1.08208
21634.55753,73.671373,4,0.389177
21670.86602,179.929944,31,1.247866
21713.73708,1549.629451,3,0.030445
21851.67197,4211.263198,9,0.454271
21852.26169,218.623226,3,1.739814
21857.51172,16.976545,30,0.626951
21876.34399,13.471633,2,1.955834
21885.94584,200.990589,31,1.303735
21886.54997,6.520903,28,0.498474
21903.48656,50.91982,46,0.484846
21946.12672,23.466129,2,1.260556
21961.76407,346.259054,4,1.11226
22140.24571,27.800612,2,0.253298
22190.27076,14981.24272,19,0.404183
22201.99198,16.348043,19,1.189371
22213.61367,49.384216,24,1.429361
22275.16604,11.60585,27,0.659958
22281.22701,5.512668,4,0.369404
22374.86311,20.534273,38,0.356421
22492.26168,427.470442,4,1.605768
22497.23866,623.351971,52,1.207419
22545.86534,107.335772,9,0.294169
22686.06262,164.844742,4,1.708005
22839.74745,2237.416507,35,0.732785
22878.36108,332.78442,2,0.694658
22915.49862,164.562644,4,1.571859
23108.80012,1444.238733,35,1.946331
23267.03933,75.605171,19,1.110509
23277.52076,755.818082,55,0.168991
23293.06434,9.999662,3,1.176063
23392.25211,5.157345,2,0.579636
23407.92755,3008.742189,36,0.004198
23521.34242,3.769789,3,1.926059
23551.80693,3.264825,5,0.50647
23558.93532,5.558306,3,1.660968
23580.27556,480.108718,4,1.758446
23592.39006,3.756276,3,1.6423
23616.43826,434.462797,2,0.970405
23638.35463,604.158609,12,1.819658
23665.95282,185.957125,11,1.893421
23769.87229,4341.959453,27,0.638091
23773.07227,18442.79979,3,0.457516
23823.43962,3.564153,40,1.190836
23906.52583,21.76518,6,0.581799
23908.6064,13446.99419,4,1.094192
23916.21394,9.763797,4,0.862524
24089.28011,456.302974,42,1.641799
24120.58253,2617.743047,37,1.526095
24137.31468,10.383292,2,1.21461
24145.73772,3946.322161,54,0.497303
24166.74773,19.300622,2,1.938064
24172.36994,4929.783302,41,0.429314
24174.0482,27.650294,32,1.729536
24191.62814,115.002451,32,1.149142
24201.82275,42.353838,4,1.658678
24359.47086,1260.297417,20,0.008847
24370.38127,1164.203015,2,1.703045
24376.24247,2341.735685,8,1.562487
24392.21029,2363.08043,3,1.122296
24457.33151,33.839518,2,0.227602
24541.26949,12279.90776,2,1.016706
24696.91301,420.691807,7,1.520693
24748.23052,477.659688,3,1.011709
24755.52011,104.057163,3,0.677319
24859.84282,5.710567,48,0.688957
24891.33817,797.603889,44,1.132797
24906.00653,2663.314646,17,1.792959
24948.43779,13537.08387,32,1.762659
24997.49808,27.989681,4,1.230966
25016.15302,222.210732,2,1.731306
25072.57232,21599.71312,42,0.527062
25105.49648,3929.33494,57,0.867134
25123.11754,15.702089,2,0.771616
25169.53335,4633.282104,2,0.465413
25185.5196,740.016974,54,0.017191
25202.90307,1593.579489,20,1.737649
25234.65282,18.367517,11,0.869363
25239.4756,15796.64353,4,1.760305
25261.9888,575.962647,12,1.563038
25283.05577,15.983273,29,1.384434
25318.0225,132.555523,2,0.928985
25384.82568,14.664998,2,1.983
25402.50089,340.729707,3,0.556233
25419.60351,16.111037,48,1.982075
25477.50963,871.715463,16,1.814628
25500.83886,487.300573,13,0.87452
25686.62943,13466.02972,18,0.133178
25794.32214,62.012402,12,0.525798
25817.77174,17261.37914,37,1.770173
25827.39658,641.547644,7,1.51729
25862.2594,6.329208,3,0.336092
25884.49461,3849.441827,11,0.512446
25894.28439,37.405322,3,1.033293
25921.02859,897.386994,18,0.365322
26117.84643,4326.737745,39,1.770654
26224.35046,1742.804542,4,1.132405
26229.8535,5.834313,11,0.259362
26260.7995,3089.079564,2,0.223201
26324.956,12755.52773,4,0.94812
26345.67793,5.560216,2,0.71845
26345.7276,89.299113,2,1.749962
26359.10986,3.045684,60,0.152658
26399.68164,17643.54472,15,0.025304
26405.96337,443.596401,40,1.86406
26410.28416,21.283791,13,0.477115
26549.79141,9672.146835,24,0.324966
26765.06261,12.63776,15,0.168916
26769.67118,6103.146248,2,1.791997
26795.48891,68.358821,44,0.497104
27023.62135,9.876343,47,1.792058
27050.12731,4267.873376,4,0.418956
27051.16481,35.091113,55,1.486985
27127.26329,2574.780146,13,1.752882
27150.52986,3425.305981,19,1.349829
27174.24388,36.580904,2,1.076935
27221.23085,402.786737,16,0.654013
27237.51334,11296.58716,3,0.030166
27296.85272,21097.13169,6,0.555978
27305.26333,272.359853,8,0.899421
27360.75084,6.479661,3,0.079848
27368.48065,1179.884017,2,1.797663
27397.29479,43.636008,24,0.470178
27478.59754,16021.62909,10,0.937259
27497.93551,3246.637993,58,0.195801
27515.36327,13785.72824,11,0.421256
27517.88397,406.393955,8,0.252214
27590.40232,19593.9766,3,0.574457
27629.08246,6279.956451,3,0.464533
27639.67987,149.133926,2,0.733793
27808.69966,4.856852,18,0.024296
27823.17109,1909.681193,2,0.649169
27859.27342,35.280611,8,1.959867
27990.31279,22.206896,6,0.682476
28056.76503,4185.113297,5,0.923857
28096.21299,35.042075,8,1.047102
28144.49459,443.374507,19,0.168553
28152.92898,5278.486362,4,1.896794
28227.67698,157.297227,7,1.44378
28236.42487,3733.298929,15,0.467466
28330.35673,279.141948,54,1.06552
28689.46708,21631.05644,3,0.970887
28695.4591,7395.207388,2,1.174672
28717.18306,145.965255,28,1.909495
28719.00643,16.182602,32,0.812382
28789.58274,27.803852,20,1.807806
28797.74199,5.379498,63,1.617714
28799.61912,4052.247678,12,0.423006
28909.86413,7.424461,3,0.401082
29013.35983,6148.652826,2,1.870893
29048.03975,9100.289889,2,0.679758
29052.79501,594.652539,11,1.247308
29217.66826,209.99446,11,0.067796
29311.49446,21664.25912,2,1.516568
29359.87891,7310.556243,4,1.127569
29751.72452,1498.962453,49,0.251988
29766.92163,864.846346,10,1.490711
29775.84204,1042.130832,11,0.796161
29914.06211,149.259505,24,1.264268
30074.76898,3524.635121,8,0.280352
30094.60492,339.817322,6,1.983963
30129.80834,20600.55235,28,0.876814
30173.70891,15.310493,24,1.921834
30189.86649,3780.802981,12,0.602564
30197.25005,80.650226,15,1.249384
30310.19393,1156.723884,28,1.165472
30364.54245,31.273435,5,1.553845
30407.38192,36.950182,3,0.457545
30459.15761,1026.001887,43,0.242021
30468.64051,5896.010998,6,0.835252
30493.40704,37.653427,9,0.514984
30526.6375,80.321386,12,0.641701
30575.58006,1160.012046,3,1.454819
30614.4297,12.804383,21,1.436827
30655.73844,6.376475,2,0.704494
30676.87359,15.466359,2,0.164094
30757.11998,1532.330233,40,1.467558
30768.95368,29.993333,4,0.745386
30834.69163,2592.944471,3,0.989376
30853.45152,16177.06279,15,0.846369
31017.10201,7042.683997,25,0.178095
31018.45568,2437.36534,6,0.063377
31254.86093,25.98607,10,1.792404
31291.28459,1408.502113,3,1.641279
31301.86891,7.308193,31,0.126237
31362.16399,2556.614441,11,1.920997
31434.93124,3.063307,2,0.024284
31501.05284,19484.47662,34,1.371263
31521.02583,1469.270849,3,0.428103
31595.30222,1628.265682,4,0.943224
31649.88018,38.266861,14,0.340567
31727.30725,216.607506,2,1.565343
31791.40152,3.796473,7,0.683069
31823.65401,740.289772,2,0.757862
31986.22722,5.015931,2,0.606212
32013.22543,366.450681,59,1.750789
32048.2256,21.702053,4,0.270245
32070.70807,72.509816,38,1.50736
32130.33075,4.36471,3,1.516157
32211.91283,40.720928,2,0.460404
32272.80744,34.055177,21,0.614269
32612.97877,8998.30897,2,1.960966
32719.25676,230.264024,64,0.849285
32767.84171,5.654258,60,0.525868
32876.71079,512.370842,37,0.575735
32948.0602,242.212102,14,0.505922
33010.04928,437.92331,64,0.060056
33038.81022,3.968544,25,1.376372
33070.45746,4259.976296,8,1.076599
33178.80731,11597.99039,4,0.20549
33281.62592,21.987882,25,0.005966
33398.35132,28.66185,2,1.464815
33414.68715,4.019728,2,1.449563
33418.24685,42.268045,2,1.399328
33533.8769,25.61115,28,1.211208
33698.75282,1953.424704,19,0.704084
33704.29931,231.275397,2,1.332657
33733.64619,2848.93862,23,1.141621
33804.88279,43.044705,10,0.634787
33831.35972,27.943501,4,1.385118
33892.31687,3670.340455,3,0.21452
33893.86678,11.21301,2,1.354987
33895.82783,503.380441,61,0.033951
33933.73571,537.68155,2,0.447837
33967.97694,205.819024,7,0.100208
34006.14599,963.473631,2,1.596081
34006.48768,7.610154,2,0.369198
34037.87608,11.922965,5,1.352079
34045.65047,883.739558,6,1.696458
34067.87517,55.393074,3,1.323571
34116.11362,14.43201,2,1.690342
34126.41501,52.755757,39,1.723843
34205.42709,6076.329561,3,0.711163
34248.16562,9005.576769,3,1.592629
34433.65874,1033.671095,3,0.870633
34440.8401,6.399807,32,0.21705
34490.23732,258.929916,47,0.820023
34588.08506,23.015661,17,0.04958
34600.3582,25.575525,52,0.025534
34601.08391,163.589062,8,0.361825
34737.16008,19.160952,43,0.57128
34783.57676,11.988356,21,0.476934
34821.89289,761.703201,25,0.797659
34935.26355,396.498074,3,1.557801
34989.13089,466.901785,30,0.59559
35035.03077,37.533719,2,1.812581
35101.66822,18055.15175,17,0.352701
35160.95379,536.934159,6,0.090538
35180.60554,309.405661,7,0.895853
35218.95357,433.933835,8,1.47227
35382.66812,6.558221,44,1.711852
35420.01848,32.144074,17,1.027049
35523.56184,3338.741326,2,1.614334
35569.06331,9.03076,10,1.665113
35620.54933,295.333611,18,1.623057
35646.07403,38.532757,9,0.155526
35653.84842,8.695483,2,1.529464
35689.95652,27.595257,3,0.331557
35735.34926,43.326773,10,1.129774
35769.53406,18197.47896,3,0.124668
35816.77827,138.687291,4,0.179486
35880.55659,1514.23888,10,1.624946
35911.20062,1193.56463,42,1.325145
35918.26501,12.348301,18,0.227542
35959.51221,330.771116,14,0.00014
35975.61174,294.575936,2,1.925232
35982.03518,75.627715,2,0.419026
36053.40279,256.391042,2,1.558785
36057.2296,57.246337,61,1.649876
36101.72143,1482.99395,2,0.216612
36139.83289,429.138106,5,0.20412
36183.0823,5017.486352,2,1.007737
36205.2465,93.791951,2,1.317582
36230.62396,9819.527729,2,1.525374
36276.82729,1409.246764,2,0.785397
36498.05039,4226.86072,3,0.332822
36691.21379,924.986107,8,0.725046
36859.75371,3541.201954,12,0.221854
36910.15924,2635.07882,18,1.070124
36975.51089,11.03385,4,0.754712
37182.28182,3261.777858,13,0.07596
37293.24705,4.75334,63,0.658228
37297.7977,69.292757,37,0.791803
37323.46319,142.785721,9,0.375007
37334.42748,452.958058,4,0.987251
37350.89477,2974.849114,3,0.112041
37447.35794,5.805682,50,1.508023
37558.41219,6936.103763,2,0.217258
37608.03856,3.720303,10,0.487512
37676.06654,5876.635227,35,1.554165
37723.45285,550.233719,13,1.410213
37741.7377,139.923233,35,1.892652
38000.45246,7.324644,11,1.888926
38020.79607,5.139337,21,1.675366
38024.88551,21.179553,3,0.951447
38050.09287,2234.673714,4,0.934375
38103.63563,6682.261652,2,1.913192
38190.72842,1048.960428,2,0.077557
38227.45593,4.495212,19,0.104429
38257.45596,1924.133051,2,0.56644
38335.65756,18.936162,26,0.825092
38407.81828,3.775141,6,1.122939
38410.70029,10371.26707,5,0.102238
38414.43789,24.461994,10,1.865612
38517.95378,129.812959,4,1.677532
38578.3686,103.296388,3,0.72005
38592.15232,521.140924,41,1.097409
38621.09213,3562.466506,2,1.99201
38655.7343,13100.99509,4,1.73924
38755.57544,3703.140656,3,1.348188
38791.00088,3999.493605,2,1.645694
