S_ime,R_time,Processors,Sigma
1690263.918686,1876.917190,3,1.381279
1691908.355652,115.591692,2,1.549033
1693883.913856,1792.742367,25,0.045622
1697141.066202,1158.514442,15,1.003634
1714293.012362,188485.332405,14,1.936063
1718693.041218,3180823.662372,20,0.666990
1719062.748015,158590.585551,3,0.525038
1726493.002886,13.471693,13,0.957994
1735306.443931,184.806251,4,0.656640
1742412.803906,5.649957,14,0.516070
1742854.980069,1212.514155,4,1.415648
1761618.593500,368.538536,4,1.998056
1777230.384478,1927556.219168,5,0.943764
1777890.615282,1426431.573602,4,1.340899
1792948.590520,8.781533,12,1.114944
1825809.291082,5.356610,5,1.565244
1825825.032065,86237.615654,13,0.680940
1845726.231590,2644.338373,16,1.057981
1853084.119660,79060.673926,5,1.867617
1856959.087460,526532.674928,2,0.011812
1862574.014883,64.771782,9,0.559102
1900021.885334,237.691606,18,0.945910
1920810.351713,2103.242518,19,1.702558
1933215.497324,2562293.450521,3,0.148660
1935568.898582,5958.587886,3,0.470668
1943440.133541,918820.736560,4,1.184629
1944606.074525,26.292322,2,1.008296
1945486.748630,4498.187645,14,1.468343
1947110.217248,429603.199154,6,1.365881
1959508.036314,2006587.204751,11,1.163600
1975315.664744,501.975104,8,0.885899
2002015.554867,716349.832082,6,0.828542
2010355.460432,199.995992,10,1.125032
2035748.311489,2261.161880,4,1.650180
2046574.158215,34408.978881,2,1.603205
2049134.732894,9.615722,4,0.915599
2059160.231905,27790.167603,2,1.889875
2063571.975618,3.472336,31,0.299584
2070889.371312,9099.495814,13,0.226238
2077053.427112,40.966306,9,1.730702
2078920.311714,46.159897,11,1.782529
2110251.393760,29486.335218,2,0.722194
2113102.402063,67197.338869,15,1.562786
2114398.331651,1013.966147,11,1.733786
2136887.879889,342.467252,2,1.655176
2149201.025981,451.540394,10,1.800806
2153346.360938,73423.390118,5,0.681119
2161826.791517,602.538428,3,1.005655
2170839.839387,97.455437,5,0.349427
2190940.086069,6.083423,5,1.609079
2229630.078969,876159.124640,3,0.329314
2232952.913160,1547.290598,2,0.708647
2244131.185473,3.418396,2,1.484383
2247699.316830,28.945641,13,1.948547
2255017.150618,534.896989,24,1.873872
2255540.390964,7.459303,8,0.797255
2262021.276810,1000.610931,15,1.549242
2268653.981319,2615.129826,2,1.203445
2278096.143830,1094415.513952,20,0.916200
2293835.308000,25.135365,18,1.863956
2300777.580634,846.092757,6,0.817236
2330616.169958,426.817168,5,1.291968
2343148.593768,28.571461,2,0.107255
2345892.958097,7396.419184,5,1.575115
2358902.315658,31.472789,2,0.231595
2361743.545650,244.125659,15,1.149604
2362697.758571,7.636229,10,0.814448
2362726.900502,1671.222836,18,0.810612
2367935.760307,40213.807110,3,1.521643
2383724.323857,3942.171400,3,1.246737
2391278.082950,693459.155884,6,1.094816
2413808.165692,183.000407,4,1.760746
2419331.718896,170615.009518,26,0.446684
2427985.169476,64.225282,10,0.491803
2430798.682451,323324.289885,3,0.026614
2460854.865746,57.912718,2,0.691196
2469471.597746,227213.743327,13,1.776396
2472568.582974,2786955.587940,10,0.099389
2478942.320518,16329.719008,10,0.918953
2480519.989239,559054.793384,2,1.001795
2484181.752668,98.731764,28,1.994949
2490096.559718,5.533707,6,1.315496
2501451.740369,8.254460,2,0.077193
2507249.241718,129249.671504,27,0.409393
2509212.895883,72980.810120,5,0.949756
2521748.714618,279.486549,2,0.681431
2538672.375659,4.484638,2,0.260428
2549157.677877,36694.680367,2,1.641039
2556766.549097,19.428516,5,1.315601
2566547.434823,56.537897,27,0.636091
2569264.074747,20.000018,2,0.387903
2580176.227699,2127.253520,26,0.774566
2582806.918152,7739.092649,19,1.685811
2584192.393152,39.763364,4,1.877058
2587588.507284,764.267147,2,0.229304
2598947.512007,2479.635611,3,0.508563
2602677.180004,3.553186,26,1.651630
2608552.775692,25.588320,11,0.972984
2615519.639837,98.358067,2,0.665845
2617683.981485,49.108614,3,0.348245
2629941.776462,627034.592052,7,0.853968
2635038.162436,88920.812910,6,1.723956
2647500.913340,5887.964125,2,0.435963
2662643.450858,128145.591459,7,1.782984
2689152.097848,612.811333,6,0.346739
2694182.711879,2315081.171031,24,1.756548
2722386.802040,29.537542,2,1.188694
2758005.417992,41.407534,4,1.010880
2768953.152308,166297.738210,8,0.668593
2769277.921765,6064.062450,15,0.985578
2805746.112607,7175.828010,18,1.057410
2811834.464503,17.577615,12,0.907687
2813341.019966,3602.744181,2,1.775997
2816011.944968,994294.353856,3,0.187182
2826468.449863,1041.008506,3,1.880331
2841794.303735,904416.260044,3,1.959969
2844723.593072,3.180472,28,1.126499
2848317.082631,12.128581,10,0.802345
2852307.639236,109.352408,2,1.670797
2869740.092430,12030.651165,2,0.924005
2876914.488378,220366.134367,2,1.372820
2878321.842887,766758.457680,10,0.337573
2906908.615951,940533.231452,22,0.028115
2915580.055224,55696.776855,8,0.145523
2935692.215965,85918.333073,4,0.385560
2942222.372293,457.235651,2,1.149130
2943690.709067,6.484185,9,1.943979
2953282.682166,344823.546874,10,0.058867
2959819.468238,9.581061,25,0.786057
2969020.852600,219644.261464,17,1.930180
2969914.522872,11.008388,9,0.559415
2986167.892468,184575.133003,10,0.721622
2993536.457758,65.371947,5,0.201960
3011188.542361,2265.489422,2,1.605127
3043022.915434,241.821642,8,1.912363
3046698.704459,374.316662,6,0.983608
3055848.925625,831.998475,5,0.019574
3059455.945207,48.494365,6,0.679759
3061101.732323,237244.701177,16,0.537213
3061337.224596,1245.454434,4,0.016171
3062423.068736,5.760299,7,0.969470
3075594.436292,32.752939,4,1.550540
3079628.414656,31.146652,2,0.136576
3082411.908761,116802.418777,4,0.460585
3083026.186565,8.593393,24,1.443704
3084925.682627,49185.599446,15,0.425500
3126641.161671,13.440216,14,1.132253
3129379.646593,294579.527437,15,0.212875
3137689.234145,131712.758481,15,0.993238
3138206.794717,96.057190,8,0.653622
3141732.850421,121.181461,7,1.218551
3142769.745783,1235.037493,11,1.355051
3151941.175292,44986.517024,14,0.290570
3162333.657546,830862.310767,2,0.221516
3166014.787327,5387.057899,15,0.914542
3170792.248748,845.836313,3,0.423382
3173422.430525,928668.702948,32,0.639764
3173554.873162,63.421824,28,1.345152
3178599.521806,7.384183,8,0.702502
3180232.514811,48768.290701,2,1.862341
3201055.897945,16150.147573,4,1.792555
3210462.641753,3619.128153,6,1.335687
3225582.777655,1224.318379,9,0.424787
3244152.413812,47.696235,30,0.204181
3245530.882768,50279.575850,26,0.914887
3264360.201841,205.197026,14,0.515759
3270099.817885,568.927336,20,1.807876
3270828.246042,161.763626,16,0.818877
3277502.192541,17352.117692,4,0.275206
3296809.279840,164.198973,2,0.222346
3297775.902699,2473463.062533,2,1.684743
3316997.925851,2795224.236651,14,1.778090
3317231.759273,1472.947481,9,1.659024
3318291.611264,112883.541804,10,1.362889
3323442.473693,40.664998,16,1.956493
3328032.011763,15.400393,9,1.321048
3384999.366409,7903.646948,3,0.185325
3389278.757967,76.844579,4,0.774910
3393585.979803,472.103977,8,0.536432
3394427.418075,30.034188,28,1.108392
3415321.288437,22.635361,2,1.818036
3425339.195279,5096.948476,3,1.945460
3432736.010764,2332441.764736,15,1.357637
3450035.965916,274.855465,3,1.137561
3458443.816258,58.039797,2,1.984048
3471285.260642,932113.010879,10,0.441847
3478192.586288,336.341591,9,1.057550
3481237.740359,693950.969242,16,1.948238
3481444.947480,1441.657959,19,1.482418
3482419.436085,965935.068977,5,0.413976
3500353.341014,19342.267827,12,0.473313
3517405.593777,3420.208199,7,1.644937
3517438.442771,244.732727,2,1.211867
3528750.319292,333.219315,13,0.197512
3533835.498613,8.854556,14,0.864169
3535086.866922,326.828327,13,0.656131
3550266.780153,2667.091508,2,1.813164
3552473.363510,9.389470,3,0.662166
3552886.942980,285.675920,3,0.050803
3579444.816972,341.768503,3,1.600803
3584691.369820,733.101571,7,0.685037
3595370.464953,66.270021,2,0.135196
3598734.112648,147.153516,2,1.769617
3601368.924648,39963.440787,3,1.991279
3618550.644595,1732112.451135,4,0.788586
3631176.993590,1816.418714,4,1.096272
3633869.516876,19.209556,10,0.553904
3640972.871938,15112.241060,12,1.298770
3654580.690409,440.100687,28,0.577022
3673339.616445,6.246457,25,0.832134
3673934.953693,10828.350935,2,0.566076
3674109.038001,7082.687104,5,0.605468
3677526.770747,7.151637,3,0.724538
3680794.205094,387658.899011,28,0.830258
3685268.099377,30834.252937,20,1.188529
3707981.891243,90143.113203,2,0.050523
3736558.910220,2046639.612965,14,0.113608
3739635.768947,5.175016,17,0.349676
3740507.522352,619728.148883,5,0.310500
3743407.545791,549267.796771,2,1.392886
3748656.465494,294.330247,28,0.880195
3749641.566859,5353.508364,11,1.820213
3751543.371058,1988274.220347,7,1.141133
3753984.412240,197.206926,2,1.175056
3762909.962503,3238.613055,4,1.613105
3767932.865611,6308.341002,7,1.376372
3769923.396896,134.326721,8,1.534976
3776698.786390,34141.144010,3,0.333339
3778692.062208,2854759.566290,7,0.692126
3784247.996119,17.188129,20,1.254887
3794882.085220,4.528959,3,1.388185
3796211.460248,176.307777,4,0.804941
3800687.095088,62.687734,3,0.420037
3801003.679075,58724.985856,10,0.440633
3814991.127367,4.967237,21,1.572169
3823292.774484,407.564237,6,0.580984
3838087.615993,18638.812369,2,0.872814
3839720.515219,221.820568,9,0.466034
3844781.311351,509945.550503,26,1.702538
3845632.958101,265809.767744,16,1.149425
3849634.166065,248451.944569,2,1.065051
3857278.220260,1904206.630406,28,1.932409
3857939.465946,40.461809,22,1.890171
3873597.087445,180376.042905,26,1.635437
3877892.476988,952.052293,22,1.151444
3878218.155625,2821.186959,2,1.509058
3898603.835062,1019.789900,22,0.401816
3905744.548262,28662.054502,24,0.873019
3923426.915372,523.099542,17,0.088912
3931557.682527,92.691333,2,0.738432
3951360.571148,3.661261,6,0.046933
3954252.664287,2875582.247253,2,1.658983
3972861.943185,1733343.981125,2,0.062991
3993937.373841,3805.389562,17,0.058612
4001982.046587,44.418624,4,0.505165
4006384.074509,43170.088519,6,1.492048
4012249.996199,604197.186946,2,0.056729
4016287.897940,138885.976296,23,1.489525
4020690.113779,753710.932979,7,1.605342
4024019.822466,1061021.013355,5,1.052850
4033234.508890,2049465.619211,2,1.424460
4042702.315862,391.107845,24,1.731148
4043044.796197,962.604387,30,0.075779
4044331.793614,50605.155719,3,1.539402
4046293.784022,869.320589,4,0.750341
4059294.930582,10.068022,2,1.410524
4084307.379755,11.355435,8,0.440154
4086507.314698,12679.207058,2,1.413233
4099910.441643,34344.490415,22,0.459099
4110930.166517,13.183313,5,1.082080
4112462.580505,444.749055,3,0.389177
4119364.377189,1793.754653,18,1.247866
4127513.636312,51782.048861,3,0.030445
4153733.358813,246751.748546,7,0.454271
4153845.458099,2431.501989,2,1.739814
4154843.423806,44.935350,18,0.626951
4158423.205341,31.314434,2,1.955834
4160248.398404,2132.255191,18,1.303735
4160363.235775,10.083761,16,0.498474
4163582.673037,249.801020,24,0.484846
4171688.041623,74.499915,2,1.260556
4174660.509272,4986.095508,3,1.112260
4208587.666995,97.077722,2,0.253298
4218096.812295,1790554.601093,12,0.404183
4220324.873102,42.364433,12,1.189371
4222534.012741,238.136066,14,1.429361
4234234.358070,24.810344,16,0.659958
4235386.474331,7.757117,3,0.369404
4253185.541705,60.483138,21,0.356421
4275501.562810,6928.943935,3,1.605768
4276447.624254,12488.829370,27,1.207419
4285690.956458,800.523124,6,0.294169
4312340.730647,1564.490219,3,1.708005
4341554.322230,91897.890116,19,0.732785
4348894.296177,4686.398047,2,0.694658
4355953.686156,1560.311002,3,1.571859
4392697.917177,46388.200644,20,1.946331
4422777.238177,463.114974,12,1.110509
4424769.628639,16873.836679,28,0.168991
4427724.273159,19.660817,3,1.176063
4446578.644333,6.990537,2,0.579636
4449558.352153,145950.025737,20,0.004198
4471117.119638,4.284934,3,1.926059
4476908.047498,3.422967,4,0.506470
4478263.067322,7.857643,2,1.660968
4482319.584093,8306.743378,3,1.758446
4484622.400344,4.260971,3,1.642300
4489193.667573,7106.762716,2,0.970405
4493359.698176,11893.499987,8,1.819658
4498605.774593,1888.471737,8,1.893421
4518359.583190,258815.173395,16,0.638091
4518967.860997,2477304.707852,3,0.457516
4528542.071812,3.925539,22,1.190836
4544335.736404,66.239880,4,0.581799
4544731.226605,1512540.050237,3,1.094192
4546177.325875,18.941387,4,0.862524
4579075.070711,7672.517091,23,1.641799
4585025.275113,117431.574583,20,1.526095
4588205.850370,20.851418,2,1.214610
4589806.966777,222940.167790,28,0.497303
4593800.709867,54.904901,2,1.938064
4594869.423061,315578.209751,22,0.429314
4595188.439231,96.259216,18,1.729536
4598530.169850,891.594804,18,1.149142
4600468.038568,187.354734,3,1.658678
4630435.000105,37497.820508,12,0.008847
4632508.935320,33129.366264,2,1.703045
4633623.076593,98676.534159,6,1.562487
4636658.362083,100084.795164,3,1.122296
4649037.102826,131.960692,2,0.227602
4664992.677919,1312585.221804,2,1.016706
4694578.592141,6758.112666,5,1.520693
4704333.417001,8240.663460,3,1.011709
4705719.077974,762.664278,2,0.677319
4725549.539586,8.196380,26,0.688957
4731536.416559,18353.189825,24,1.132797
4734324.691131,120639.855318,11,1.792959
4742390.351428,1528395.538362,18,1.762659
4751716.105981,98.110775,3,1.230966
4755262.180042,2494.101426,2,1.731306
4765986.794214,3170643.586065,23,0.527062
4772245.271230,221443.244147,29,0.867134
4775594.816410,39.779381,2,0.771616
4784417.890700,286441.081494,2,0.465413
4787456.678560,16326.157989,28,0.017191
4790761.062980,54093.845367,13,1.737649
4796796.297868,50.816092,8,0.869363
4797713.049592,1945064.376215,3,1.760305
4801992.531595,11038.073931,8,1.563038
4805997.102182,40.897459,17,1.384434
4812643.845258,1113.043348,2,0.928985
4825342.305875,35.753034,2,1.983000
4828702.145982,4862.306045,3,0.556233
4831953.142552,41.409163,26,1.982075
4842960.382247,21085.066333,10,1.814628
4847394.981400,8501.888974,9,0.874520
4882711.478544,1515885.283755,11,0.133178
4903182.534552,339.833134,8,0.525798
4907640.014032,2233970.495598,20,1.770173
4909469.577032,13062.806941,5,1.517290
4916096.569170,9.624649,3,0.336092
4920323.208702,214451.826301,8,0.512446
4922184.125619,154.310133,2,1.033293
4927267.867048,22062.802103,11,0.365322
4964680.511130,257399.553884,21,1.770654
4984925.614489,62210.001808,3,1.132405
4985971.674734,8.475445,7,0.259362
4991854.127076,152081.662785,2,0.223201
5004049.486393,1392840.310619,4,0.948120
5007988.470544,7.861860,2,0.718450
5007997.910982,600.613983,2,1.749962
5010541.714142,3.070982,31,0.152658
5018253.910020,2311692.572382,10,0.025304
5019447.989490,7341.465183,22,1.864060
5020269.316648,63.966117,9,0.477115
5046787.924426,904105.285272,15,0.324966
5087708.325138,28.340417,10,0.168916
5088584.358111,440474.054503,2,1.791997
5093491.990171,395.687287,24,0.497104
5136857.153469,19.283469,25,1.792058
5141895.609313,251951.505557,3,0.418956
5142092.826430,139.661849,29,1.486985
5156558.208175,114435.536818,9,1.752882
5160980.896264,178711.426076,12,1.349829
5165488.638187,149.031639,2,1.076935
5174420.282519,6314.311314,10,0.654013
5177515.383551,1152173.791774,3,0.030166
5188795.067354,3056183.040790,5,0.555978
5190393.821376,3427.182172,6,0.899421
5200941.311460,9.984336,2,0.079848
5202410.653584,33828.889459,2,1.797663
5207887.866162,196.287496,14,0.470178
5223342.517163,1988501.524821,7,0.937259
5227018.426095,164368.190204,30,0.195801
5230331.228659,1572463.735383,8,0.421256
5230810.382188,6402.847368,6,0.252214
5244595.225324,2722992.125310,3,0.574457
5251947.843693,460564.331045,2,0.464533
5253962.281153,1337.948843,2,0.733793
5286090.858233,6.364937,12,0.024296
5288841.699390,71759.617226,2,0.649169
5295704.306843,140.841489,6,1.959867
5320613.275011,68.351271,4,0.682476
5333245.025045,244363.022406,4,0.923857
5340743.596598,139.357165,6,1.047102
5349921.332580,7335.730798,12,0.168553
5351524.607226,351124.998911,3,1.896794
5365733.280200,1454.069808,5,1.443780
5367396.146414,204432.941335,10,0.467466
5385251.433867,3561.391040,28,1.065520
5453513.882004,3177831.926453,3,0.970887
5454652.892682,594516.155443,2,1.174672
5458782.349757,1293.818247,17,1.909495
5459128.948512,41.696787,18,0.812382
5472544.635197,97.095391,12,1.807806
5474095.608202,7.466458,32,1.617714
5474452.427057,232355.872600,8,0.423006
5495408.644364,12.349161,2,0.401082
5515081.899772,445613.964962,2,1.870893
5521674.125492,822022.217935,2,0.679758
5522578.042019,11602.536185,7,1.247308
5553918.414121,2283.296405,8,0.067796
5571753.617088,3185453.080091,2,1.516568
5580950.904234,583922.337301,3,1.127569
5655435.922705,49162.312149,26,0.251988
5658324.705657,20826.158586,7,1.490711
5660020.365371,27866.574106,8,0.796161
5686294.296630,1339.708747,14,1.264268
5716842.689790,186870.578614,6,0.280352
5720613.256799,4841.987592,5,1.983963
5727304.993035,2944583.820909,16,0.876814
5735649.950166,38.240936,14,1.921834
5738721.306620,208509.958113,8,0.602564
5740124.831691,512.273472,10,1.249384
5761594.070008,32797.580523,16,1.165472
5771925.052956,116.669512,4,1.553845
5780068.307172,151.387842,3,0.457545
5789910.228477,27195.951406,23,0.242021
5791712.811063,417350.898493,5,0.835252
5796420.623325,155.911576,7,0.514984
5802737.322724,509.015178,8,0.641701
5812040.699708,32943.300464,3,1.454819
5819425.536909,28.926125,13,1.436827
5827277.819725,9.737139,2,0.704494
5831295.351605,38.850665,2,0.164094
5846549.201022,50882.097557,22,1.467558
5848798.640346,109.297582,4,0.745386
5861294.613312,115698.835540,3,0.989376
5864860.638035,2018711.598767,10,0.846369
5895968.578242,550853.233111,15,0.178095
5896225.894253,105041.554667,5,0.063377
5941163.617209,87.365363,7,1.792404
5948087.304980,44608.080332,3,1.641279
5950099.254682,12.048470,18,0.126237
5961560.605216,113177.139059,7,1.920997
5975392.761749,3.098778,2,0.024284
5987961.662764,2699264.061670,19,1.371263
5991758.281199,47649.961655,3,0.428103
6005877.306450,55943.866217,3,0.943224
6016251.905056,159.896567,9,0.340567
6030969.835395,2396.580874,2,1.565343
6043153.366273,4.332396,5,0.683069
6049284.166134,16335.558130,2,0.757862
6080187.328232,6.693498,2,0.606212
6085319.356366,5447.556545,30,1.750789
6091972.456912,65.940083,3,0.270245
6096246.096315,433.846406,21,1.507360
6107579.632327,5.386795,2,1.516157
6123087.379461,176.196749,2,0.460404
6134662.694323,133.276431,13,0.614269
6199325.068890,807681.095478,2,1.960966
6219527.203727,2636.696755,32,0.849285
6228762.604050,8.070509,30,0.525868
6249457.274445,9194.787536,21,0.575735
6263019.916038,2853.455488,9,0.505922
6274803.276265,7195.363246,32,0.060056
6280270.375319,4.642939,15,1.376372
6286286.126097,251223.803911,6,1.076599
6306882.096680,1200541.531345,3,0.205490
6326426.645981,67.301415,15,0.005966
6348614.705085,101.815140,2,1.464815
6351719.945854,4.736796,2,1.449563
6352396.600991,186.762376,2,1.399328
6374376.446469,85.404815,17,1.211208
6405717.324890,74343.162280,12,0.704084
6406771.645512,2654.805468,2,1.332657
6412350.124273,134025.712293,14,1.141621
6425891.324825,192.149352,7,0.634787
6430924.261391,97.858089,4,1.385118
6442511.464857,199074.327277,2,0.214520
6442806.082670,23.511341,2,1.354987
6443178.853998,8944.065547,31,0.033951
6450384.674983,9913.923382,2,0.447837
6456893.510389,2212.790716,5,0.100208
6464148.977249,24652.212177,2,1.596081
6464213.928232,12.834901,2,0.369198
6470180.474634,25.877153,4,1.352079
6471658.290706,21541.035792,5,1.696458
6475882.933166,284.908020,3,1.323571
6485052.467276,34.869901,2,1.690342
6487010.633247,264.008783,21,1.723843
6502029.855660,437455.199371,3,0.711163
6510153.923053,808700.127100,2,1.592629
6545413.878767,27514.095379,3,0.870633
6546778.966464,9.792840,18,0.217050
6556168.767821,3166.942327,25,0.820023
6574768.417805,72.278490,11,0.049580
6577101.390237,85.219359,27,0.025534
6577239.338849,1545.918474,6,0.361825
6603105.740083,54.285654,23,0.571280
6611928.978872,26.099139,13,0.476934
6619212.401298,17079.476245,15,0.797659
6640762.765737,6161.025025,3,1.557801
6651002.283930,7952.649635,17,0.595590
6659727.284792,155.138154,2,1.812581
6672394.242432,2396466.260434,11,0.352701
6683663.697987,9892.410154,5,0.090538
6687399.253870,4182.482368,5,0.895853
6694688.741403,7093.254358,6,1.472270
6725808.856912,10.174029,24,1.711852
6732908.701260,121.781575,11,1.027049
6752591.016279,171708.241666,2,1.614334
6761240.283818,16.767859,7,1.665113
6771027.141128,3889.224926,11,1.623057
6775879.072366,161.635088,7,0.155526
6777356.887653,15.805834,2,1.529464
6784220.593122,95.960152,3,0.331557
6792849.193293,194.119407,7,1.129774
6799347.301220,2426034.449421,3,0.124668
6808327.843867,1194.490584,4,0.179486
6820451.315001,49947.023775,7,1.624946
6826276.367880,34443.458778,23,1.325145
6827619.220785,27.333212,11,0.227542
