S_ime,R_time,Processors,Sigma
1008941.005,4222.469131,9,1.200216
1013377.219,182.412846,16,1.866996
1015430.394,433028.3677,12,1.545461
1027478.531,4.476622,3,1.406888
1040121.74,15.115639,2,0.652518
1040228.541,2623.891532,2,1.610492
1053702.583,4832.683706,2,1.718889
1065706.41,2935.157923,5,0.178815
1066416.904,818288.1013,3,1.270798
1073252.956,1198408.39,12,1.537425
1077489.993,5.524463,14,1.661708
1078023.393,267802.3189,20,1.894263
1085529.22,48.346838,2,1.187584
1097734.531,684571.6408,7,1.429058
1097897.2,23373.99904,21,0.533884
1103748.041,124112.241,3,0.504515
1105467.524,827799.2619,8,1.173217
1105996.449,4998.773582,7,1.609732
1122945.747,127.544595,11,0.667556
1125894.96,16966.39682,14,0.589601
1129005.742,143.76045,30,1.210572
1142181.106,26.131653,3,0.936863
1143850.293,215.574133,3,0.841331
1175104.128,500.788016,5,1.186498
1176044.657,134688.184,5,1.178353
1187640.494,291.811787,13,0.114549
1214893.757,165195.4933,23,0.08521
1222768.604,203.233367,7,1.515292
1223228.305,12755.27867,2,0.526609
1223494.036,206.793346,4,0.801925
1229126.902,221.517106,11,0.010973
1231654.081,228.633575,3,0.997096
1233224.13,7262.872392,2,1.508692
1239175.272,49.766663,24,0.182039
1242982.755,5.624603,7,1.514349
1248280.398,77076.94224,9,1.944321
1254864.311,5090.727289,5,0.358066
1265451.331,1670269.545,20,1.134629
1280237.55,1019.553642,2,0.750742
1285019.265,1077520.434,4,1.040395
1295726.374,47.201629,2,1.79197
1305605.614,2318.174422,11,1.955685
1307583.728,2671.856965,31,0.516027
1313881.19,12138.35471,9,0.75602
1340003.611,12426.25444,8,0.160551
1342723.332,46538.71188,23,0.266512
1343692.238,2023.117372,5,1.924435
1353489.288,283.074417,19,0.107491
1365504.39,543577.1131,16,0.557696
1373090.2,216515.4438,13,0.160744
1374219.259,24.114726,16,0.950369
1376955.246,76.348155,25,1.302074
1396316.622,6906.814539,19,1.102341
1412127.777,1061791.694,19,0.084107
1430645.041,318.027333,19,1.889171
1430915.837,844.01946,5,1.398285
1435892.597,10991.07928,10,0.767232
1437300.911,21.008812,3,1.580859
1441307.707,1219367.3,4,0.997981
1442705.992,49218.91551,4,1.426383
1452390.525,495602.8144,2,0.431945
1456026.936,41.36017,3,0.217967
1459513.645,58625.57631,6,0.673055
1465485.285,50.201854,3,1.683908
1501490.906,3419.943198,25,0.746535
1510411.345,84.699152,12,1.603402
1518374.271,33.655157,18,1.038666
1522953.922,55.059164,8,1.68237
1530426.761,5597.802742,2,1.889181
1550931.242,2659.98138,2,0.715402
1576439.822,616.416494,19,1.992334
1578126.883,764.353911,32,1.090594
1578628.703,2804321.617,4,1.535675
1581266.631,722.437092,13,0.685096
1613872.892,229711.5452,15,0.129779
1618007.955,41.09606,3,1.47335
1623481.415,235290.6892,26,0.817055
1627183.643,97.440565,3,1.363897
1636024.724,19629.01954,16,1.55952
1648055.545,5753.076228,16,0.021056
1682414.204,5.720535,12,1.614865
1690263.919,1876.91719,3,1.381279
1691908.356,115.591692,2,1.549033
1693883.914,1792.742367,25,0.045622
1697141.066,1158.514442,15,1.003634
1714293.012,188485.3324,14,1.936063
1718693.041,3180823.662,20,0.66699
1719062.748,158590.5856,3,0.525038
1726493.003,13.471693,13,0.957994
1735306.444,184.806251,4,0.65664
1742412.804,5.649957,14,0.51607
1742854.98,1212.514155,4,1.415648
1761618.594,368.538536,4,1.998056
1777230.384,1927556.219,5,0.943764
1777890.615,1426431.574,4,1.340899
1792948.591,8.781533,12,1.114944
1825809.291,5.35661,5,1.565244
1825825.032,86237.61565,13,0.68094
1845726.232,2644.338373,16,1.057981
1853084.12,79060.67393,5,1.867617
1856959.087,526532.6749,2,0.011812
1862574.015,64.771782,9,0.559102
1900021.885,237.691606,18,0.94591
1920810.352,2103.242518,19,1.702558
1933215.497,2562293.451,3,0.14866
1935568.899,5958.587886,3,0.470668
1943440.134,918820.7366,4,1.184629
1944606.075,26.292322,2,1.008296
1945486.749,4498.187645,14,1.468343
1947110.217,429603.1992,6,1.365881
1959508.036,2006587.205,11,1.1636
1975315.665,501.975104,8,0.885899
2002015.555,716349.8321,6,0.828542
2010355.46,199.995992,10,1.125032
2035748.311,2261.16188,4,1.65018
2046574.158,34408.97888,2,1.603205
2049134.733,9.615722,4,0.915599
2059160.232,27790.1676,2,1.889875
2063571.976,3.472336,31,0.299584
2070889.371,9099.495814,13,0.226238
2077053.427,40.966306,9,1.730702
2078920.312,46.159897,11,1.782529
2110251.394,29486.33522,2,0.722194
2113102.402,67197.33887,15,1.562786
2114398.332,1013.966147,11,1.733786
2136887.88,342.467252,2,1.655176
2149201.026,451.540394,10,1.800806
2153346.361,73423.39012,5,0.681119
2161826.792,602.538428,3,1.005655
2170839.839,97.455437,5,0.349427
2190940.086,6.083423,5,1.609079
2229630.079,876159.1246,3,0.329314
2232952.913,1547.290598,2,0.708647
2244131.185,3.418396,2,1.484383
2247699.317,28.945641,13,1.948547
2255017.151,534.896989,24,1.873872
2255540.391,7.459303,8,0.797255
2262021.277,1000.610931,15,1.549242
2268653.981,2615.129826,2,1.203445
2278096.144,1094415.514,20,0.9162
2293835.308,25.135365,18,1.863956
2300777.581,846.092757,6,0.817236
2330616.17,426.817168,5,1.291968
2343148.594,28.571461,2,0.107255
2345892.958,7396.419184,5,1.575115
2358902.316,31.472789,2,0.231595
2361743.546,244.125659,15,1.149604
2362697.759,7.636229,10,0.814448
2362726.901,1671.222836,18,0.810612
2367935.76,40213.80711,3,1.521643
2383724.324,3942.1714,3,1.246737
2391278.083,693459.1559,6,1.094816
2413808.166,183.000407,4,1.760746
2419331.719,170615.0095,26,0.446684
2427985.169,64.225282,10,0.491803
2430798.682,323324.2899,3,0.026614
2460854.866,57.912718,2,0.691196
2469471.598,227213.7433,13,1.776396
2472568.583,2786955.588,10,0.099389
2478942.321,16329.71901,10,0.918953
2480519.989,559054.7934,2,1.001795
2484181.753,98.731764,28,1.994949
2490096.56,5.533707,6,1.315496
2501451.74,8.25446,2,0.077193
2507249.242,129249.6715,27,0.409393
2509212.896,72980.81012,5,0.949756
2521748.715,279.486549,2,0.681431
2538672.376,4.484638,2,0.260428
2549157.678,36694.68037,2,1.641039
2556766.549,19.428516,5,1.315601
2566547.435,56.537897,27,0.636091
2569264.075,20.000018,2,0.387903
2580176.228,2127.25352,26,0.774566
2582806.918,7739.092649,19,1.685811
2584192.393,39.763364,4,1.877058
2587588.507,764.267147,2,0.229304
2598947.512,2479.635611,3,0.508563
2602677.18,3.553186,26,1.65163
2608552.776,25.58832,11,0.972984
2615519.64,98.358067,2,0.665845
2617683.981,49.108614,3,0.348245
2629941.776,627034.5921,7,0.853968
2635038.162,88920.81291,6,1.723956
2647500.913,5887.964125,2,0.435963
2662643.451,128145.5915,7,1.782984
2689152.098,612.811333,6,0.346739
2694182.712,2315081.171,24,1.756548
2722386.802,29.537542,2,1.188694
2758005.418,41.407534,4,1.01088
2768953.152,166297.7382,8,0.668593
2769277.922,6064.06245,15,0.985578
2805746.113,7175.82801,18,1.05741
2811834.465,17.577615,12,0.907687
2813341.02,3602.744181,2,1.775997
2816011.945,994294.3539,3,0.187182
2826468.45,1041.008506,3,1.880331
2841794.304,904416.26,3,1.959969
2844723.593,3.180472,28,1.126499
2848317.083,12.128581,10,0.802345
2852307.639,109.352408,2,1.670797
2869740.092,12030.65117,2,0.924005
2876914.488,220366.1344,2,1.37282
2878321.843,766758.4577,10,0.337573
2906908.616,940533.2315,22,0.028115
2915580.055,55696.77686,8,0.145523
2935692.216,85918.33307,4,0.38556
2942222.372,457.235651,2,1.14913
2943690.709,6.484185,9,1.943979
2953282.682,344823.5469,10,0.058867
2959819.468,9.581061,25,0.786057
2969020.853,219644.2615,17,1.93018
2969914.523,11.008388,9,0.559415
2986167.892,184575.133,10,0.721622
2993536.458,65.371947,5,0.20196
3011188.542,2265.489422,2,1.605127
3043022.915,241.821642,8,1.912363
3046698.704,374.316662,6,0.983608
3055848.926,831.998475,5,0.019574
3059455.945,48.494365,6,0.679759
3061101.732,237244.7012,16,0.537213
3061337.225,1245.454434,4,0.016171
3062423.069,5.760299,7,0.96947
3075594.436,32.752939,4,1.55054
3079628.415,31.146652,2,0.136576
3082411.909,116802.4188,4,0.460585
3083026.187,8.593393,24,1.443704
3084925.683,49185.59945,15,0.4255
3126641.162,13.440216,14,1.132253
3129379.647,294579.5274,15,0.212875
3137689.234,131712.7585,15,0.993238
3138206.795,96.05719,8,0.653622
3141732.85,121.181461,7,1.218551
3142769.746,1235.037493,11,1.355051
3151941.175,44986.51702,14,0.29057
3162333.658,830862.3108,2,0.221516
3166014.787,5387.057899,15,0.914542
3170792.249,845.836313,3,0.423382
3173422.431,928668.7029,32,0.639764
3173554.873,63.421824,28,1.345152
3178599.522,7.384183,8,0.702502
3180232.515,48768.2907,2,1.862341
3201055.898,16150.14757,4,1.792555
3210462.642,3619.128153,6,1.335687
3225582.778,1224.318379,9,0.424787
3244152.414,47.696235,30,0.204181
3245530.883,50279.57585,26,0.914887
3264360.202,205.197026,14,0.515759
3270099.818,568.927336,20,1.807876
3270828.246,161.763626,16,0.818877
3277502.193,17352.11769,4,0.275206
3296809.28,164.198973,2,0.222346
3297775.903,2473463.063,2,1.684743
3316997.926,2795224.237,14,1.77809
3317231.759,1472.947481,9,1.659024
3318291.611,112883.5418,10,1.362889
3323442.474,40.664998,16,1.956493
3328032.012,15.400393,9,1.321048
3384999.366,7903.646948,3,0.185325
3389278.758,76.844579,4,0.77491
3393585.98,472.103977,8,0.536432
3394427.418,30.034188,28,1.108392
3415321.288,22.635361,2,1.818036
3425339.195,5096.948476,3,1.94546
3432736.011,2332441.765,15,1.357637
3450035.966,274.855465,3,1.137561
3458443.816,58.039797,2,1.984048
3471285.261,932113.0109,10,0.441847
3478192.586,336.341591,9,1.05755
3481237.74,693950.9692,16,1.948238
3481444.947,1441.657959,19,1.482418
3482419.436,965935.069,5,0.413976
3500353.341,19342.26783,12,0.473313
3517405.594,3420.208199,7,1.644937
3517438.443,244.732727,2,1.211867
3528750.319,333.219315,13,0.197512
3533835.499,8.854556,14,0.864169
3535086.867,326.828327,13,0.656131
3550266.78,2667.091508,2,1.813164
3552473.364,9.38947,3,0.662166
3552886.943,285.67592,3,0.050803
3579444.817,341.768503,3,1.600803
3584691.37,733.101571,7,0.685037
3595370.465,66.270021,2,0.135196
3598734.113,147.153516,2,1.769617
3601368.925,39963.44079,3,1.991279
3618550.645,1732112.451,4,0.788586
3631176.994,1816.418714,4,1.096272
3633869.517,19.209556,10,0.553904
3640972.872,15112.24106,12,1.29877
3654580.69,440.100687,28,0.577022
3673339.616,6.246457,25,0.832134
3673934.954,10828.35094,2,0.566076
3674109.038,7082.687104,5,0.605468
3677526.771,7.151637,3,0.724538
3680794.205,387658.899,28,0.830258
3685268.099,30834.25294,20,1.188529
3707981.891,90143.1132,2,0.050523
3736558.91,2046639.613,14,0.113608
3739635.769,5.175016,17,0.349676
3740507.522,619728.1489,5,0.3105
3743407.546,549267.7968,2,1.392886
3748656.465,294.330247,28,0.880195
3749641.567,5353.508364,11,1.820213
3751543.371,1988274.22,7,1.141133
3753984.412,197.206926,2,1.175056
3762909.963,3238.613055,4,1.613105
3767932.866,6308.341002,7,1.376372
3769923.397,134.326721,8,1.534976
3776698.786,34141.14401,3,0.333339
3778692.062,2854759.566,7,0.692126
3784247.996,17.188129,20,1.254887
3794882.085,4.528959,3,1.388185
3796211.46,176.307777,4,0.804941
3800687.095,62.687734,3,0.420037
3801003.679,58724.98586,10,0.440633
3814991.127,4.967237,21,1.572169
3823292.774,407.564237,6,0.580984
3838087.616,18638.81237,2,0.872814
3839720.515,221.820568,9,0.466034
3844781.311,509945.5505,26,1.702538
3845632.958,265809.7677,16,1.149425
3849634.166,248451.9446,2,1.065051
3857278.22,1904206.63,28,1.932409
3857939.466,40.461809,22,1.890171
3873597.087,180376.0429,26,1.635437
3877892.477,952.052293,22,1.151444
3878218.156,2821.186959,2,1.509058
3898603.835,1019.7899,22,0.401816
3905744.548,28662.0545,24,0.873019
3923426.915,523.099542,17,0.088912
3931557.683,92.691333,2,0.738432
3951360.571,3.661261,6,0.046933
3954252.664,2875582.247,2,1.658983
3972861.943,1733343.981,2,0.062991
3993937.374,3805.389562,17,0.058612
4001982.047,44.418624,4,0.505165
4006384.075,43170.08852,6,1.492048
4012249.996,604197.1869,2,0.056729
4016287.898,138885.9763,23,1.489525
4020690.114,753710.933,7,1.605342
4024019.822,1061021.013,5,1.05285
4033234.509,2049465.619,2,1.42446
4042702.316,391.107845,24,1.731148
4043044.796,962.604387,30,0.075779
4044331.794,50605.15572,3,1.539402
4046293.784,869.320589,4,0.750341
4059294.931,10.068022,2,1.410524
4084307.38,11.355435,8,0.440154
4086507.315,12679.20706,2,1.413233
4099910.442,34344.49042,22,0.459099
4110930.167,13.183313,5,1.08208
4112462.581,444.749055,3,0.389177
4119364.377,1793.754653,18,1.247866
4127513.636,51782.04886,3,0.030445
4153733.359,246751.7485,7,0.454271
4153845.458,2431.501989,2,1.739814
4154843.424,44.93535,18,0.626951
4158423.205,31.314434,2,1.955834
4160248.398,2132.255191,18,1.303735
4160363.236,10.083761,16,0.498474
4163582.673,249.80102,24,0.484846
4171688.042,74.499915,2,1.260556
4174660.509,4986.095508,3,1.11226
4208587.667,97.077722,2,0.253298
4218096.812,1790554.601,12,0.404183
4220324.873,42.364433,12,1.189371
4222534.013,238.136066,14,1.429361
4234234.358,24.810344,16,0.659958
4235386.474,7.757117,3,0.369404
4253185.542,60.483138,21,0.356421
4275501.563,6928.943935,3,1.605768
4276447.624,12488.82937,27,1.207419
4285690.956,800.523124,6,0.294169
4312340.731,1564.490219,3,1.708005
4341554.322,91897.89012,19,0.732785
4348894.296,4686.398047,2,0.694658
4355953.686,1560.311002,3,1.571859
4392697.917,46388.20064,20,1.946331
4422777.238,463.114974,12,1.110509
4424769.629,16873.83668,28,0.168991
4427724.273,19.660817,3,1.176063
4446578.644,6.990537,2,0.579636
4449558.352,145950.0257,20,0.004198
4471117.12,4.284934,3,1.926059
4476908.047,3.422967,4,0.50647
4478263.067,7.857643,2,1.660968
4482319.584,8306.743378,3,1.758446
4484622.4,4.260971,3,1.6423
4489193.668,7106.762716,2,0.970405
4493359.698,11893.49999,8,1.819658
4498605.775,1888.471737,8,1.893421
4518359.583,258815.1734,16,0.638091
4518967.861,2477304.708,3,0.457516
4528542.072,3.925539,22,1.190836
4544335.736,66.23988,4,0.581799
4544731.227,1512540.05,3,1.094192
4546177.326,18.941387,4,0.862524
4579075.071,7672.517091,23,1.641799
4585025.275,117431.5746,20,1.526095
4588205.85,20.851418,2,1.21461
4589806.967,222940.1678,28,0.497303
4593800.71,54.904901,2,1.938064
4594869.423,315578.2098,22,0.429314
4595188.439,96.259216,18,1.729536
4598530.17,891.594804,18,1.149142
4600468.039,187.354734,3,1.658678
4630435,37497.82051,12,0.008847
4632508.935,33129.36626,2,1.703045
4633623.077,98676.53416,6,1.562487
4636658.362,100084.7952,3,1.122296
4649037.103,131.960692,2,0.227602
4664992.678,1312585.222,2,1.016706
4694578.592,6758.112666,5,1.520693
4704333.417,8240.66346,3,1.011709
4705719.078,762.664278,2,0.677319
4725549.54,8.19638,26,0.688957
4731536.417,18353.18983,24,1.132797
4734324.691,120639.8553,11,1.792959
4742390.351,1528395.538,18,1.762659
4751716.106,98.110775,3,1.230966
4755262.18,2494.101426,2,1.731306
4765986.794,3170643.586,23,0.527062
4772245.271,221443.2441,29,0.867134
4775594.816,39.779381,2,0.771616
4784417.891,286441.0815,2,0.465413
4787456.679,16326.15799,28,0.017191
4790761.063,54093.84537,13,1.737649
4796796.298,50.816092,8,0.869363
4797713.05,1945064.376,3,1.760305
4801992.532,11038.07393,8,1.563038
4805997.102,40.897459,17,1.384434
4812643.845,1113.043348,2,0.928985
4825342.306,35.753034,2,1.983
4828702.146,4862.306045,3,0.556233
4831953.143,41.409163,26,1.982075
4842960.382,21085.06633,10,1.814628
4847394.981,8501.888974,9,0.87452
4882711.479,1515885.284,11,0.133178
4903182.535,339.833134,8,0.525798
4907640.014,2233970.496,20,1.770173
4909469.577,13062.80694,5,1.51729
4916096.569,9.624649,3,0.336092
4920323.209,214451.8263,8,0.512446
4922184.126,154.310133,2,1.033293
4927267.867,22062.8021,11,0.365322
4964680.511,257399.5539,21,1.770654
4984925.614,62210.00181,3,1.132405
4985971.675,8.475445,7,0.259362
4991854.127,152081.6628,2,0.223201
5004049.486,1392840.311,4,0.94812
5007988.471,7.86186,2,0.71845
5007997.911,600.613983,2,1.749962
5010541.714,3.070982,31,0.152658
5018253.91,2311692.572,10,0.025304
5019447.989,7341.465183,22,1.86406
5020269.317,63.966117,9,0.477115
5046787.924,904105.2853,15,0.324966
5087708.325,28.340417,10,0.168916
5088584.358,440474.0545,2,1.791997
5093491.99,395.687287,24,0.497104
5136857.153,19.283469,25,1.792058
5141895.609,251951.5056,3,0.418956
5142092.826,139.661849,29,1.486985
5156558.208,114435.5368,9,1.752882
5160980.896,178711.4261,12,1.349829
5165488.638,149.031639,2,1.076935
5174420.283,6314.311314,10,0.654013
5177515.384,1152173.792,3,0.030166
5188795.067,3056183.041,5,0.555978
5190393.821,3427.182172,6,0.899421
5200941.311,9.984336,2,0.079848
5202410.654,33828.88946,2,1.797663
5207887.866,196.287496,14,0.470178
5223342.517,1988501.525,7,0.937259
5227018.426,164368.1902,30,0.195801
5230331.229,1572463.735,8,0.421256
5230810.382,6402.847368,6,0.252214
5244595.225,2722992.125,3,0.574457
5251947.844,460564.331,2,0.464533
5253962.281,1337.948843,2,0.733793
5286090.858,6.364937,12,0.024296
5288841.699,71759.61723,2,0.649169
5295704.307,140.841489,6,1.959867
5320613.275,68.351271,4,0.682476
5333245.025,244363.0224,4,0.923857
5340743.597,139.357165,6,1.047102
5349921.333,7335.730798,12,0.168553
5351524.607,351124.9989,3,1.896794
5365733.28,1454.069808,5,1.44378
5367396.146,204432.9413,10,0.467466
5385251.434,3561.39104,28,1.06552
5453513.882,3177831.926,3,0.970887
5454652.893,594516.1554,2,1.174672
5458782.35,1293.818247,17,1.909495
5459128.949,41.696787,18,0.812382
5472544.635,97.095391,12,1.807806
5474095.608,7.466458,32,1.617714
5474452.427,232355.8726,8,0.423006
5495408.644,12.349161,2,0.401082
5515081.9,445613.965,2,1.870893
5521674.125,822022.2179,2,0.679758
5522578.042,11602.53619,7,1.247308
5553918.414,2283.296405,8,0.067796
5571753.617,3185453.08,2,1.516568
5580950.904,583922.3373,3,1.127569
5655435.923,49162.31215,26,0.251988
5658324.706,20826.15859,7,1.490711
5660020.365,27866.57411,8,0.796161
5686294.297,1339.708747,14,1.264268
5716842.69,186870.5786,6,0.280352
5720613.257,4841.987592,5,1.983963
5727304.993,2944583.821,16,0.876814
5735649.95,38.240936,14,1.921834
5738721.307,208509.9581,8,0.602564
5740124.832,512.273472,10,1.249384
5761594.07,32797.58052,16,1.165472
5771925.053,116.669512,4,1.553845
5780068.307,151.387842,3,0.457545
5789910.228,27195.95141,23,0.242021
5791712.811,417350.8985,5,0.835252
5796420.623,155.911576,7,0.514984
5802737.323,509.015178,8,0.641701
5812040.7,32943.30046,3,1.454819
5819425.537,28.926125,13,1.436827
5827277.82,9.737139,2,0.704494
5831295.352,38.850665,2,0.164094
5846549.201,50882.09756,22,1.467558
5848798.64,109.297582,4,0.745386
5861294.613,115698.8355,3,0.989376
5864860.638,2018711.599,10,0.846369
5895968.578,550853.2331,15,0.178095
5896225.894,105041.5547,5,0.063377
5941163.617,87.365363,7,1.792404
5948087.305,44608.08033,3,1.641279
5950099.255,12.04847,18,0.126237
5961560.605,113177.1391,7,1.920997
5975392.762,3.098778,2,0.024284
5987961.663,2699264.062,19,1.371263
5991758.281,47649.96166,3,0.428103
6005877.306,55943.86622,3,0.943224
6016251.905,159.896567,9,0.340567
6030969.835,2396.580874,2,1.565343
6043153.366,4.332396,5,0.683069
6049284.166,16335.55813,2,0.757862
6080187.328,6.693498,2,0.606212
6085319.356,5447.556545,30,1.750789
6091972.457,65.940083,3,0.270245
6096246.096,433.846406,21,1.50736
6107579.632,5.386795,2,1.516157
6123087.379,176.196749,2,0.460404
6134662.694,133.276431,13,0.614269
6199325.069,807681.0955,2,1.960966
6219527.204,2636.696755,32,0.849285
6228762.604,8.070509,30,0.525868
6249457.274,9194.787536,21,0.575735
6263019.916,2853.455488,9,0.505922
6274803.276,7195.363246,32,0.060056
6280270.375,4.642939,15,1.376372
6286286.126,251223.8039,6,1.076599
6306882.097,1200541.531,3,0.20549
6326426.646,67.301415,15,0.005966
6348614.705,101.81514,2,1.464815
6351719.946,4.736796,2,1.449563
6352396.601,186.762376,2,1.399328
6374376.446,85.404815,17,1.211208
6405717.325,74343.16228,12,0.704084
6406771.646,2654.805468,2,1.332657
6412350.124,134025.7123,14,1.141621
6425891.325,192.149352,7,0.634787
6430924.261,97.858089,4,1.385118
6442511.465,199074.3273,2,0.21452
6442806.083,23.511341,2,1.354987
6443178.854,8944.065547,31,0.033951
6450384.675,9913.923382,2,0.447837
6456893.51,2212.790716,5,0.100208
6464148.977,24652.21218,2,1.596081
6464213.928,12.834901,2,0.369198
6470180.475,25.877153,4,1.352079
6471658.291,21541.03579,5,1.696458
6475882.933,284.90802,3,1.323571
6485052.467,34.869901,2,1.690342
6487010.633,264.008783,21,1.723843
6502029.856,437455.1994,3,0.711163
6510153.923,808700.1271,2,1.592629
6545413.879,27514.09538,3,0.870633
6546778.966,9.79284,18,0.21705
6556168.768,3166.942327,25,0.820023
6574768.418,72.27849,11,0.04958
6577101.39,85.219359,27,0.025534
6577239.339,1545.918474,6,0.361825
6603105.74,54.285654,23,0.57128
6611928.979,26.099139,13,0.476934
6619212.401,17079.47625,15,0.797659
6640762.766,6161.025025,3,1.557801
6651002.284,7952.649635,17,0.59559
6659727.285,155.138154,2,1.812581
6672394.242,2396466.26,11,0.352701
6683663.698,9892.410154,5,0.090538
6687399.254,4182.482368,5,0.895853
6694688.741,7093.254358,6,1.47227
6725808.857,10.174029,24,1.711852
6732908.701,121.781575,11,1.027049
6752591.016,171708.2417,2,1.614334
6761240.284,16.767859,7,1.665113
6771027.141,3889.224926,11,1.623057
6775879.072,161.635088,7,0.155526
6777356.888,15.805834,2,1.529464
6784220.593,95.960152,3,0.331557
6792849.193,194.119407,7,1.129774
6799347.301,2426034.449,3,0.124668
6808327.844,1194.490584,4,0.179486
6820451.315,49947.02378,7,1.624946
6826276.368,34443.45878,23,1.325145
6827619.221,27.333212,11,0.227542
6835459.806,4642.194868,9,0.00014
6838520.127,3873.653549,2,1.925232
6839741.144,463.330657,2,0.419026
6853307.247,3118.580021,2,1.558785
6854034.675,299.933761,31,1.649876
6862492.024,48346.83917,2,0.216612
6869736.543,6971.206136,4,0.20412
6877957.722,324389.9198,2,1.007737
6882170.863,648.46891,2,1.317582
6886994.805,925712.3201,2,1.525374
6895777.49,44644.91701,2,0.785397
6937829.272,248180.5175,3,0.332822
6974547.253,23131.61598,6,0.725046
7006584.612,188244.1337,8,0.221854
7016166.082,118648.3616,11,1.070124
7028588.624,22.927297,4,0.754712
7067893.228,165566.8094,9,0.07596
7088986.351,6.154355,32,0.658228
7089851.373,404.162334,20,0.791803
7094730.065,1250.074022,6,0.375007
7096814.241,7584.861229,3,0.987251
7099944.471,143390.5037,3,0.112041
7118280.93,8.410581,26,1.508023
7139390.973,537889.5744,2,0.217258
7148824.335,4.197414,7,0.487512
7161755.615,415210.9265,20,1.554165
7170763.168,10277.73385,9,1.410213
7174238.891,1211.156752,20,1.892652
7223417.378,12.090854,8,1.888926
7227284.446,6.952454,13,1.675366
7228061.798,63.477535,2,0.951447
7232853.407,91722.01294,3,0.934375
7243031.224,507464.1376,2,1.913192
7259586.49,28152.30782,2,0.077557
7266567.938,5.640434,12,0.104429
7272270.573,72609.52399,2,0.56644
7287135.733,53.294325,16,0.825092
